date,Close,High,Low,Open,Volume,aVWAP_OB_bull_817,aVWAP_OB_bull_649,aVWAP_OB_bull_530,aVWAP_OB_bull_440,aVWAP_OB_bull_307,aVWAP_OB_bull_245,aVWAP_OB_bull_187,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,13.5120307685,13.8264515322,13.3923090161,13.4152859181,79199,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,79199.0,False,False,False,False
2022-01-04 00:00:00+00:00,13.7861411778,13.8425756739,13.5362169811,13.600713548,90441,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,90441,3546.705882352941,False,False,False,False,79639.86274509804,False,False,False,False
2022-01-05 00:00:00+00:00,13.4717204141,13.8909480991,13.4636583433,13.834513603,66596,,,,,,,,,#000000,,,,90.04233017406173,10.169320696246928,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23845,4342.717416378316,False,False,False,False,79128.33871587852,False,False,False,False
2022-01-06 00:00:00+00:00,13.6087756188,13.6732721857,13.5117082856,13.6410239023,49744,,,,,,,,,#000000,,,,83.89935093752418,10.169320696246928,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,73589,7058.257909853676,False,False,False,False,77976.0117074127,False,False,False,False
2022-01-07 00:00:00+00:00,13.6652101149,13.7700170361,13.5281549102,13.5845894062,105896,,,,,,,,,#000000,,,,79.51308443774217,10.169320696246928,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,179485,13820.09093299667,False,False,False,False,79070.9132090828,False,False,False,False
2022-01-10 00:00:00+00:00,13.5684652645,13.7619549652,13.4959066267,13.7619549652,46259,,,,,,,,,#000000,,,,74.5433214691131,10.169320696246928,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,133226,18502.675602290918,False,False,False,False,77784.17151460897,False,False,False,False
2022-01-11 00:00:00+00:00,13.7458308235,13.7700170361,13.3830376346,13.4389884064,68714,,,,,,,,,#000000,,,,72.19319785637201,10.169320696246928,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,201940,25696.296166906963,False,False,False,False,77428.47851403608,False,False,False,False
2022-01-12 00:00:00+00:00,13.6490859731,13.8506377448,13.6329618314,13.8022653196,60325,,,,,,,,,#000000,,,,69.12718773827046,10.169320696246928,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,141615,30242.12768977336,False,False,False,False,76757.75386642682,False,False,False,False
2022-01-13 00:00:00+00:00,13.8990101699,13.9393205243,13.7297066818,13.7297066818,67861,,,,,,,,,#000000,,,,68.3865868166888,10.169320696246928,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,209476,37270.90699605676,False,False,False,False,76408.8615579395,False,False,False,False
2022-01-14 00:00:00+00:00,13.9312584534,13.9755998432,13.7055204692,13.7055204692,94997,,,,,,,,,#000000,,,,67.96359614758688,10.169320696246928,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,304473,47749.42044719179,False,False,False,False,77137.8081635105,False,False,False,False
2022-01-18 00:00:00+00:00,13.6410239023,13.9876123287,13.6248997606,13.8748239573,60449,,,,,,,,13.751178663866664,#000000,,13.751178663866664,,65.03766243491086,10.169320696246928,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,244024,55446.462782596034,False,False,False,False,76483.3450982748,False,False,False,False
2022-01-19 00:00:00+00:00,13.5604031936,13.7942032487,13.4031928118,13.7942032487,68279,,,,,,,,13.663530266471222,#000000,,13.663530266471222,,62.08494649108749,10.169320696246928,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,175745,60164.052477396195,False,False,False,False,76161.60607481305,False,False,False,False
2022-01-20 00:00:00+00:00,13.3910997055,13.657148044,13.3266031386,13.600713548,54101,,,,,,,,13.602795654817744,#000000,,13.602795654817744,,58.639132039729525,32.43971147537566,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,121644,62575.03081161595,False,False,False,False,75296.48426795765,False,False,False,False
2022-01-21 00:00:00+00:00,13.3266031386,13.5684652645,13.302416926,13.3507893512,108839,,,,,,,,13.52680751866041,#000000,,13.52680751866041,,55.470072517554534,28.43535692036484,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12805,60623.264897434936,False,False,False,False,76611.87704176323,False,False,False,False
