date,Close,High,Low,Open,Volume,aVWAP_OB_bull_844,aVWAP_OB_bear_597,aVWAP_OB_bear_382,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,1.62,1.6389,1.56,1.59,290882,,,,,#000000,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,290882.0,False,False,False,False
2022-01-04 00:00:00+00:00,1.55,1.64,1.5401,1.64,210426,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-210426,-8252.0,False,False,False,False,287726.8627450981,False,False,False,False
2022-01-05 00:00:00+00:00,1.55,1.6,1.49,1.57,272292,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-210426,-16180.392156862745,False,False,False,False,287121.57400999614,False,False,False,False
2022-01-06 00:00:00+00:00,1.5,1.54,1.455,1.51,198651,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-409077,-31588.10226835832,False,False,False,False,283652.13973509433,False,False,False,False
2022-01-07 00:00:00+00:00,1.54,1.54,1.49,1.5,146834,,,,,"rgba(239, 83, 80, 0.5)",,,,9.658575523384494,-41.14630577023088,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-262243,-40633.392375481526,False,False,False,False,278286.72249058087,False,False,False,False
2022-01-10 00:00:00+00:00,1.51,1.54,1.45,1.54,240959,,,,,"rgba(239, 83, 80, 0.5)",,,,14.234197854958964,-37.48857282869787,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-503202,-58773.33777252147,False,False,False,False,276822.89023604826,False,False,False,False
2022-01-11 00:00:00+00:00,1.53,1.55,1.475,1.5,255519,,,,,"rgba(239, 83, 80, 0.5)",,,,20.449964433940146,-32.38035524428122,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-247683,-66181.55982065787,False,False,False,False,275987.4435601248,False,False,False,False
2022-01-12 00:00:00+00:00,1.58,1.62,1.545,1.56,281948,,,,,"rgba(239, 83, 80, 0.5)",,,,30.28109512107645,-24.058996702903265,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34265,-62242.47904337718,False,False,False,False,276221.19087149244,False,False,False,False
2022-01-13 00:00:00+00:00,1.64,1.68,1.61,1.63,233580,,,,,"rgba(239, 83, 80, 0.5)",,,,41.02734507892178,-15.136162347655578,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,267845,-49297.87202206827,False,False,False,False,274548.9873079045,False,False,False,False
2022-01-14 00:00:00+00:00,1.54,1.65,1.5319,1.65,218851,,,,,"rgba(239, 83, 80, 0.5)",,,,41.61947979813292,-15.136162347655578,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,48994,-45443.288805516575,False,False,False,False,272364.75251151616,False,False,False,False
2022-01-18 00:00:00+00:00,1.48,1.5366,1.48,1.53,223492,,,,,"rgba(239, 83, 80, 0.5)",,,,39.55618049626745,-15.136162347655578,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-174498,-50504.25787196691,False,False,False,False,270448.17398165277,False,False,False,False
