date,Close,High,Low,Open,Volume,aVWAP_OB_bull_177,aVWAP_OB_bull_129,aVWAP_OB_bull_120,aVWAP_OB_bull_95,aVWAP_OB_bear_161,aVWAP_OB_bear_90,aVWAP_OB_bear_58,aVWAP_OB_bear_32,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,51.9964138298,52.3285001388,50.9586441142,50.9622970636,80828,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,80828.0,False,False,False,False
2022-01-07 00:00:00+00:00,49.970687345,53.2085288576,49.0574499953,52.1375505111,169667,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-169667,-12567.925925925925,False,False,False,False,87408.66666666667,False,False,False,False
2022-01-14 00:00:00+00:00,48.9329176294,51.4036397683,48.2023277496,49.8129463482,83179,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-252846,-30366.301783264746,False,False,False,False,87095.35802469136,False,False,False,False
2022-01-21 00:00:00+00:00,45.4543135427,48.883104683,45.3961984387,48.883104683,80331,,,,,,,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-333177,-52796.72387339328,False,False,False,False,86594.29446730681,False,False,False,False
2022-01-28 00:00:00+00:00,45.1388315492,46.8490760405,42.9885726985,44.3584287231,161280,,,,,,,,,0.0,0.0,0.0,0.0,44.99216009606668,#000000,,44.99216009606668,,0.0,-50.0,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-494457,-85512.29988277156,False,False,False,False,92126.56895121002,False,False,False,False
2022-02-04 00:00:00+00:00,46.683032886,47.6958961284,45.0059970256,45.0059970256,82477,,,,,,,,,0.0,0.0,0.0,0.0,45.48937026886336,#000000,,45.48937026886336,,4.733289700372406,-45.48858325433255,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-411980,-109695.09248404774,False,False,False,False,91411.7860659352,False,False,False,False
2022-02-11 00:00:00+00:00,48.9080111562,52.6190756591,46.6581264128,47.5298529739,117745,,,,,,,,,0.0,0.0,0.0,0.0,48.0782845691076,#000000,,48.0782845691076,,12.742437902498583,-38.02126859020976,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-294235,-123364.71526300717,False,False,False,False,93362.39450549555,False,False,False,False
2022-02-18 00:00:00+00:00,44.5991912971,49.2816082538,44.5991912971,49.2816082538,86131,,,,,,,,,0.0,0.0,0.0,0.0,47.33705888882075,#000000,,47.33705888882075,,15.89780161102513,-35.41672094410566,False,False,False,True,True,,,,1,,,False,False,False,False,,,False,False,False,False,-380366,-142401.84746574739,False,False,False,False,92826.73565323662,False,False,False,False
2022-02-25 00:00:00+00:00,46.0271624257,46.0852775298,42.6315799163,44.4912632467,144199,,,,,,,,,0.0,0.0,0.0,0.0,45.959030247413494,#000000,,45.959030247413494,,20.097432180709816,-31.815127190243217,False,False,False,True,True,,,,1,,,False,False,False,False,,,False,False,False,False,-236167,-149347.41432013648,False,False,False,False,96632.08856781169,False,False,False,False
2022-03-04 00:00:00+00:00,45.2384574419,46.442270312,44.4746589312,45.3214790191,69374,,,,,,,,,0.0,0.0,0.0,0.0,45.90566469804573,#000000,,45.90566469804573,,22.90128008102308,-29.5706978571999,True,False,False,True,True,,,,1,,,False,False,False,False,,,False,False,False,False,-305541,-160917.30955568192,False,False,False,False,94612.97089612194,False,False,False,False
