date,Open,High,Low,Close,Volume,aVWAP_peak_600,aVWAP_peak_574,aVWAP_peak_509,aVWAP_valley_610,aVWAP_valley_594,aVWAP_valley_582,aVWAP_OB_bull_610,aVWAP_OB_bull_395,aVWAP_OB_bear_574,aVWAP_OB_bear_509,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,5.89,6.18,5.89,5.91,110.0,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,110.0,False,False,False,False
2023-10-31 16:00:00+00:00,6.22,6.22,6.22,6.22,0.0,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,108.29457364341084,False,False,False,False
2023-11-01 16:00:00+00:00,6.22,6.22,6.22,6.22,0.0,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,106.6155880055285,False,False,False,False
2023-11-02 16:00:00+00:00,6.22,6.39,6.22,6.39,113.0,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,113.0,1.751937984496124,False,False,False,False,106.71457113722572,False,False,False,False
2023-11-03 16:00:00+00:00,6.335,6.63,6.335,6.43,380.0,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,493.0,9.368187007992308,False,False,False,False,110.95155453044701,False,False,False,False
2023-11-06 16:00:00+00:00,6.37,6.37,6.2,6.26,72.0,,,,,,,,,,,,,#000000,,,,89.37648763176168,40.438838868585506,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,421.0,15.750075581511808,False,False,False,False,110.34765446020752,False,False,False,False
2023-11-06 20:00:00+00:00,6.26,6.26,6.26,6.26,0.0,,,,,,,,,,,,,#000000,,,,82.29414605293613,34.70214218973682,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,421.0,22.03302014613953,False,False,False,False,108.63683811198725,False,False,False,False
2023-11-07 16:00:00+00:00,6.26,6.26,6.26,6.26,0.0,,,,,,,,,,,,,#000000,,,,77.57258500038576,31.21763013295464,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,421.0,28.218554717517215,False,False,False,False,106.9525460482355,False,False,False,False
2023-11-07 20:00:00+00:00,6.26,6.26,6.26,6.26,0.0,,,,,,,,,,,,,#000000,,,,74.42487763201885,29.030603053413316,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,421.0,34.30818952809834,False,False,False,False,105.29436703973573,False,False,False,False
2023-11-08 16:00:00+00:00,5.98,5.98,5.58,5.58,213.0,,,,,,,,,,,,,#000000,,5.713333333333334,,57.08196647499238,13.852589380082087,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,208.0,37.00108581448441,False,False,False,False,106.96422181431348,False,False,False,False
2023-11-08 20:00:00+00:00,5.58,5.58,5.58,5.58,0.0,,,,,,,,,,,,,#000000,,5.713333333333334,,45.520025703641394,4.561552159227567,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,208.0,39.65223177084899,False,False,False,False,105.30586178618458,False,False,False,False
2023-11-09 16:00:00+00:00,5.58,5.58,5.58,5.58,0.0,,,,,,,,,,,,,#000000,,5.713333333333334,,37.812065189407406,-1.2838950894887304,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,208.0,42.2622746891304,False,False,False,False,103.67321276624374,False,False,False,False
2023-11-09 20:00:00+00:00,5.58,6.0,5.58,6.0,225.0,,,,,,,,,,,,,#000000,,5.842168949771689,,42.27561227076336,-1.2838950894887304,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,433.0,48.320223918756284,False,False,False,False,105.55424822723221,False,False,False,False
2023-11-10 16:00:00+00:00,6.0,6.0,6.0,6.0,0.0,,,,,,,,,,,,,#000000,,5.842168949771689,,45.25131032500066,-1.2838950894887304,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,433.0,54.2842514548996,False,False,False,False,103.91774825471698,False,False,False,False
2023-11-10 20:00:00+00:00,6.0,6.0,5.83,5.83,65.0,,,,,,,,,,,,,#000000,,5.849817417335069,,44.508140425379686,-1.2838950894887304,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,368.0,59.14806150986239,False,False,False,False,103.31437231278338,False,False,False,False
2023-11-13 16:00:00+00:00,5.83,5.83,5.6,5.6,1.0,,,,,,,,,,,,,#000000,,5.849267662821141,,41.20744837053007,-1.2838950894887304,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,367.0,63.92095978102731,False,False,False,False,101.72810297460069,False,False,False,False
2023-11-13 20:00:00+00:00,5.6,5.6,5.6,5.6,0.0,,,,,,,,,,,,,#000000,,5.849267662821141,,39.00698700063032,-1.2838950894887304,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,367.0,68.61985962938347,False,False,False,False,100.1509230835216,False,False,False,False
2023-11-14 16:00:00+00:00,5.6,5.65,5.6,5.65,352.0,,,,,,,,,,,,,#000000,,5.736770842417503,,38.65328190915499,-1.2838950894887304,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,719.0,78.70327265838527,False,False,False,False,104.05555993493986,False,False,False,False
2023-11-14 20:00:00+00:00,5.65,5.805,5.65,5.805,5.0,,,,,,,,,,,,,#000000,,5.7368885098077165,,41.54471166666684,-1.2838950894887304,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,724.0,88.70787308228628,False,False,False,False,102.51981481966948,False,False,False,False
2023-11-15 16:00:00+00:00,5.805,5.92,5.805,5.92,2.0,,,,,,,,,,,,,#000000,,5.7373056095314485,,45.4396714683696,-1.2838950894887304,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,726.0,98.58837117403378,False,False,False,False,100.96136807827925,False,False,False,False
2023-11-15 20:00:00+00:00,5.92,6.24,5.92,6.24,2.0,,,,,,,,,,,,,#000000,,5.817422459425274,,52.08477838776205,-8.137416520009992,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,728.0,108.34669100079294,False,False,False,False,99.4270833018718,False,False,False,False
2023-11-16 16:00:00+00:00,6.11,6.11,6.11,6.11,0.0,,,,,,,,,,,,,#000000,,5.817422459425274,,54.20294376230201,-5.808243213818457,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,728.0,117.95371904729228,False,False,False,False,97.88557813440092,False,False,False,False
2023-11-16 20:00:00+00:00,6.11,6.11,6.11,6.11,0.0,,,,,,,,,,,,,#000000,,5.817422459425274,,55.615054011995326,-4.001851433792645,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,728.0,127.41180092252806,False,False,False,False,96.36797227185207,False,False,False,False
