date,Open,High,Low,Close,Volume,aVWAP_peak_345,aVWAP_peak_312,aVWAP_valley_354,aVWAP_valley_335,aVWAP_valley_305,aVWAP_valley_204,aVWAP_valley_182,aVWAP_valley_139,aVWAP_valley_104,aVWAP_valley_37,aVWAP_OB_bull_354,aVWAP_OB_bull_204,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-27 17:00:00+00:00,26.925,27.31,26.915,27.055,37040.0,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,37040.0,False,False,False,False
2023-11-28 17:00:00+00:00,27.44,27.505,26.77,26.99,22956.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22956.0,-355.90697674418607,False,False,False,False,36821.64341085271,False,False,False,False
2023-11-29 17:00:00+00:00,26.91,27.815,26.885,27.28,47162.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,27.795527156549472,-91.69329073482422,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24206.0,24.897782585181176,False,False,False,False,36981.959016886,False,False,False,False
2023-11-30 17:00:00+00:00,26.96,27.125,26.7,26.915,27424.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,31.27643696100339,-85.78091919516075,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3218.0,-25.37970241613946,False,False,False,False,36833.77360577149,False,False,False,False
2023-12-01 17:00:00+00:00,26.685,27.615,26.685,27.15,58674.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.39639458144606,-74.23452757998167,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,55456.0,834.7967270786844,False,False,False,False,37172.38176692231,False,False,False,False
2023-12-04 17:00:00+00:00,26.71,26.98,26.59,26.85,13534.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.46796128391193,-69.43196290467398,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,41922.0,1471.8076305348288,False,False,False,False,36805.89522790026,False,False,False,False
2023-12-05 17:00:00+00:00,26.72,27.245,26.415,27.245,15022.0,,,,,,,,,,,,,,,#000000,,,,45.53560640858241,-58.587246622308335,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,56944.0,2331.8416207590953,False,False,False,False,36468.16041816537,False,False,False,False
2023-12-06 17:00:00+00:00,26.495,26.495,25.83,25.86,58173.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.176580514066124,-58.587246622308335,False,False,False,True,True,,1.0,26.495,25.83,0.0,0,,,False,False,False,False,,,False,False,False,False,-1229.0,2276.6347739256207,False,False,False,False,36804.669558969,False,False,False,False
2023-12-07 17:00:00+00:00,26.78,27.09,26.53,26.695,18064.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.51951619572863,-53.3345769657585,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16835.0,2502.3458627019672,False,False,False,False,36514.11654255087,False,False,False,False
2023-12-08 17:00:00+00:00,27.08,27.33,26.935,27.245,12582.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,46.05726496002286,-44.459688761549586,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29417.0,2919.62732219496,False,False,False,False,36143.075975999694,False,False,False,False
