date,Open,High,Low,Close,Volume,aVWAP_peak_412,aVWAP_peak_397,aVWAP_peak_359,aVWAP_peak_335,aVWAP_peak_321,aVWAP_peak_285,aVWAP_peak_263,aVWAP_peak_190,aVWAP_peak_139,aVWAP_peak_96,aVWAP_peak_86,aVWAP_peak_59,aVWAP_peak_35,aVWAP_valley_423,aVWAP_valley_407,aVWAP_valley_369,aVWAP_valley_351,aVWAP_valley_330,aVWAP_valley_308,aVWAP_valley_290,aVWAP_valley_270,aVWAP_valley_239,aVWAP_valley_195,aVWAP_valley_168,aVWAP_valley_154,aVWAP_valley_125,aVWAP_valley_114,aVWAP_valley_93,aVWAP_valley_69,aVWAP_valley_50,aVWAP_valley_40,aVWAP_OB_bull_423,aVWAP_OB_bull_369,aVWAP_OB_bull_195,aVWAP_OB_bull_154,aVWAP_OB_bear_359,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-08 17:00:00+00:00,30.74,30.95,30.665,30.74,30346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,30346.0,False,False,False,False
2023-11-09 17:00:00+00:00,31.22,31.36,30.875,30.89,41298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,41298.0,640.2790697674418,False,False,False,False,30515.798449612405,False,False,False,False
2023-11-10 17:00:00+00:00,30.86,31.195,30.85,31.055,22918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,64216.0,1625.9491617090318,False,False,False,False,30398.00312481221,False,False,False,False
2023-11-13 17:00:00+00:00,31.32,31.335,31.07,31.2,11381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,75597.0,2772.787159201915,False,False,False,False,30103.16586706318,False,False,False,False
2023-11-14 17:00:00+00:00,32.625,32.835,32.56,32.685,42969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,118566.0,4568.030769136769,False,False,False,False,30302.63616369786,False,False,False,False
2023-11-15 17:00:00+00:00,33.51,33.665,33.42,33.605,37986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,156552.0,6924.371377367207,False,False,False,False,30421.758083640532,False,False,False,False
2023-11-16 17:00:00+00:00,33.375,33.545,33.25,33.47,46569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,98.13602639553382,48.32242375598044,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,109983.0,8522.17957306694,False,False,False,False,30672.102919553083,False,False,False,False
2023-11-17 17:00:00+00:00,33.57,33.645,33.47,33.58,21593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,96.98426445174051,47.39767642283444,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,131576.0,10429.990742476755,False,False,False,False,30531.341633978616,False,False,False,False
2023-11-20 17:00:00+00:00,33.51,33.785,33.435,33.65,87067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,96.27622971462222,46.88919803139848,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,218643.0,13658.09941313603,False,False,False,False,31407.86346911073,False,False,False,False
2023-11-21 17:00:00+00:00,33.19,33.475,33.16,33.365,15781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,91.57276573506135,42.75927777835936,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,202862.0,16591.493220684308,False,False,False,False,31165.586516101263,False,False,False,False
