date,Open,High,Low,Close,Volume,aVWAP_peak_606,aVWAP_peak_581,aVWAP_peak_566,aVWAP_peak_547,aVWAP_peak_512,aVWAP_peak_469,aVWAP_peak_455,aVWAP_peak_397,aVWAP_peak_383,aVWAP_peak_361,aVWAP_peak_339,aVWAP_peak_305,aVWAP_peak_273,aVWAP_peak_241,aVWAP_peak_220,aVWAP_peak_207,aVWAP_valley_614,aVWAP_valley_594,aVWAP_valley_575,aVWAP_valley_556,aVWAP_OB_bull_594,aVWAP_OB_bull_575,aVWAP_OB_bull_148,aVWAP_OB_bear_397,aVWAP_OB_bear_228,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,63.41,63.995,63.38,63.77,42790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,42790.0,False,False,False,False
2023-10-31 16:00:00+00:00,63.77,63.83,63.22,63.485,22383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-22383.0,-347.0232558139535,False,False,False,False,42473.61240310077,False,False,False,False
2023-11-01 16:00:00+00:00,64.35,64.92,64.07,64.725,149623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,27.67857142857135,-91.51785714285703,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,127240.0,1631.0701279971156,False,False,False,False,44134.84321855657,False,False,False,False
2023-11-02 16:00:00+00:00,66.595,68.035,66.51,68.035,140149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.16710022400456,-68.51032408411001,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,267389.0,5751.3481105087885,False,False,False,False,45623.434796563444,False,False,False,False
2023-11-03 16:00:00+00:00,67.91,68.01,66.95,66.96,141345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.599436330469004,-57.84196188744657,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,126044.0,7616.350465384621,False,False,False,False,47107.490071035325,False,False,False,False
2023-11-06 16:00:00+00:00,67.42,67.885,66.22,66.65,36940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,62.63915515731637,-50.117502316839996,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,89104.0,8879.724876774007,False,False,False,False,46949.85456605803,False,False,False,False
2023-11-06 20:00:00+00:00,66.65,66.73,66.32,66.515,23283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.62776693517556,-43.45925134179457,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,65821.0,9762.535343800766,False,False,False,False,46582.92658828969,False,False,False,False
2023-11-07 16:00:00+00:00,64.745,64.83,63.85,64.03,54213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,57.21084456660252,-43.45925134179457,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,11608.0,9791.147198935636,False,False,False,False,46701.22230009915,False,False,False,False
2023-11-07 20:00:00+00:00,64.04,64.05,63.715,63.79,30201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.70287683579545,-43.45925134179457,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-18593.0,9351.082901277718,False,False,False,False,46445.40490009761,False,False,False,False
2023-11-08 16:00:00+00:00,62.435,62.84,61.67,62.12,50405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,62.21000000000001,,44.80415896831167,-43.45925134179457,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-68998.0,8136.368437692017,False,False,False,False,46506.79397141392,False,False,False,False
2023-11-08 20:00:00+00:00,62.115,62.425,62.065,62.4,19497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,62.234172985036196,,41.19275798525712,-43.45925134179457,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-49501.0,7242.765826254932,False,False,False,False,46088.03747573309,False,False,False,False
2023-11-09 16:00:00+00:00,64.56,64.605,63.57,63.68,24522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,62.68020768025079,,42.7672332269976,-43.45925134179457,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-24979.0,6743.2035653827625,False,False,False,False,45753.68030556668,False,False,False,False
2023-11-09 20:00:00+00:00,63.7,63.81,63.5,63.55,22196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,62.859076058995036,,43.506903451372594,-39.13547747530145,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-47175.0,5907.262424834193,False,False,False,False,45388.444951992,False,False,False,False
2023-11-10 16:00:00+00:00,63.51,64.52,63.37,64.425,56867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,63.267475286332704,,46.4383454070323,-32.62394471035972,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,9692.0,5965.940526774748,False,False,False,False,45566.407045759566,False,False,False,False
2023-11-10 20:00:00+00:00,64.435,64.575,64.375,64.57,30843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,63.45452750452699,,48.77723733516228,-27.065192252406565,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,40535.0,6501.894937212349,False,False,False,False,45338.13716908112,False,False,False,False
2023-11-13 16:00:00+00:00,65.01,65.38,64.88,65.11,37273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,63.71198043208625,,51.76416625089161,-21.28254830566058,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,77808.0,7607.415945937739,False,False,False,False,45213.09628273877,False,False,False,False
2023-11-13 20:00:00+00:00,65.09,65.22,65.06,65.17,20396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,63.82392684068769,,53.91564654773353,-16.635089836390108,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,98204.0,9012.014148326301,False,False,False,False,44828.33510006065,False,False,False,False
2023-11-14 16:00:00+00:00,66.18,66.505,65.88,66.19,30581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,64.07140736436759,,57.83779151559155,-10.685703879598677,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,128785.0,10868.959665406514,False,False,False,False,44607.446183780645,False,False,False,False
2023-11-14 20:00:00+00:00,66.19,66.36,66.175,66.29,28943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,64.26977134347051,,60.673577532219106,-6.095122415908875,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,157728.0,13145.84401167928,False,False,False,False,44364.58655302435,False,False,False,False
2023-11-15 16:00:00+00:00,66.67,66.91,65.66,65.77,31960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,64.43645613791894,,60.318285447564385,-4.6921266249841125,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,125768.0,14891.923949482703,False,False,False,False,44172.267381659636,False,False,False,False
2023-11-15 20:00:00+00:00,65.775,65.775,65.315,65.375,27824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,64.5132116946887,,58.49481111132216,-4.6921266249841125,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,97944.0,16179.553035537236,False,False,False,False,43918.80587186646,False,False,False,False
2023-11-16 16:00:00+00:00,63.765,63.91,62.815,63.91,58668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,63.96455326628407,,52.71005182518861,-4.6921266249841125,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,39276.0,16537.637484598676,False,False,False,False,44147.475548271635,False,False,False,False
2023-11-16 20:00:00+00:00,63.905,64.115,63.8,63.965,35290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,64.02674322925898,,49.05847571275504,-4.6921266249841125,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,74566.0,17437.302019721177,False,False,False,False,44010.15034597285,False,False,False,False
