date,Close,High,Low,Open,Volume,aVWAP_OB_bull_866,aVWAP_OB_bull_759,aVWAP_OB_bear_778,aVWAP_OB_bear_715,aVWAP_OB_bear_277,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,47.32,47.38,46.3402,46.35,54347,,,,,,,#000000,,,,,,False,False,False,False,False,,,46.8601,46.8601,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,54347.0,False,False,False,False
2022-01-04 00:00:00+00:00,48.18,48.69,47.06,47.44,58066,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,47.875,47.875,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,58066,2277.098039215686,False,False,False,False,54492.8431372549,False,False,False,False
2022-01-05 00:00:00+00:00,45.7,48.0,45.57,48.0,56358,,,,,,,"rgba(38, 166, 154, 0.5)",,,,74.65626161278335,-51.374953548866586,False,False,True,False,True,,,46.785,47.875,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1708,2254.7804690503654,False,False,False,False,54565.98654363707,False,False,False,False
2022-01-06 00:00:00+00:00,45.74,46.26,44.65,45.6,83727,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.09775780602159,-51.374953548866586,False,False,True,False,True,,,45.455,47.875,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,85435,5516.749862420939,False,False,False,False,55709.55569878856,False,False,False,False
2022-01-07 00:00:00+00:00,50.66,51.1,48.35,48.57,149857,,,,,,,"rgba(38, 166, 154, 0.5)",,,,63.13693941197414,-51.374953548866586,False,False,True,False,True,,,49.725,49.725,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,235292,14527.543985463253,False,False,False,False,59401.61233805175,False,False,False,False
2022-01-10 00:00:00+00:00,51.25,51.9999,50.1101,51.12,109633,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.19442612843064,-51.374953548866586,False,False,True,False,True,,,51.055,51.055,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,344925,27484.30696642548,False,False,False,False,61371.470677736004,False,False,False,False
2022-01-11 00:00:00+00:00,51.21,52.52,50.75,51.36,83293,,,,,,,"rgba(38, 166, 154, 0.5)",,,,69.7539002489112,-46.202423120730685,False,False,True,False,True,,,51.055,51.635000000000005,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,261632,36666.56943833036,False,False,False,False,62231.13849429538,False,False,False,False
2022-01-12 00:00:00+00:00,49.96,52.5,49.91,51.78,55644,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.31337967852107,-44.26715460443011,False,False,True,False,True,,,51.055,51.635000000000005,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,205988,43306.625538788,False,False,False,False,61972.81933765635,False,False,False,False
2022-01-13 00:00:00+00:00,50.99,51.63,49.3237,50.14,68565,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.32544960527498,-39.506777686844075,False,False,True,False,True,,,50.47685,51.635000000000005,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,274553,52375.11081177671,False,False,False,False,62231.33622637571,False,False,False,False
2022-01-14 00:00:00+00:00,49.78,51.16,49.28,50.22,31953,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.08564725351809,-38.1404551772773,False,False,True,False,True,,,50.22,51.635000000000005,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,242600,59834.910387785465,False,False,False,False,61043.950492008036,False,False,False,False
2022-01-18 00:00:00+00:00,48.01,49.18,47.179,49.18,65960,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.29983832590874,-38.1404551772773,False,False,True,False,True,,,48.179500000000004,48.179500000000004,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,176640,64415.50213728408,False,False,False,False,61236.736747223404,False,False,False,False
2022-01-19 00:00:00+00:00,47.83,48.6,47.28,48.46,49542,,,,,,,"rgba(38, 166, 154, 0.5)",,,,54.120417524499324,-38.1404551772773,False,False,True,False,True,,,47.94,47.94,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,127098,66873.63930837098,False,False,False,False,60778.119619881305,False,False,False,False
2022-01-20 00:00:00+00:00,46.38,48.3802,46.1501,47.8,36661,,,,,,,#000000,,,,48.97116517374026,-38.1404551772773,False,False,False,False,True,,,47.265150000000006,47.265150000000006,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,90437,67797.69266882703,False,False,False,False,59832.35022302322,False,False,False,False
2022-01-21 00:00:00+00:00,45.33,46.83,45.33,46.24,42783,,,,,,,"rgba(239, 83, 80, 0.5)",,,,44.122394227916374,-38.1404551772773,False,False,False,True,True,,,47.265150000000006,39.579214285714286,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,47654,67007.74393671617,False,False,False,False,59163.74825349289,False,False,False,False
2022-01-24 00:00:00+00:00,46.14,46.4,43.63,44.43,55985,,,,,,,"rgba(239, 83, 80, 0.5)",,,,42.753532199045694,-38.1404551772773,False,False,False,True,True,,,47.265150000000006,38.143457142857145,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,103639,68444.26378233514,False,False,False,False,59039.091459238276,False,False,False,False
2022-01-25 00:00:00+00:00,45.06,45.975,44.2434,45.46,39257,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.35838027647502,-38.1404551772773,False,False,False,True,False,,,47.265150000000006,38.180528571428574,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,64382,68284.9593202828,False,False,False,False,58263.32316671913,False,False,False,False
2022-01-26 00:00:00+00:00,44.61,46.51,44.2,46.26,47708,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.18690305331707,-38.1404551772773,False,False,False,True,False,,,47.265150000000006,38.490614285714294,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16674,66261.0001312521,False,False,False,False,57849.38892488701,False,False,False,False
2022-01-27 00:00:00+00:00,43.96,45.47,43.61,45.11,29885,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.93250211974353,-38.1404551772773,False,False,False,True,False,,,47.265150000000006,37.62204285714286,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13211,63144.451106497116,False,False,False,False,56752.74622195027,False,False,False,False
2022-01-28 00:00:00+00:00,44.76,44.79,42.94,43.67,41525,,,,,,44.16333333333333,"rgba(239, 83, 80, 0.5)",,44.16333333333333,,36.4473171698106,-37.39900542297025,False,False,False,True,False,,,47.265150000000006,37.69918571428571,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,28314,61778.55106310507,False,False,False,False,56155.57970344242,False,False,False,False
2022-01-31 00:00:00+00:00,46.81,46.91,44.5113,44.52,48707,,,,,,45.196379625483935,"rgba(239, 83, 80, 0.5)",,45.196379625483935,,40.942866632690944,-30.93212248969119,False,False,False,True,False,,,47.265150000000006,39.435785714285714,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,77021,62376.29415866958,False,False,False,False,55863.47853860154,False,False,False,False
2022-02-01 00:00:00+00:00,46.44,47.38,45.44,46.99,48135,,,,,,45.62205169127513,"rgba(239, 83, 80, 0.5)",,45.62205169127513,,43.30655320443175,-26.78878963553017,False,False,False,True,False,,,47.265150000000006,40.098707142857144,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,28886,61062.94928970215,False,False,False,False,55560.40094885247,False,False,False,False
2022-02-02 00:00:00+00:00,46.33,46.5,45.51,46.46,45743,,,,,,45.7441129380986,"rgba(239, 83, 80, 0.5)",,45.7441129380986,,44.68555286126023,-23.730637175091083,False,False,False,True,False,,,47.265150000000006,40.036564285714284,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16857,58007.265003831475,False,False,False,False,55175.4048332112,False,False,False,False
2022-02-03 00:00:00+00:00,45.57,46.8354,45.45,45.68,31720,,,,,,45.774636190674755,"rgba(239, 83, 80, 0.5)",,45.774636190674755,,44.25385345284436,-22.52067236402448,False,False,False,True,False,,,47.265150000000006,40.37160000000001,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-48577,53827.48990564201,False,False,False,False,54255.58503583037,False,False,False,False
2022-02-04 00:00:00+00:00,46.63,46.69,45.0592,45.31,54055,,,,,,45.845090616497146,"rgba(239, 83, 80, 0.5)",,45.845090616497146,,46.152680953406076,-19.17407684117817,False,False,False,True,True,,,47.265150000000006,40.1569,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5478,51931.431477969774,False,False,False,False,54247.71895599389,False,False,False,False
2022-02-07 00:00:00+00:00,46.25,47.38,45.9,46.26,90324,,,,,,46.01181958538885,#000000,,46.01181958538885,,46.69097296201149,-17.249504767964893,False,False,False,False,True,,,47.265150000000006,41.16251428571429,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-84846,46567.61063569645,False,False,False,False,55662.47507536668,False,False,False,False
2022-02-08 00:00:00+00:00,47.2,47.34,46.08,46.27,41503,,,,,,46.10082714573293,#000000,,46.10082714573293,,48.917668544475724,-13.858437168895662,False,False,False,False,True,,,47.265150000000006,41.24537142857143,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43343,43041.704336257375,False,False,False,False,55107.20154299936,False,False,False,False
2022-02-09 00:00:00+00:00,47.0,47.83,46.59,47.35,62632,,,,,,46.24099364774104,#000000,,46.24099364774104,,49.97086627662213,-11.729522410858777,False,False,False,False,True,,,47.265150000000006,41.95753571428571,-1,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-105975,37197.912009345324,False,False,False,False,55402.29167856801,False,False,False,False
2022-02-10 00:00:00+00:00,46.25,47.73,45.915,46.24,45893,,,,,,46.276132528021286,#000000,,46.276132528021286,,49.094950155864424,-11.606395032381215,False,False,False,False,True,,,47.265150000000006,41.50253571428571,-1,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-151868,29783.562518782765,False,False,False,False,55029.378279408484,False,False,False,False
2022-02-11 00:00:00+00:00,45.22,46.73,44.7601,46.08,31235,,,,,,46.23540095123416,"rgba(239, 83, 80, 0.5)",,46.23540095123416,,46.605494993239475,-11.606395032381215,False,False,False,True,True,,,47.265150000000006,40.596535714285714,-1,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-183103,21435.06987098736,False,False,False,False,54096.265405706195,False,False,False,False
2022-02-14 00:00:00+00:00,45.98,46.23,45.4,45.41,31754,,,,,,46.21515947264546,"rgba(239, 83, 80, 0.5)",,46.21515947264546,,46.68259801591006,-11.606395032381215,False,False,False,True,True,,,47.265150000000006,40.856471428571425,-1,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-151349,14659.22399369374,False,False,False,False,53220.098134894186,False,False,False,False
2022-02-15 00:00:00+00:00,47.86,48.64,46.47,46.5,69384,,,,,,47.01373440386341,#000000,,47.01373440386341,,50.19690994075262,-8.382841925963838,False,False,False,False,True,,,47.265150000000006,42.52147142857143,1,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-81965,10870.038739039084,False,False,False,False,53853.97663940814,False,False,False,False
2022-02-16 00:00:00+00:00,47.6,47.92,46.72,47.38,42306,,,,,,46.99984705247,"rgba(38, 166, 154, 0.5)",,46.99984705247,,51.989096315352725,-6.137244883233684,False,False,True,False,True,,,52.2121,42.52147142857143,1,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-124271,5570.3901610375515,False,False,False,False,53401.114810411746,False,False,False,False
