date,Open,High,Low,Close,Volume,aVWAP_peak_430,aVWAP_peak_411,aVWAP_peak_389,aVWAP_peak_359,aVWAP_peak_332,aVWAP_peak_314,aVWAP_peak_231,aVWAP_peak_208,aVWAP_peak_172,aVWAP_peak_138,aVWAP_peak_109,aVWAP_peak_61,aVWAP_peak_29,aVWAP_valley_370,aVWAP_valley_343,aVWAP_valley_329,aVWAP_valley_291,aVWAP_valley_217,aVWAP_valley_193,aVWAP_valley_149,aVWAP_valley_120,aVWAP_valley_70,aVWAP_valley_53,aVWAP_OB_bull_370,aVWAP_OB_bear_231,aVWAP_OB_bear_172,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-08 17:00:00+00:00,11.89,11.995,11.75,11.975,14264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,14264.0,False,False,False,False
2023-11-09 17:00:00+00:00,11.8,11.885,11.6,11.695,12047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12047.0,-186.7751937984496,False,False,False,False,14229.627906976744,False,False,False,False
2023-11-10 17:00:00+00:00,11.505,11.77,11.505,11.74,11181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.103969754253313,-57.65595463137997,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-866.0,-197.30581094886122,False,False,False,False,14182.362358031367,False,False,False,False
2023-11-13 17:00:00+00:00,11.53,11.655,11.45,11.64,10977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,7.093692299144503,-55.35480736555257,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11843.0,-377.85920922872384,False,False,False,False,14132.666817596772,False,False,False,False
2023-11-14 17:00:00+00:00,12.075,12.23,11.985,12.1,12743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,25.876962838184898,-37.75261207242916,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,900.0,-358.04743854300716,False,False,False,False,14111.121595618526,False,False,False,False
2023-11-15 17:00:00+00:00,12.15,12.23,11.91,11.945,3060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,34.53963486482253,-30.16691240941759,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2160.0,-385.98468755784427,False,False,False,False,13939.786377081804,False,False,False,False
2023-11-16 17:00:00+00:00,11.485,11.78,11.455,11.66,10081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.57681510505401,-29.334450614960343,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12241.0,-569.7833745724513,False,False,False,False,13879.96023170069,False,False,False,False
2023-11-17 17:00:00+00:00,11.72,11.79,11.64,11.66,3647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,36.26826859854166,-28.24671164731639,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12241.0,-750.7324695403202,False,False,False,False,13721.309685472772,False,False,False,False
2023-11-20 17:00:00+00:00,12.205,12.4,12.19,12.32,11072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.98678565583543,-18.665824382457636,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1169.0,-757.2172374544236,False,False,False,False,13680.235116705751,False,False,False,False
2023-11-21 17:00:00+00:00,12.57,12.755,12.48,12.62,23725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.60402206290613,-10.4122902817207,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,22556.0,-395.77200896675816,False,False,False,False,13835.967905594034,False,False,False,False
