date,Close,High,Low,Open,Volume,aVWAP_OB_bull_93,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-23 00:00:00+00:00,24.6597124393,24.6744934857,24.6597124393,24.6744934857,50003,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,50003.0,False,False,False,False
2025-01-24 00:00:00+00:00,24.6784350981,24.6843475166,24.6784350981,24.6843475166,200116,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,200116,7847.686274509804,False,False,False,False,55889.78431372549,False,False,False,False
2025-01-27 00:00:00+00:00,24.6969606762,24.6969606762,24.6942015476,24.6942015476,25020,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,225136,16368.79661668589,False,False,False,False,54679.20453671665,False,False,False,False
2025-01-28 00:00:00+00:00,24.6986358615,24.7040555785,24.6986358615,24.7040555785,400000,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,625136,40242.02027877664,False,False,False,False,68221.19651566894,False,False,False,False
2025-01-29 00:00:00+00:00,24.6892745321,24.7139096095,24.6892745321,24.7139096095,100023,,,#000000,,,,96.08672309663291,46.20412140373392,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,525113,59256.56850313835,False,False,False,False,69468.32606407409,False,False,False,False
2025-01-30 00:00:00+00:00,24.7166687381,24.7336176713,24.7166687381,24.7336176713,95008,,,#000000,,,,94.44766061078681,44.70814943814402,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,620121,81251.25209125057,False,False,False,False,70469.88190469865,False,False,False,False
2025-01-31 00:00:00+00:00,24.6861212422,24.7139096095,24.6861212422,24.7139096095,125029,,,#000000,,,,88.04461722309036,38.61049578521239,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,495092,97480.3010288486,False,False,False,False,72609.45516333793,False,False,False,False
2025-02-03 00:00:00+00:00,24.7286906559,24.7286906559,24.7286906559,24.7286906559,8,,,#000000,,,,85.17692229169681,36.07053860129896,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,495100,113073.2304002663,False,False,False,False,69762.33927457959,False,False,False,False
2025-02-04 00:00:00+00:00,24.7483987178,24.7483987178,24.7483987178,24.7483987178,36,,,#000000,,,,83.51216787425649,34.712258228744716,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,495136,128056.08411005978,False,False,False,False,67027.97302851765,False,False,False,False
2025-02-05 00:00:00+00:00,24.802595888,24.8223039498,24.802595888,24.8223039498,101,,,#000000,,,,83.37882482283833,34.712258228744716,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,495237,142455.33571358683,False,False,False,False,64403.385850928724,False,False,False,False
2025-02-06 00:00:00+00:00,24.7918549942,24.7918549942,24.7918549942,24.7918549942,101,,,#000000,,,,82.43179770905101,34.08073602924766,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,495136,156285.94999932853,False,False,False,False,61881.723660696225,False,False,False,False
2025-02-07 00:00:00+00:00,24.7533257332,24.7533257332,24.7533257332,24.7533257332,0,,,#000000,,,,79.18246634564673,31.081364950639497,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,495136,169574.18725425683,False,False,False,False,59454.98939949246,False,False,False,False
2025-02-10 00:00:00+00:00,24.7779608106,24.7779608106,24.7730337951,24.7730337951,100,,,#000000,,,,77.20145171965743,29.343259608064812,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,495236,182345.23873448206,False,False,False,False,57127.3427563751,False,False,False,False
2025-02-11 00:00:00+00:00,24.7385446868,24.7385446868,24.7385446868,24.7385446868,100,,,#000000,,,,73.70827337295677,26.130215052446943,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,495136,194611.5430978357,False,False,False,False,54890.97637377216,False,False,False,False
