date,Close,High,Low,Open,Volume,aVWAP_OB_bull_632,aVWAP_OB_bear_642,aVWAP_OB_bear_497,aVWAP_OB_bear_394,aVWAP_OB_bear_274,aVWAP_OB_bear_155,aVWAP_OB_bear_3,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,168.15,169.65,152.1,152.7,114220,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,114220.0,False,False,False,False
2022-01-04 00:00:00+00:00,171.9,172.95,167.25,168.15,65829,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,65829,2581.529411764706,False,False,False,False,112322.3137254902,False,False,False,False
2022-01-05 00:00:00+00:00,164.85,172.35,163.8,172.35,62940,,,,,,,,,#000000,,,,87.91037703919311,1.6415081567724314,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2889,2593.5870818915805,False,False,False,False,110385.75240292196,False,False,False,False
2022-01-06 00:00:00+00:00,170.25,173.7,165.3,168.9,42234,,,,,,,169.75,,#000000,,,,82.24584447604683,1.6415081567724314,False,False,True,False,True,,,,-1.0,173.7,165.3,0.0,0,,,False,False,False,False,,,False,False,False,False,45123,4261.407196327205,False,False,False,False,107713.13466163092,False,False,False,False
2022-01-07 00:00:00+00:00,168.0,173.25,166.35,169.5,34381,,,,,,,169.50318736539842,,#000000,,,,76.23588535529883,1.6415081567724314,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10742,4515.5480905888835,False,False,False,False,104837.3646749003,False,False,False,False
2022-01-10 00:00:00+00:00,162.9,166.125,161.55,166.05,50408,,,,,,,167.13079442305724,,#000000,,,,69.15617148216955,1.6415081567724314,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-39666,2782.9383615461825,False,False,False,False,102702.87978568852,False,False,False,False
2022-01-11 00:00:00+00:00,165.0,166.275,161.025,165.0,42521,,,,,,,166.37068253668664,,#000000,,,,64.44781193103313,1.6415081567724314,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2855,2785.7643081522147,False,False,False,False,100342.8060686027,False,False,False,False
2022-01-12 00:00:00+00:00,161.4,166.5,161.1,165.6,26809,,,,,,,165.91046737253822,,#000000,,,,59.440751663795396,1.6415081567724314,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23954,1737.1460999893825,False,False,False,False,97459.12739924573,False,False,False,False
2022-01-13 00:00:00+00:00,160.8,165.0,160.5,162.0,23552,,,,,,,165.50236329324028,,#000000,,,,55.175102559230076,1.6415081567724314,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-47506,-193.95766863765198,False,False,False,False,94560.8086777067,False,False,False,False
2022-01-14 00:00:00+00:00,159.0,161.25,154.275,157.5,31734,,,,,,,164.5783151657732,,#000000,,,,51.20196179099253,33.786506289066324,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-79240,-3293.8024659459793,False,False,False,False,92097.0122589731,False,False,False,False
2022-01-18 00:00:00+00:00,152.55,157.5,152.55,156.75,25066,,,,,,,163.63817007282128,,#000000,,,,46.62844231454584,28.368615968793733,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-104306,-7255.065114340255,False,False,False,False,89468.3451115624,False,False,False,False
