date,Close,High,Low,Open,Volume,aVWAP_OB_bull_334,aVWAP_OB_bull_248,aVWAP_OB_bear_217,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,32.3,32.36,30.43,31.49,2773932,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2773932.0,False,False,False,False
2022-01-04 00:00:00+00:00,30.82,32.35,29.4,32.35,5147573,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5147573,-201865.60784313726,False,False,False,False,2867015.9607843137,False,False,False,False
2022-01-05 00:00:00+00:00,29.33,31.47,29.12,30.28,3635542,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8783115,-538385.1918492888,False,False,False,False,2897154.2368319877,False,False,False,False
2022-01-06 00:00:00+00:00,29.61,30.37,28.35,29.0,2421241,,,,,#000000,,,,1.685793338547936,-48.364780461608504,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6361874,-766757.301972846,False,False,False,False,2878490.972642498,False,False,False,False
2022-01-07 00:00:00+00:00,29.94,30.97,29.65,29.71,2300199,,,,,#000000,,,,4.7710573273443835,-45.4125334326011,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4061675,-895969.760719009,False,False,False,False,2855812.8560682824,False,False,False,False
2022-01-10 00:00:00+00:00,29.54,29.61,27.78,29.34,3324392,,,,,#000000,,,,6.899013791977748,-43.4543234917364,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7386067,-1150483.3779457146,False,False,False,False,2874188.508771487,False,False,False,False
2022-01-11 00:00:00+00:00,30.45,30.96,28.69,29.12,2736243,,,,,#000000,,,,11.967816943305248,-38.67154574636422,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4649824,-1287712.4219478434,False,False,False,False,2868778.880976527,False,False,False,False
2022-01-12 00:00:00+00:00,30.24,31.48,29.55,30.8,2497755,,,,,#000000,,,,15.79460984623774,-35.1848435824468,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7147579,-1517511.111283222,False,False,False,False,2854228.924859801,False,False,False,False
2022-01-13 00:00:00+00:00,28.24,30.3,28.2,30.24,2705671,,,,,#000000,,,,16.899768993131616,-34.37851817427511,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9853250,-1844402.8324093702,False,False,False,False,2848403.1238849065,False,False,False,False
2022-01-14 00:00:00+00:00,27.98,28.65,27.33,28.0,2813617,,,,,#000000,,,,17.627968429969386,-33.901437177233376,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12666867,-2268813.1919227284,False,False,False,False,2847038.96216393,False,False,False,False
