date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_230,aVWAP_BoS_CHoCH_bull_401,aVWAP_BoS_CHoCH_bull_497,aVWAP_BoS_CHoCH_bull_569,aVWAP_BoS_CHoCH_bull_635,aVWAP_BoS_CHoCH_bear_44,aVWAP_BoS_CHoCH_bear_125,aVWAP_BoS_CHoCH_bear_245,aVWAP_BoS_CHoCH_bear_760,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,23.3432318801,23.3527364533,23.0105718166,23.1911587082,1384636,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1384636.0,False,False,False,False
2022-01-04 00:00:00+00:00,23.6188645041,24.0085520069,23.2481861477,23.4667913322,1645643,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1645643,64535.01960784314,False,False,False,False,1394871.568627451,False,False,False,False
2022-01-05 00:00:00+00:00,23.2862044406,24.0085520069,23.2766998674,23.7424239562,1039341,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,80.98765431971759,-26.049382721129632,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,606302,85780.78354479047,False,False,False,False,1380929.193387159,False,False,False,False
2022-01-06 00:00:00+00:00,22.9535443772,23.3717455998,22.868003218,23.1531404152,944795,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,62.791648168855026,-26.049382721129632,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-338493,69142.59595479869,False,False,False,False,1363825.891685702,False,False,False,False
2022-01-07 00:00:00+00:00,22.6969208997,22.9915626701,22.5828660208,22.9915626701,753022,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,48.49177686907828,-26.049382721129632,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1091515,23626.61179970854,False,False,False,False,1339872.7978941058,False,False,False,False
2022-01-10 00:00:00+00:00,22.7444437659,22.7729574856,22.041105346,22.5163340081,1199588,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,40.235258351038446,-26.049382721129632,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,108073,26938.234866386636,False,False,False,False,1334371.4332708076,False,False,False,False
2022-01-11 00:00:00+00:00,23.0675992561,23.0675992561,22.6874163264,22.6969208997,784232,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,41.42880389484818,-26.049382721129632,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,892305,60874.18644025383,False,False,False,False,1312797.337848423,False,False,False,False
2022-01-12 00:00:00+00:00,23.2862044406,23.4667913322,22.9725535237,23.2862044406,544544,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,45.29392056531496,-26.049382721129632,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,1436849,114833.98305043996,False,False,False,False,1282669.7559720145,False,False,False,False
2022-01-13 00:00:00+00:00,23.381250173,23.7614331027,23.3052135871,23.4002593195,729465,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,49.008839161638335,-26.049382721129632,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,2166314,195284.17979355995,False,False,False,False,1260975.4518162492,False,False,False,False
2022-01-14 00:00:00+00:00,23.4762959054,23.4905527653,22.9440398039,23.2862044406,745222,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,52.56048511579324,-26.049382721129632,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2911536,301803.8590173419,False,False,False,False,1240749.8262548277,False,False,False,False
2022-01-18 00:00:00+00:00,23.0105718166,23.3432318801,22.8489940715,23.0961129758,845989,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,49.25559655781977,-26.049382721129632,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,2065547,370970.25670293637,False,False,False,False,1225269.009538952,False,False,False,False
2022-01-19 00:00:00+00:00,22.7254346194,23.3242227336,22.7016731863,23.0961129758,676944,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,44.76168539353057,-26.049382721129632,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,1388603,410877.4231067428,False,False,False,False,1203766.067988405,False,False,False,False
2022-01-20 00:00:00+00:00,22.1931785179,23.0390855364,22.1504079383,22.7539483391,831958,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,38.80111224234279,-26.049382721129632,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,556645,416593.7986711843,False,False,False,False,1189185.35943984,False,False,False,False
2022-01-21 00:00:00+00:00,21.7939864418,22.3357471165,21.7464635756,21.9365550404,1080179,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,33.302423976360366,-26.049382721129632,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-523534,379726.0418605496,False,False,False,False,1184910.600246121,False,False,False,False
2022-01-24 00:00:00+00:00,21.7464635756,21.8225001615,20.8720428374,21.4423172319,1722708,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,29.474534138649865,-26.049382721129632,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2246242,276746.90296405746,False,False,False,False,1206000.6943541162,False,False,False,False
2022-01-25 00:00:00+00:00,21.1191617417,21.565876684,20.8245199712,21.3662806459,1726791,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,25.173855657092467,-26.049382721129632,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3973033,110088.86755370226,False,False,False,False,1226423.8435951313,False,False,False,False
2022-01-26 00:00:00+00:00,21.052629729,21.6561701298,20.7960062515,21.4993446713,1458770,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,22.156000357958384,-0.7729823997812346,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5431803,-107240.22529154096,False,False,False,False,1235535.4575717929,False,False,False,False
2022-01-27 00:00:00+00:00,20.5108690542,21.4185557988,20.2447410035,21.3187577797,1276240,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,19.088717909504673,-5.712673978905968,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-6708043,-366095.2360644217,False,False,False,False,1237131.7141376052,False,False,False,False
2022-01-28 00:00:00+00:00,20.7960062515,20.8150153979,19.8170352076,20.5108690542,1484135,,,,,,,,,,20.476018952333334,#000000,,20.476018952333334,,0,,,0.0,0.0,0.0,0.0,20.006311866156537,-6.718859314154372,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5223908,-556597.6973952287,False,False,False,False,1246818.1175047578,False,False,False,False
2022-01-31 00:00:00+00:00,21.328262353,21.3377669262,20.539382774,20.6819513726,865842,,,,,,,,,,20.69430602177957,#000000,,20.69430602177957,,0,,,0.0,0.0,0.0,0.0,25.133279986066633,-6.718859314154372,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4358066,-705674.8857326707,False,False,False,False,1231877.8776026105,False,False,False,False
2022-02-01 00:00:00+00:00,21.7844818685,21.8129955883,21.29024406,21.4328126586,1209103,,,,,,,,,,21.011925206847266,#000000,,21.011925206847266,,0,,,0.0,0.0,0.0,0.0,31.576339978558885,-6.718859314154372,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3148963,-801490.1059000168,False,False,False,False,1230984.7451476064,False,False,False,False
2022-02-02 00:00:00+00:00,22.2597105306,22.4783157151,21.8937844608,21.9555641869,1545996,,,,,,,,,,21.374927041279705,#000000,,21.374927041279705,,0,,,0.0,0.0,0.0,0.0,38.43807155634668,-6.718859314154372,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1602967,-832920.5723353103,False,False,False,False,1243338.1276908375,False,False,False,False
