date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_162,aVWAP_BoS_CHoCH_bull_449,aVWAP_BoS_CHoCH_bull_808,aVWAP_BoS_CHoCH_bear_132,aVWAP_BoS_CHoCH_bear_241,aVWAP_BoS_CHoCH_bear_615,aVWAP_BoS_CHoCH_bear_675,aVWAP_BoS_CHoCH_bear_746,aVWAP_BoS_CHoCH_bear_793,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,11.5079885548,11.6036606687,11.1799698787,11.2255280282,8269561,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,8269561.0,False,False,False,False
2022-01-04 00:00:00+00:00,11.6719978929,11.8268956011,11.4715420353,11.4715420353,9534658,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,9534658,373908.1568627451,False,False,False,False,8319172.647058824,False,False,False,False
2022-01-05 00:00:00+00:00,11.8268956011,12.2369189463,11.7813374516,11.7813374516,12695483,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,22230141,1231015.3271818531,False,False,False,False,8490792.660899654,False,False,False,False
2022-01-06 00:00:00+00:00,12.3553701349,12.5558259925,12.0774654231,12.2095840566,14026415,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,36256556,2604565.941802173,False,False,False,False,8707875.889883982,False,False,False,False
2022-01-07 00:00:00+00:00,12.4920445833,12.5011562132,12.2460305762,12.4191515441,7669584,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,43926140,4225019.826437382,False,False,False,False,8667158.560868924,False,False,False,False
2022-01-10 00:00:00+00:00,12.3827050246,12.5649376224,12.1761443749,12.4373748039,7433713,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,95.94472011825941,46.28266010840446,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,36492427,5490408.34304768,False,False,False,False,8618788.146717202,False,False,False,False
2022-01-11 00:00:00+00:00,12.938514448,13.0432981918,12.5102678431,12.6196074018,11269919,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,94.88301548193654,45.53472418520519,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,47762346,7148131.38841836,False,False,False,False,8722754.062532213,False,False,False,False
2022-01-12 00:00:00+00:00,13.193640085,13.284756384,13.029630747,13.111635416,13264507,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,94.5848380510408,45.4611867936847,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,61026853,9261022.432009798,False,False,False,False,8900862.020864284,False,False,False,False
2022-01-13 00:00:00+00:00,13.111635416,13.2727290325,12.9020679285,13.1526377505,8987073,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,92.61240759382382,43.78478254795071,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,52039780,10938620.768009413,False,False,False,False,8904242.843575489,False,False,False,False
2022-01-14 00:00:00+00:00,13.5307703911,13.626442505,13.0478540068,13.1025237861,12908842,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,92.20949323847786,43.58845217590992,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,64948622,13056660.032009045,False,False,False,False,9061285.947748998,False,False,False,False
