date,Close,High,Low,Open,Volume,aVWAP_peak_167,aVWAP_peak_133,aVWAP_peak_119,aVWAP_peak_102,aVWAP_peak_82,aVWAP_peak_57,aVWAP_peak_33,aVWAP_peak_14,aVWAP_valley_136,aVWAP_valley_111,aVWAP_valley_96,aVWAP_OB_bull_96,aVWAP_OB_bear_142,aVWAP_OB_bear_57,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,191.7397615637,193.4511094536,185.9056909286,186.5473645822,2424326,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2424326.0,False,False,False,False
2022-01-07 00:00:00+00:00,179.7345271207,192.9179256889,176.4408274131,191.9117563265,9312527,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-9312527,-689816.8148148148,False,False,False,False,2934563.111111111,False,False,False,False
2022-01-14 00:00:00+00:00,180.8352936026,181.5318723919,176.3935288534,178.7455572346,4781917,,,,,,,,,,,,,,,,,#000000,,,,2.5557744529475315,-56.38943613236883,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-4530610,-974320.0137174211,False,False,False,False,3071404.1399176954,False,False,False,False
2022-01-21 00:00:00+00:00,169.0536523511,180.7449963521,168.4430709432,180.2591111472,3824350,,,,,,,,,,,,,,,,,#000000,,,,3.08716311324181,-55.747338874038824,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-8354960,-1521034.08677539,False,False,False,False,3127177.9073311994,False,False,False,False
2022-01-28 00:00:00+00:00,163.016636177,169.5954358539,157.4010071717,166.9037178162,6318785,,,,,,,,,,,,,,,,,#000000,,,,3.192290772720713,-55.42516001951531,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-14673745,-2495308.969236472,False,False,False,False,3363593.2475288883,False,False,False,False
2022-02-04 00:00:00+00:00,163.9196086817,171.1691879335,162.6339478298,163.137032511,5186649,,,,,,,,,,,,,,,,,#000000,,,,4.196584519251608,-54.17496109741311,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-9487096,-3013219.1196634,False,False,False,False,3498634.4143786,False,False,False,False
2022-02-11 00:00:00+00:00,159.6541385644,164.4355929701,157.7191974829,163.8938094673,6027430,,,,,,,,,,,,,,,,,#000000,,,,4.634800390718638,-53.44163360610976,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-15514526,-3939241.8515401855,False,False,False,False,3685952.605906111,False,False,False,False
2022-02-18 00:00:00+00:00,159.6197396118,161.356886716,157.1430150276,159.8691320179,3919391,,,,,,,,,,,,,,,,,#000000,,,,4.9457537347506655,-52.79554640794186,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-19433917,-5086995.566240912,False,False,False,False,3703244.338801955,False,False,False,False
2022-02-25 00:00:00+00:00,166.5597282906,166.7489225297,156.6356304773,159.6455388262,4472815,,,,,,,,,,,,,,,,,#000000,,163.31476043253335,,10.923013715651107,-46.76762316044457,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-14961102,-5818410.8576304745,False,False,False,False,3760249.572964773,False,False,False,False
2022-03-04 00:00:00+00:00,167.4025026283,168.0904816795,160.7119063556,164.1690010877,5334147,,,,,,,,,,,,,,,,,#000000,,164.4498387801655,,15.76538066815387,-42.03111788597959,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.22183712382105458,-0.22183712382105458,False,False,False,False,-9626955,-6100525.238546736,False,False,False,False,3876834.567559975,False,False,False,False
2022-03-11 00:00:00+00:00,162.0448657672,168.8902573264,161.2622895965,167.6432952962,4611923,,,,,,,,,,,,,,,,,#000000,,164.32700419381922,,17.985398897507146,-39.891736960883414,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.18072475711965882,-0.20128094047035672,False,False,False,False,-14238878,-6703366.18383957,False,False,False,False,3931285.5625555324,False,False,False,False
2022-03-18 00:00:00+00:00,168.245276966,168.7655611234,161.1160940481,163.1800312017,6457480,,,,,,,,,,,,,,,,,#000000,,164.85758303444837,,23.103906637639426,-34.99180530107411,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.14037941308152946,-0.1708301767759431,False,False,False,False,-7781398,-6783220.392444046,False,False,False,False,4118411.076440308,False,False,False,False
2022-03-25 00:00:00+00:00,167.694893725,168.7698609925,162.58664927,167.5916968673,3544624,,,,,,,,,,,,,,,,,#000000,,165.07427024000603,,26.604625908479083,-31.72338342781337,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.05354839302236666,-0.11218928489915488,False,False,False,False,-11326022,-7119724.2152259685,False,False,False,False,4075908.330037322,False,False,False,False
2022-04-01 00:00:00+00:00,178.1368138249,178.3270847335,167.4025026283,168.2624764422,4601364,,,,,,,,,,,,,,,,,#000000,,166.58804120594772,,33.45296176679277,-25.297293485893007,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.3428282489753193,0.11531948203808223,False,False,False,False,-6724658,-7090460.051135155,False,False,False,False,4114830.9722567797,False,False,False,False
2022-04-08 00:00:00+00:00,175.4730211047,178.8978974593,173.6481501178,177.7303259748,3803690,,,,,,,,176.00635622726668,,,,,,,176.00635622726668,,#000000,,171.84286836468874,,37.47110816069682,-21.685448764321002,False,False,False,True,True,,,,-1.0,178.8979,173.64815,0.0,,,False,False,False,False,0.3428282500644896,0.2290738660512859,False,False,False,False,-10528348,-7345118.417717736,False,False,False,False,4091783.4928303515,False,False,False,False
2022-04-15 00:00:00+00:00,169.6697583929,175.4730211047,168.9346207915,175.4730211047,3405906,,,,,,,,173.81094832791018,,,,,,,173.81094832791018,,#000000,,170.91811802253787,,38.66240559745977,-20.727303922056855,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.17396733702327363,0.20152060153727977,False,False,False,False,-13934254,-7833202.534923829,False,False,False,False,4040977.752620696,False,False,False,False
2022-04-22 00:00:00+00:00,169.3238112863,175.9054549879,167.2178582754,169.9378674004,3509189,,,,,,,,172.83034616374925,,,,,,,172.83034616374925,,#000000,,170.55101563704207,,39.42010181160233,-20.042837463545904,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.14841623636321283,0.17496841895024628,False,False,False,False,-17443443,-8545072.199003546,False,False,False,False,4001585.993167311,False,False,False,False
2022-04-29 00:00:00+00:00,157.5443123093,169.4924605008,157.1551218145,169.254621865,5303299,,,,,,,,169.04601499998702,,,,,,,169.04601499998702,,#000000,,168.25417267864378,,37.33697267835238,-20.042837463545904,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.26198284009057327,-0.04350721057016349,False,False,False,False,-22746742,-9597047.739818098,False,False,False,False,4098009.178858621,False,False,False,False
2022-05-06 00:00:00+00:00,152.80483695,159.7237790804,150.495640014,157.4405281774,4358328,,,,,,,,165.90145374854106,,,,,,,165.90145374854106,,#000000,,166.1031265046533,,35.046167595000945,-20.042837463545904,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.19316773249277872,False,False,False,False,-27105070,-10893938.27760935,False,False,False,False,4117292.0544987232,False,False,False,False
2022-05-13 00:00:00+00:00,143.9572397007,151.7756443081,138.1669500054,151.135642161,6526388,,,,,,,,160.7427441674583,,,,,,,160.7427441674583,,#000000,,162.25934387388418,,32.16267863010012,-20.042837463545904,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.2679979934540863,False,False,False,False,-33631458,-12578198.997786436,False,False,False,False,4295743.606017336,False,False,False,False
2022-05-20 00:00:00+00:00,138.1280309559,144.3723762286,135.7323472432,144.2426460636,5358601,,,,,,,,157.19997882978868,,,,,,,157.19997882978868,,#000000,,159.42280184486367,,29.424980585635545,-11.0855781143851,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.3054131239347401,False,False,False,False,-38990059,-14534633.072024478,False,False,False,False,4374473.7833493855,False,False,False,False
2022-05-27 00:00:00+00:00,145.8080567206,146.2664366368,136.173429804,139.6069548362,4872231,,,,,,,,155.30413884328541,,,,,,,155.30413884328541,,#000000,,157.77908950709468,,30.087587480205926,-11.0855781143851,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.31913539151391573,-0.31227425772432793,False,False,False,False,-34117828,-15985240.103726368,False,False,False,False,4411344.688286468,False,False,False,False
2022-06-03 00:00:00+00:00,141.2934469805,145.0123783756,140.2945247105,144.5626471372,3522353,,,,,,,,154.16894433331,,,,,,,154.16894433331,,#000000,,156.75519088963887,,29.931666468453074,-11.0855781143851,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.2905096948879439,-0.3013919763061359,False,False,False,False,-37640181,-17589309.799746636,False,False,False,False,4345493.4521171,False,False,False,False
2022-06-10 00:00:00+00:00,126.5215055321,142.8069655716,126.4869108215,142.4091263991,4957584,,,,,,,,151.7530003740512,,,,,,,151.7530003740512,,#000000,,154.63716598044556,,28.169064635646354,-12.885842393641518,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.32211011536076495,False,False,False,False,-42597765,-19441787.962728366,False,False,False,False,4390833.492701018,False,False,False,False
2022-06-17 00:00:00+00:00,113.9722742431,124.1785787532,112.4328096191,123.3820355404,9873605,,,,,,,,145.5446680624601,,,,,,,145.5446680624601,,#000000,,138.39231762700885,,25.883853762104593,-15.35100574750848,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.3324691848880794,False,False,False,False,-52471370,-21888423.669192933,False,False,False,False,4796964.715463906,False,False,False,False
2022-06-24 00:00:00+00:00,124.1344704971,124.6014990909,112.692269949,114.9322774637,6798338,,,,,,,,142.8086579315639,,,,,,,142.8086579315639,,#000000,,137.1701855065282,,26.89592097694964,-15.35100574750848,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.338090531057346,-0.3352798579727127,False,False,False,False,-45673032,-23650246.508511975,False,False,False,False,4945214.588392505,False,False,False,False
2022-07-01 00:00:00+00:00,129.1587538606,129.8301387284,123.6917627939,123.9874429769,6074753,,,,,,,,141.45370292079434,,,,,,,141.45370292079434,,#000000,,137.06553865822647,,28.785548853246794,-15.35100574750848,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0.747453619098348,1.24236993623636,False,False,False,False,-0.20903162727846344,-0.27215574262558806,False,False,False,True,-39598279,-24831582.248622198,False,False,False,False,5028884.100363431,False,False,False,False
2022-07-08 00:00:00+00:00,127.6067213089,132.7685374357,126.2465130053,128.0339662248,3652729,,,,,,,,140.81565180216404,,,,,,,140.81565180216404,,#000000,,136.9834313553511,,29.95537751266812,-15.35100574750848,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0.7879074170097538,1.237863980580475,False,False,False,False,-0.12984433286947183,-0.20100003774752995,False,False,False,False,-43251008,-26195984.156131662,False,False,False,False,4926946.685521695,False,False,False,False
2022-07-15 00:00:00+00:00,124.5200947737,127.6939141489,119.6111378829,126.5255300932,4878130,,,,,,,,139.74519050221323,,,,,,,139.74519050221323,,#000000,,136.35921742921252,,30.42930747946418,-15.35100574750848,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0.7628415029253047,1.2083922262343427,False,False,False,False,-0.2002968965858164,-0.20064846716667317,True,False,False,False,-48129138,-27820662.218640428,False,False,False,False,4923330.634742309,False,False,False,False
2022-07-22 00:00:00+00:00,130.9810842161,132.4241257178,123.1338158109,125.5315317174,6196536,,,,,,,,138.93241208823488,,,,,,,138.93241208823488,,#000000,,136.11655866036892,,32.32075201095791,-15.35100574750848,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0.8089536599650035,1.1880341032636064,False,False,False,False,-0.0733370089580635,-0.13699273806236834,False,False,False,False,-41932602,-28865991.091333732,False,False,False,False,5017642.143279917,False,False,False,False
2022-07-29 00:00:00+00:00,144.5482901168,144.9668157487,130.1614715203,130.6148742882,6038355,,,,,,,,138.99743501702517,,,,,,,138.99743501702517,,#000000,,136.79894858600355,,36.400085111372185,-21.168260352392146,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0.887161591912257,1.0861780120818363,False,False,False,False,0.1944575531184379,0.028732407528034784,False,False,False,False,-35894247,-29386602.640123826,False,False,False,False,5093250.503036959,False,False,False,False
2022-08-05 00:00:00+00:00,139.3167197181,144.3564658689,138.2006513664,143.1619239612,4787796,,,,,,,,139.08038619411278,,,,,,,139.08038619411278,,#000000,,137.25536814519893,,38.528713953343306,-18.98552346668383,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0.8972261844732039,1.0954486468472586,False,False,False,False,0.3015500436203323,0.16514122557418354,False,False,False,False,-40682043,-30223301.926040582,False,False,False,False,5070624.243552741,False,False,False,False
