date,Open,High,Low,Close,Volume,aVWAP_peak_594,aVWAP_peak_574,aVWAP_peak_548,aVWAP_peak_521,aVWAP_peak_501,aVWAP_peak_463,aVWAP_valley_610,aVWAP_valley_579,aVWAP_valley_556,aVWAP_valley_535,aVWAP_valley_513,aVWAP_valley_493,aVWAP_valley_477,aVWAP_valley_420,aVWAP_valley_397,aVWAP_valley_355,aVWAP_valley_324,aVWAP_valley_292,aVWAP_valley_259,aVWAP_valley_232,aVWAP_valley_214,aVWAP_valley_178,aVWAP_valley_149,aVWAP_valley_129,aVWAP_valley_110,aVWAP_valley_97,aVWAP_valley_83,aVWAP_valley_45,aVWAP_valley_28,aVWAP_OB_bull_556,aVWAP_OB_bull_535,aVWAP_OB_bull_324,aVWAP_OB_bull_178,aVWAP_OB_bull_149,aVWAP_OB_bull_110,aVWAP_OB_bull_45,aVWAP_OB_bull_1,aVWAP_OB_bear_594,aVWAP_OB_bear_574,aVWAP_OB_bear_276,aVWAP_OB_bear_99,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,8.72,8.845,8.64,8.755,21234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,21234.0,False,False,False,False
2023-10-31 16:00:00+00:00,8.715,8.75,8.67,8.745,12421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.721666666666666,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-12421.0,-192.5736434108527,False,False,False,False,21097.36434108527,False,False,False,False
2023-11-01 16:00:00+00:00,8.9,8.995,8.85,8.96,10791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.820842954793498,,,,,,,#000000,,,,32.00992555831246,-98.01488833746869,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1630.0,-214.85932335797125,False,False,False,False,20937.57574664984,False,False,False,False
2023-11-02 16:00:00+00:00,9.075,9.135,8.99,9.1,24604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.951620935809492,,,,,,,#000000,,,,53.89639611146529,-75.1160722837999,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,22974.0,144.65787545378026,False,False,False,False,20994.419533523484,False,False,False,False
2023-11-03 16:00:00+00:00,9.27,9.29,9.02,9.045,27344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.012272662763882,,,,,,,#000000,,,,63.46244840048985,-62.69822536753698,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-4370.0,74.6631797103108,False,False,False,False,21092.862641530868,False,False,False,False
2023-11-06 16:00:00+00:00,8.875,8.945,8.775,8.915,17919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.986487481959768,,,,,,,#000000,,,,61.828415748676576,-59.62408577237795,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-22289.0,-272.0602804402366,False,False,False,False,21043.655468793953,False,False,False,False
2023-11-06 20:00:00+00:00,8.915,8.96,8.84,8.945,19270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.974226012989286,,,,,,,#000000,,,,61.709290776267785,-53.883792943123176,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3019.0,-314.64849314658954,False,False,False,False,21016.156934394046,False,False,False,False
2023-11-07 16:00:00+00:00,9.23,9.5,9.0,9.485,66471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.105854844722813,,,,,,,#000000,,,,69.17097901987216,-40.79452278203891,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,63452.0,673.9817160494815,False,False,False,False,21720.883183473205,False,False,False,False
2023-11-07 20:00:00+00:00,9.485,9.545,9.355,9.445,41973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.170960394275784,,,,,,,#000000,,9.448333333333334,,72.8378038153104,-31.494107966880932,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,21479.0,996.5401390564663,False,False,False,False,22034.869490706176,False,False,False,False
2023-11-08 16:00:00+00:00,9.29,9.52,9.245,9.4,26269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.194072688906699,,,,,,,#000000,,9.425236999697155,,73.79254038652141,-24.856070968882733,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-4790.0,906.8263384509396,False,False,False,False,22100.514924958792,False,False,False,False
