date,Close,High,Low,Open,Volume,aVWAP_peak_161,aVWAP_valley_171,aVWAP_valley_96,aVWAP_valley_63,aVWAP_OB_bull_171,aVWAP_OB_bull_96,aVWAP_OB_bear_58,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,47.3756038231,48.2308441041,46.8342131865,47.0225229732,5148584,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,5148584.0,False,False,False,False
2022-01-07 00:00:00+00:00,45.013885249,47.9091482186,44.6215731935,47.3756038231,10707822,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-10707822,-793172.0,False,False,False,False,5560379.407407408,False,False,False,False
2022-01-14 00:00:00+00:00,44.7941904979,47.006830491,43.9193346141,44.660804399,8820619,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-19528441,-2180969.703703704,False,False,False,False,5801878.636488341,False,False,False,False
2022-01-21 00:00:00+00:00,41.8910812871,44.5352645413,41.8204651171,44.4332634068,8814475,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-28342916,-4118891.6515775034,False,False,False,False,6025033.92267439,False,False,False,False
2022-01-28 00:00:00+00:00,41.7263102238,43.2092497936,39.9138285274,40.8239924962,15283102,,,,,,,,,,#000000,,41.616462848266664,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-43626018,-7045345.455164354,False,False,False,False,6710816.743217028,False,False,False,False
2022-02-04 00:00:00+00:00,42.879707667,44.017412628,41.451691785,41.5066154727,12663910,,,,,,,,,,#000000,,42.14503914951436,,5.675021107375678,-44.635331609433926,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-30962108,-8816957.495522551,False,False,False,False,7151786.614089841,False,False,False,False
2022-02-11 00:00:00+00:00,45.5474296445,49.0115450946,42.9581700781,42.9581700781,18877036,,,,,,,,,,#000000,,44.73666048562221,,17.281172501512245,-33.89665615727141,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-12085072,-9059040.05140977,False,False,False,False,8020323.6056387415,False,False,False,False
2022-02-18 00:00:00+00:00,41.742002706,45.5631221267,41.5811547633,45.5631221267,14446026,,,,,,,,,,#000000,,44.033817843965394,,21.137799912076268,-30.896695753502996,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-26531098,-10353266.566120157,False,False,False,False,8496301.560776614,False,False,False,False
2022-02-25 00:00:00+00:00,43.1229411414,43.1504731177,39.2704367563,41.6949252594,8854726,,,,,,,,,,#000000,,43.044662926429275,,26.172697057504624,-26.761241228018463,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-17676372,-10895718.820481626,False,False,False,False,8522851.519237604,False,False,False,False
2022-03-04 00:00:00+00:00,42.4779062685,43.2802667202,41.3923597749,42.2891155739,9629988,,,,,,,,,,#000000,,43.00084120300204,,29.1649319444113,-24.575437156672688,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.2157512160385217,-0.2157512160385217,False,False,False,False,-27306360,-12111321.870816322,False,False,False,False,8604861.628923707,False,False,False,False
