date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_151,aVWAP_BoS_CHoCH_bull_225,aVWAP_BoS_CHoCH_bull_277,aVWAP_BoS_CHoCH_bear_258,Peaks_Valleys_avg,color,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2024-06-28 16:00:00+00:00,1.735,1.79,1.735,1.785,6784.0,,,,,,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-01 16:00:00+00:00,1.775,1.805,1.775,1.79,1604.0,,,,,,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-02 16:00:00+00:00,1.79,1.79,1.79,1.79,0.0,,,,,,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-03 16:00:00+00:00,1.79,1.79,1.79,1.79,0.0,,,,,,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-04 16:00:00+00:00,1.79,1.79,1.79,1.79,0.0,,,,,,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-05 16:00:00+00:00,1.79,1.79,1.79,1.79,0.0,,,,,,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-08 16:00:00+00:00,1.735,1.775,1.715,1.775,6298.0,,,,,,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-09 16:00:00+00:00,1.755,1.81,1.755,1.805,5124.0,,,,,,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-10 16:00:00+00:00,1.885,1.905,1.845,1.89,7577.0,,,,,,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-11 16:00:00+00:00,1.915,1.945,1.905,1.92,2868.0,,,,,,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-12 16:00:00+00:00,1.92,1.92,1.92,1.92,0.0,,,,,,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-15 16:00:00+00:00,2.09,2.11,2.04,2.075,23993.0,,,,,2.075,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-16 16:00:00+00:00,2.075,2.075,2.075,2.075,0.0,,,,,2.075,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-17 16:00:00+00:00,2.015,2.015,1.965,2.0,4213.0,,,,,2.0628018270344373,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-18 16:00:00+00:00,2.0,2.0,2.0,2.0,0.0,,,,,2.0628018270344373,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-19 16:00:00+00:00,1.925,1.94,1.89,1.935,4984.0,,,,,2.041608165109973,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-22 16:00:00+00:00,1.935,1.935,1.935,1.935,0.0,,,,,2.041608165109973,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-23 16:00:00+00:00,1.905,1.925,1.89,1.91,1460.0,,,,,2.0359925444925446,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-24 16:00:00+00:00,1.91,1.91,1.91,1.91,0.0,,,,,2.0359925444925446,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-25 16:00:00+00:00,1.895,1.975,1.885,1.915,10833.0,,,,,2.009556684182369,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-26 16:00:00+00:00,1.945,1.98,1.94,1.97,6922.0,,,,,2.003451197404828,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-29 16:00:00+00:00,1.97,1.97,1.97,1.97,0.0,,,,,2.003451197404828,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-30 16:00:00+00:00,1.97,1.97,1.97,1.97,0.0,,,,,2.003451197404828,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-07-31 16:00:00+00:00,2.085,2.14,2.075,2.1,10168.0,,,,,2.0624763476259727,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-01 16:00:00+00:00,2.1,2.1,2.1,2.1,0.0,,,,,2.0624763476259727,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-02 16:00:00+00:00,2.1,2.1,2.1,2.1,0.0,,,,,2.0624763476259727,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-05 16:00:00+00:00,2.1,2.1,2.1,2.1,0.0,,,,,2.0624763476259727,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-06 16:00:00+00:00,2.1,2.1,2.1,2.1,0.0,,,,,2.0624763476259727,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-07 16:00:00+00:00,1.735,1.735,1.68,1.685,45590.0,,,,,1.78631676946202,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-08 16:00:00+00:00,1.755,1.77,1.725,1.725,12082.0,,,,,1.7822405759300726,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-09 16:00:00+00:00,1.725,1.75,1.72,1.73,8201.0,,,,,1.779116510501764,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-12 16:00:00+00:00,1.755,1.77,1.735,1.75,13857.0,,,,,1.7772317182321704,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-13 16:00:00+00:00,1.75,1.75,1.75,1.75,0.0,,,,,1.7772317182321704,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-14 16:00:00+00:00,1.75,1.75,1.75,1.75,0.0,,,,,1.7772317182321704,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-15 16:00:00+00:00,1.75,1.75,1.75,1.75,0.0,,,,,1.7772317182321704,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-16 16:00:00+00:00,1.75,1.75,1.75,1.75,0.0,,,,,1.7772317182321704,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-19 16:00:00+00:00,1.75,1.75,1.75,1.75,0.0,,,,,1.7772317182321704,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-20 16:00:00+00:00,1.75,1.75,1.75,1.75,0.0,,,,,1.7772317182321704,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-21 16:00:00+00:00,1.75,1.75,1.75,1.75,0.0,,,,,1.7772317182321704,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-22 16:00:00+00:00,1.975,1.99,1.97,1.985,9381.0,,,,,1.7960734643065261,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-23 16:00:00+00:00,2.035,2.055,2.01,2.04,7844.0,,,,,1.8128977427587711,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-26 16:00:00+00:00,2.04,2.04,2.04,2.04,0.0,,,,,1.8128977427587711,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-27 16:00:00+00:00,2.04,2.04,2.04,2.04,0.0,,,,,1.8128977427587711,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-28 16:00:00+00:00,2.005,2.015,1.985,2.005,14431.0,,,,,1.834550783100023,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-29 16:00:00+00:00,2.005,2.005,2.005,2.005,0.0,,,,,1.834550783100023,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-08-30 16:00:00+00:00,2.005,2.075,2.005,2.075,809.0,,,,,1.8898584616940506,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-09-02 16:00:00+00:00,2.075,2.075,2.075,2.075,0.0,,,,,1.8898584616940506,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-09-03 16:00:00+00:00,2.075,2.075,2.075,2.075,0.0,,,,,1.8898584616940506,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-09-04 16:00:00+00:00,2.075,2.075,2.075,2.075,0.0,,,,,1.8898584616940506,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-09-05 16:00:00+00:00,2.075,2.075,2.075,2.075,0.0,,,,,1.8898584616940506,"rgba(38, 166, 154, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-09-06 16:00:00+00:00,1.84,1.865,1.805,1.84,7973.0,,,,,1.8389974676112877,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-09-09 16:00:00+00:00,1.845,1.88,1.845,1.86,3132.0,,,,,1.8429443294895558,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-09-10 16:00:00+00:00,1.835,1.875,1.79,1.865,8922.0,,,,,1.8424391581189157,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-09-11 16:00:00+00:00,1.875,1.94,1.875,1.94,6878.0,,,,,1.8576283443449917,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-09-12 16:00:00+00:00,1.94,1.94,1.94,1.94,0.0,,,,,1.8576283443449917,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-09-13 16:00:00+00:00,1.94,1.94,1.94,1.94,0.0,,,,,1.8576283443449917,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
2024-09-16 16:00:00+00:00,1.885,1.92,1.875,1.915,46929.0,,,,,1.8787792291773888,"rgba(239, 83, 80, 1.0)",0,,,0.0,0.0,0.0,0.0
