date,Open,High,Low,Close,Volume,aVWAP_peak_433,aVWAP_peak_411,aVWAP_peak_393,aVWAP_peak_358,aVWAP_peak_330,aVWAP_peak_318,aVWAP_peak_277,aVWAP_peak_246,aVWAP_peak_232,aVWAP_peak_207,aVWAP_peak_188,aVWAP_peak_166,aVWAP_peak_136,aVWAP_peak_108,aVWAP_peak_82,aVWAP_peak_67,aVWAP_peak_44,aVWAP_peak_29,aVWAP_valley_422,aVWAP_valley_406,aVWAP_valley_389,aVWAP_valley_377,aVWAP_valley_350,aVWAP_valley_306,aVWAP_valley_249,aVWAP_valley_235,aVWAP_valley_220,aVWAP_valley_197,aVWAP_valley_145,aVWAP_valley_129,aVWAP_valley_91,aVWAP_valley_74,aVWAP_valley_62,aVWAP_valley_39,aVWAP_valley_16,aVWAP_OB_bear_411,aVWAP_OB_bear_393,aVWAP_OB_bear_358,aVWAP_OB_bear_318,aVWAP_OB_bear_277,aVWAP_OB_bear_108,aVWAP_OB_bear_82,aVWAP_OB_bear_67,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,21.28,21.305,20.685,20.7,13903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,13903.0,False,False,False,False
2023-11-10 17:00:00+00:00,21.09,21.83,21.08,21.685,70683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,70683.0,1095.860465116279,False,False,False,False,14783.31007751938,False,False,False,False
2023-11-13 17:00:00+00:00,21.115,21.31,20.955,21.17,157243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.65481422293253,6.791849780263853,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-86560.0,-263.1451234901749,False,False,False,False,16991.987440658613,False,False,False,False
2023-11-14 17:00:00+00:00,21.725,22.04,21.665,21.755,36247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.39049917834953,6.791849780263853,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-50313.0,-1039.111865761645,False,False,False,False,17290.514767160028,False,False,False,False
2023-11-15 17:00:00+00:00,21.97,22.035,21.71,21.83,18395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,80.91867364425306,6.791849780263853,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-31918.0,-1517.8543174552628,False,False,False,False,17307.63856921956,False,False,False,False
2023-11-16 17:00:00+00:00,21.305,21.605,21.125,21.17,33330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,71.55231997624223,6.791849780263853,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-65248.0,-2505.9185916032434,False,False,False,False,17556.047273572745,False,False,False,False
2023-11-17 17:00:00+00:00,21.59,21.77,21.475,21.77,38105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.04528206543628,6.791849780263853,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27143.0,-2887.888845996991,False,False,False,False,17874.63568793596,False,False,False,False
2023-11-20 17:00:00+00:00,22.11,22.235,22.025,22.15,15254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.1099825169858,6.791849780263853,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11889.0,-3027.4409569117665,False,False,False,False,17834.005677270285,False,False,False,False
2023-11-21 17:00:00+00:00,21.485,21.605,21.29,21.29,18914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,62.93636786846947,6.791849780263853,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-30803.0,-3458.0697792852275,False,False,False,False,17850.7497752971,False,False,False,False
2023-11-22 17:00:00+00:00,21.66,21.685,21.24,21.31,19692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.935881624647536,6.791849780263853,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11111.0,-3576.7198602265416,False,False,False,False,17879.296290408773,False,False,False,False
