date,Close,High,Low,Open,Volume,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,17.1593426883,17.1593426883,16.7667840346,16.7667840346,434509,,#000000,,,,,,False,False,False,False,False,,,,16.96306336145,16.96306336145,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,434509.0,False,False,False,False
2022-01-07 00:00:00+00:00,16.9177681322,17.2121871225,16.6384475517,17.1593426883,616438,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,16.9253173371,16.96306336145,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-616438,-45662.07407407407,False,False,False,False,447985.22222222225,False,False,False,False
2022-01-14 00:00:00+00:00,16.9102189273,17.2499331469,16.6082507322,16.8347268785,625605,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,16.9253173371,16.92909193955,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1242043,-134282.88340192044,False,False,False,False,461142.24279835395,False,False,False,False
2022-01-21 00:00:00+00:00,15.4607715907,16.9026697225,15.4379792984,16.683742781,807598,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,,,16.17032451045,16.17032451045,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2049641,-276161.2624091856,False,False,False,False,486805.63222069805,False,False,False,False
2022-01-28 00:00:00+00:00,15.4911613137,15.6127202058,14.4503133,15.263238391,1182394,15.184731606499998,"rgba(239, 83, 80, 0.5)",,15.184731606499998,,0.5473974961282164,-49.4825383044413,False,False,False,True,True,,,,15.0315167529,16.17032451045,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-867247,-319945.3911196163,False,False,False,False,538330.6965006464,False,False,False,False
2022-02-04 00:00:00+00:00,15.6962919442,16.5244118967,15.4926048256,15.5519407598,779831,15.47075791344235,"rgba(239, 83, 80, 0.5)",,15.47075791344235,,4.348852366528196,-45.91142734769345,False,False,False,True,True,,,,15.0315167529,16.17032451045,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-87416,-302720.9917774225,False,False,False,False,556219.6078709689,False,False,False,False
2022-02-11 00:00:00+00:00,15.6431099289,16.2736966817,15.6127202058,15.7494739595,669466,15.565495852892212,"rgba(239, 83, 80, 0.5)",,15.565495852892212,,6.9347575003579855,-43.639229089225175,False,False,False,True,True,,,,15.0315167529,16.17032451045,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-756882,-336362.54794205783,False,False,False,False,564608.2295101563,False,False,False,False
2022-02-18 00:00:00+00:00,15.1412820478,15.6810970827,15.012523176,15.6583047904,774728,15.500178558371848,"rgba(239, 83, 80, 0.5)",,15.500178558371848,,7.830636763463179,-43.023556509307475,False,False,False,True,True,,,,15.0315167529,16.17032451045,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1531610,-424899.39624264615,False,False,False,False,580172.6569538484,False,False,False,False
2022-02-25 00:00:00+00:00,14.9730455806,15.0877522628,13.7648018616,15.0189282535,956214,15.304745263560507,"rgba(239, 83, 80, 0.5)",,15.304745263560507,,8.234813310985764,-42.84266983865591,False,False,False,True,True,,,,14.4262770622,16.17032451045,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2487824,-577708.6261505983,False,False,False,False,608027.5712535633,False,False,False,False
2022-03-04 00:00:00+00:00,14.6748082069,15.0082987676,14.4453948426,14.8965744591,643257,15.228256308972735,"rgba(239, 83, 80, 0.5)",,15.228256308972735,,8.167802312173173,-42.84266983865591,False,False,False,True,True,,,,14.4262770622,16.17032451045,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3131081,-766847.3205098133,False,False,False,False,610637.1585681142,False,False,False,False
