date,Close,High,Low,Open,Volume,aVWAP_peak_169,aVWAP_valley_141,aVWAP_valley_110,aVWAP_valley_96,aVWAP_valley_63,Peaks_avg,Valleys_avg,color,banker_RSI,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,55.8,58.32,51.12,57.6,1237458,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1237458.0,False,False,False,False
2022-01-07 00:00:00+00:00,51.48,61.02,50.04,57.2058,917599,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-917599,-67970.29629629629,False,False,False,False,1213764.7407407407,False,False,False,False
2022-01-14 00:00:00+00:00,48.42,52.2,45.18,50.94,738537,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-1656136,-185612.2002743484,False,False,False,False,1178562.6858710563,False,False,False,False
2022-01-21 00:00:00+00:00,34.2,48.24,32.76,47.7,1111684,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-2767820,-376886.8521058781,False,False,False,False,1173608.709139867,False,False,False,False
2022-01-28 00:00:00+00:00,32.04,35.82,28.08,31.4712,1492070,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-4259890,-664516.7149128502,False,False,False,False,1197198.4343887656,False,False,False,False
2022-02-04 00:00:00+00:00,34.2,38.88,32.04,34.02,879285,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-3380605,-865708.4397341205,False,False,False,False,1173649.291100709,False,False,False,False
2022-02-11 00:00:00+00:00,30.78,36.18,30.6,34.56,810313,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-4190918,-1112020.2590130745,False,False,False,False,1146735.4917599158,False,False,False,False
2022-02-18 00:00:00+00:00,28.8,32.76,28.08,30.96,580308,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-4771226,-1383072.536123217,False,False,False,False,1104777.8997776997,False,False,False,False
2022-02-25 00:00:00+00:00,33.3,34.38,23.4,28.44,1343062,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-3428164,-1534560.7927066826,False,False,False,False,1122428.5738682405,False,False,False,False
2022-03-04 00:00:00+00:00,26.82,34.38,26.64,32.76,921646,,,,,,,,#000000,,,,False,False,False,False,-0.29841872658887525,-0.29841872658887525,False,False,False,False,-4349810,-1743097.771024706,False,False,False,False,1107555.7906187412,False,False,False,False
