date,Open,High,Low,Close,Volume,aVWAP_peak_602,aVWAP_peak_574,aVWAP_peak_545,aVWAP_peak_509,aVWAP_peak_477,aVWAP_peak_459,aVWAP_peak_445,aVWAP_peak_385,aVWAP_valley_614,aVWAP_valley_593,aVWAP_valley_577,aVWAP_valley_556,aVWAP_valley_538,aVWAP_valley_499,aVWAP_valley_467,aVWAP_valley_449,aVWAP_valley_421,aVWAP_valley_375,aVWAP_valley_314,aVWAP_valley_295,aVWAP_valley_271,aVWAP_OB_bull_467,aVWAP_OB_bull_271,aVWAP_OB_bear_622,aVWAP_OB_bear_602,aVWAP_OB_bear_509,aVWAP_OB_bear_477,aVWAP_OB_bear_423,aVWAP_OB_bear_385,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,63.24,63.51,62.44,63.13,33492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,33492.0,False,False,False,False
2023-10-31 16:00:00+00:00,64.29,64.41,63.72,63.96,54780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,54780.0,849.3023255813954,False,False,False,False,33822.04651162791,False,False,False,False
2023-11-01 16:00:00+00:00,62.78,63.06,60.85,61.73,195568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,74.95320104829649,-37.66379633096228,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-140788.0,-1346.6248422570757,False,False,False,False,36329.735712998016,False,False,False,False
2023-11-02 16:00:00+00:00,66.46,67.39,66.36,67.105,106883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,75.05629970382796,-35.06632764581361,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-33905.0,-1851.4058524546404,False,False,False,False,37423.58477171123,False,False,False,False
2023-11-03 16:00:00+00:00,63.67,65.62,63.54,65.17,115549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.76557316180259,-35.06632764581361,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-149454.0,-4139.818164819684,False,False,False,False,38634.83151943663,False,False,False,False
2023-11-06 16:00:00+00:00,64.77,65.205,64.44,65.19,24005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.27213499068898,-35.06632764581361,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-125449.0,-6020.580673892247,False,False,False,False,38408.01242611203,False,False,False,False
2023-11-06 20:00:00+00:00,65.19,65.36,65.045,65.36,9369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.25731306004288,-33.70631316890155,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-116080.0,-7726.92826034353,False,False,False,False,37957.795179195564,False,False,False,False
2023-11-07 16:00:00+00:00,66.56,66.91,65.89,66.23,12799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.47307716398782,-28.682941687094548,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-103281.0,-9208.38673692735,False,False,False,False,37567.73633920803,False,False,False,False
2023-11-07 20:00:00+00:00,66.23,66.4,66.01,66.065,12304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.08739065449113,-24.3040873716659,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-115585.0,-10857.636554959485,False,False,False,False,37176.05050449163,False,False,False,False
2023-11-08 16:00:00+00:00,66.28,67.08,66.28,66.86,36969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,65.26253131041992,-18.661495532331493,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-78616.0,-11908.15381767329,False,False,False,False,37172.84041915067,False,False,False,False
