date,Close,High,Low,Open,Volume,aVWAP_peak_31,aVWAP_valley_24,Peaks_avg,Valleys_avg,color,banker_RSI,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-11 00:00:00+00:00,27.81,29.83,27.39,27.4,5171553,,,,,#000000,,,,False,False,False,False,-0.1149005969624023,-0.08215772156029934,False,False,False,False,14590437,4637387.871882258,False,False,False,False,5343345.241687404,False,False,False,False
2022-03-18 00:00:00+00:00,32.59,32.895,27.675,27.8,5622695,,,,,#000000,,,,False,False,False,False,0.07682939802964996,-0.0026641617653246907,False,False,False,False,20213132,5791146.696187276,False,False,False,False,5364037.816377226,False,False,False,False
2022-03-25 00:00:00+00:00,34.44,35.2,31.71,32.59,3896804,,,,,#000000,,,,False,False,False,False,0.3428282434182505,0.17008204082646292,False,False,False,False,24109936,7148094.052025257,False,False,False,False,5255353.829978913,False,False,False,False
2022-04-01 00:00:00+00:00,35.91,36.44,34.32,34.6,4251350,,,,,#000000,,,,False,False,False,False,0.3428282458627658,0.25645514334461433,False,False,False,False,28361286,8719441.60372709,False,False,False,False,5180983.1759064,False,False,False,False
2022-04-08 00:00:00+00:00,34.8,38.05,34.76,36.17,5653436,,,,,#000000,,,,False,False,False,False,0.3428282450695566,0.2996416942070855,False,False,False,False,22707850,9755620.003451008,False,False,False,False,5215979.681394815,False,False,False,False
2022-04-15 00:00:00+00:00,35.44,36.49,33.75,34.352,2946756,,,,,#000000,,,,False,False,False,False,0.22491694669712334,0.2622793204521044,False,False,False,False,25654606,10933322.669862045,False,False,False,False,5047889.038328533,False,False,False,False
2022-04-22 00:00:00+00:00,33.34,36.69,32.67,35.43,5039027,,,,,#000000,,,,False,False,False,False,0.18606262738564483,0.2241709739188746,False,False,False,False,20615579,11650526.842464857,False,False,False,False,5047232.591044938,False,False,False,False
2022-04-29 00:00:00+00:00,30.7,35.294,30.56,33.02,4036330,,,,,#000000,,,,False,False,False,False,0.035533865825776854,0.12985241987232574,False,False,False,False,16579249,12015617.372652646,False,False,False,False,4972350.917634202,False,False,False,False
2022-05-06 00:00:00+00:00,26.87,33.62,26.33,30.51,10370442,,,,,#000000,,,,False,False,False,False,-0.21780598915530405,-0.04397678464148916,False,False,False,False,6208807,11585483.270974671,False,False,False,False,5372209.516327965,False,False,False,False
2022-05-13 00:00:00+00:00,25.63,26.26,22.67,25.85,11136712,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.19340251952844156,False,False,False,False,-4927905,10362269.324976549,False,False,False,False,5799209.700303672,False,False,False,False
2022-05-20 00:00:00+00:00,27.33,29.04,25.33,25.51,6416641,,,,,#000000,,,,False,False,False,False,-0.18161917626713864,-0.1875108478977901,False,False,False,False,1488736,9704970.56016347,False,False,False,False,5844945.352133029,False,False,False,False
2022-05-27 00:00:00+00:00,26.15,27.81,24.33,27.77,5112321,,,,,#000000,,,,False,False,False,False,-0.24613428548733898,-0.21682256669256456,False,False,False,False,-3623585,8717670.14829951,False,False,False,False,5790676.881604657,False,False,False,False
2022-06-03 00:00:00+00:00,26.11,26.39,23.31,25.97,5620874,,,,,#000000,,,,False,False,False,False,-0.31912838880977346,-0.26797547775116903,False,False,False,False,-9244459,7387142.063240287,False,False,False,False,5778098.890374682,False,False,False,False
2022-06-10 00:00:00+00:00,22.63,26.57,21.98,26.42,8723967,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.30540186608328146,False,False,False,False,-17968426,5508951.836333599,False,False,False,False,5996311.34293952,False,False,False,False
2022-06-17 00:00:00+00:00,26.64,27.765,21.65,22.37,9966581,,25.35166666666667,,25.35166666666667,#000000,,,,False,False,False,False,-0.3135675195447061,-0.30948469281399377,False,False,False,False,-8001845,4508152.070679259,False,False,False,False,6290405.391610667,False,False,False,False
2022-06-24 00:00:00+00:00,31.79,32.78,26.79,26.82,10184658,,27.930105155238014,,27.930105155238014,#000000,,,,False,False,False,False,0.01950751639973032,-0.14498858820713173,False,False,False,False,2182813,4335904.732110425,False,False,False,False,6578868.547787654,False,False,False,False
2022-07-01 00:00:00+00:00,32.8,33.76,29.1878,31.68,9446629,,29.202245434267986,,29.202245434267986,#000000,,0.9947995245385295,0.9798456137754326,False,False,False,False,0.22276646896034907,0.03888894037660867,False,False,False,False,11629442,4876166.751954097,False,False,False,False,6791295.247951532,False,False,False,False
2022-07-08 00:00:00+00:00,34.85,35.4996,31.9549,32.37,4874679,,29.895037102583878,,29.895037102583878,#000000,,1.0395923884285396,0.951173503205527,False,False,False,False,0.342828246579613,0.19085859347811085,False,False,False,False,16504121,5737496.696253793,False,False,False,False,6649323.674029196,False,False,False,False
2022-07-15 00:00:00+00:00,35.99,36.05,33.15,34.79,4617050,,30.505488065078627,,30.505488065078627,#000000,,1.0502328979815507,0.9408202407824032,False,False,False,False,0.3428282472419547,0.2668434203600328,False,False,False,False,21121171,6877028.12616092,False,False,False,False,6498784.883360366,False,False,False,False
2022-07-22 00:00:00+00:00,33.66,36.72,33.52,36.05,5204270,,30.990485712590864,,30.990485712590864,#000000,,1.0637276741654778,0.931854625708007,False,False,False,False,0.3428282475859093,0.30483583397297104,False,False,False,False,15916901,7546648.339037889,False,False,False,False,6402894.892000339,False,False,False,False
2022-07-29 00:00:00+00:00,32.72,34.5783,31.58,33.81,4661131,,31.17795426876196,,31.17795426876196,#000000,,1.0540573572063157,0.9331728848296255,False,False,False,False,0.20878044308265228,0.25680813852781165,False,False,False,False,11255770,7821398.091701749,False,False,False,False,6273875.344444758,False,False,False,False
2022-08-05 00:00:00+00:00,63.84,73.02,31.51,31.51,25866616,56.123333333333335,39.801833208846126,56.123333333333335,39.801833208846126,#000000,,1.0272064687867917,0.6977596094421639,False,False,False,False,0.342828251769243,0.2998181951485273,False,False,False,False,37122386,9991841.640464582,False,False,False,False,7725189.46707848,False,False,False,False
2022-08-12 00:00:00+00:00,66.75,66.9,66.46,66.69,64492628,63.674658178857726,52.25532263866701,63.674658178857726,52.25532263866701,#000000,,1.2506131194959385,0.7361133689479848,False,False,False,False,0.3428282526687658,0.32132322390864654,False,False,False,False,101615014,16778743.296726465,False,False,False,False,11930184.913961556,False,False,False,False
2022-08-19 00:00:00+00:00,67.02,67.48,66.68,66.71,23284954,64.3682926095356,54.375420645446084,64.3682926095356,54.375420645446084,#000000,,1.2393988944738816,0.7405030525452518,False,False,False,False,0.3428282526674262,0.3320757382880364,False,False,False,False,124899968,24787722.904376358,False,False,False,False,12771278.920334773,False,False,False,False
2022-08-26 00:00:00+00:00,67.34,67.67,67.0,67.09,16523075,64.74508983393494,55.57102652352296,64.74508983393494,55.57102652352296,#000000,,1.27401008715988,0.7148493280958655,False,False,False,False,0.34282825244293685,0.33745199536548665,False,False,False,False,141423043,33427376.244792923,False,False,False,False,13049189.741050716,False,False,False,False
2022-09-02 00:00:00+00:00,67.8,68.15,67.27,67.32,14473281,65.04477187472149,56.48078385413869,65.04477187472149,56.48078385413869,#000000,,1.281128673901442,0.6908884338907996,False,False,False,False,0.3428282523714166,0.3401401238684516,False,False,False,False,155896324,42499150.15258604,False,False,False,False,13154677.982454367,False,False,False,False
2022-09-09 00:00:00+00:00,67.76,68.05,67.68,67.91,13532417,65.28306080735712,57.22226906374324,65.28306080735712,57.22226906374324,#000000,,1.287824667001232,0.6768284440687921,False,False,False,False,0.3428282522862017,0.3414841880773266,False,False,False,False,142363907,49896539.54869078,False,False,False,False,13182658.65042071,False,False,False,False
2022-09-16 00:00:00+00:00,67.62,67.98,67.54,67.86,17160296,65.52091752798972,58.024940430527366,65.52091752798972,58.024940430527366,#000000,,1.2954958763701732,0.6896587335268614,False,False,False,False,0.3405942449112073,0.34103921649426694,False,False,True,False,125203611,55474841.137676656,False,False,False,False,13477298.454093251,False,False,False,False
2022-09-23 00:00:00+00:00,67.99,68.2,67.61,67.69,11606298,65.6706943648874,58.51244535335618,65.6706943648874,58.51244535335618,#000000,,1.2698187934655274,0.6994486311611792,False,False,False,False,0.34282825228864716,0.341933734391457,False,False,False,False,136809909,61499660.97933024,False,False,False,False,13338705.827864122,False,False,False,False
2022-09-30 00:00:00+00:00,68.1,68.28,67.74,67.92,10482679,65.79649918770046,58.917816791907,65.79649918770046,58.917816791907,#000000,,1.2526279839483294,0.7051836449748127,False,False,False,False,0.3428282522950401,0.34238099334324856,False,False,False,False,147292588,67854692.61049096,False,False,False,False,13127148.285059372,False,False,False,False
2022-10-07 00:00:00+00:00,68.49,68.49,68.45,68.46,6903643,65.88705511150756,59.17836107666791,65.88705511150756,59.17836107666791,#000000,,1.2582267969067689,0.7097736697888374,False,False,False,False,0.34282824984484384,0.3426046215940462,False,True,False,False,154196231,74250362.12082496,False,False,False,False,12666147.893573493,False,False,False,False
2022-10-14 00:00:00+00:00,68.49,68.49,68.45,68.46,0,65.88705511150756,59.17836107666791,65.88705511150756,59.17836107666791,#000000,,1.2732202044189485,0.6891911592932635,False,False,False,False,0.3428282130378764,0.3427164173159613,False,True,False,False,154196231,80172278.33409718,False,False,False,False,11727914.716271752,False,False,False,False
2022-10-21 00:00:00+00:00,68.49,68.49,68.45,68.46,0,65.88705511150756,59.17836107666791,65.88705511150756,59.17836107666791,#000000,,1.2929447545689006,0.6797537771581357,False,False,False,False,0.34282820113067825,0.3427723092233198,False,False,False,False,154196231,85655534.08712703,False,False,False,False,10859180.292844215,False,False,False,False
2022-10-28 00:00:00+00:00,68.49,68.49,68.45,68.46,0,65.88705511150756,59.17836107666791,65.88705511150756,59.17836107666791,#000000,,1.3260760032778718,0.6521919342296146,False,False,False,False,0.3428281891592235,0.3428002491912716,False,False,False,False,154196231,90732622.74733984,False,False,False,False,10054796.567448348,False,False,False,False
2022-11-04 00:00:00+00:00,68.49,68.49,68.49,68.49,74,65.88705605420678,59.178363797209094,65.88705605420678,59.178363797209094,#000000,,1.3939726374409858,0.6091938525151124,False,False,False,False,0.3428281594593046,0.3428142043252881,False,False,False,False,154196231,95433630.7660554,False,False,False,False,9310002.303192915,False,False,False,False
