date,Close,High,Low,Open,Volume,aVWAP_peak_180,aVWAP_peak_173,aVWAP_peak_154,aVWAP_peak_147,aVWAP_peak_133,aVWAP_peak_126,aVWAP_peak_100,aVWAP_peak_96,aVWAP_peak_86,aVWAP_peak_81,aVWAP_peak_70,aVWAP_peak_60,aVWAP_peak_52,aVWAP_peak_40,aVWAP_peak_35,aVWAP_peak_15,aVWAP_peak_6,aVWAP_valley_176,aVWAP_valley_157,aVWAP_valley_150,aVWAP_valley_136,aVWAP_valley_128,aVWAP_valley_113,aVWAP_valley_107,aVWAP_valley_97,aVWAP_valley_91,aVWAP_valley_84,aVWAP_valley_77,aVWAP_valley_63,aVWAP_valley_56,aVWAP_valley_45,aVWAP_valley_30,aVWAP_valley_20,aVWAP_valley_5,aVWAP_OB_bull_176,aVWAP_OB_bull_157,aVWAP_OB_bull_136,aVWAP_OB_bull_113,aVWAP_OB_bull_45,aVWAP_OB_bear_81,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.6422042739,12.2847485472,10.4516331784,10.4516331784,45490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,45490.0,False,False,False,False
2022-01-07 00:00:00+00:00,11.9344571384,12.8399619153,11.4984733569,12.5620821425,69690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,69690,5162.222222222222,False,False,False,False,47282.59259259259,False,False,False,False
2022-01-14 00:00:00+00:00,12.3225306142,12.8339252167,11.7476069463,12.159635575,85287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,154977,16259.613168724278,False,False,False,False,50097.733882030174,False,False,False,False
2022-01-21 00:00:00+00:00,12.0723429981,13.1082596269,11.5176374792,13.1082596269,187334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,91.75498274683007,42.20588212786279,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32357,12658.38256363359,False,False,False,False,60263.38322410201,False,False,False,False
2022-01-28 00:00:00+00:00,11.2493397675,11.8050993131,11.1056088506,11.6130748081,69587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,75.61637981430651,27.288033578986173,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-101944,4169.317188549621,False,False,False,False,60954.02150379816,False,False,False,False
2022-02-04 00:00:00+00:00,11.3259962566,11.8817558022,10.9043855668,10.9043855668,48492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.370712541866666,,,,,,,11.370712541866666,,11.370712541866666,#000000,,11.370712541866666,,64.97486177459008,18.136994041973296,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-53452,-98.92852912072112,False,False,False,False,60030.908799813114,False,False,False,False
2022-02-11 00:00:00+00:00,12.6052014176,14.3826737573,11.4870707042,11.795517252,43021,,,,,,,,,,,,,,,,,12.824981959699999,,,,,,,,,,,,,,,,,12.054376334165113,,,,,,,12.439679146932555,12.824981959699999,12.054376334165113,#000000,,12.439679146932555,,65.49788670863876,18.136994041973296,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10431,-864.2671565932603,False,False,False,False,58770.91555538251,False,False,False,False
2022-02-18 00:00:00+00:00,12.4821677526,12.9357825266,12.4087691644,12.9357825266,42758,,,,,,,,,,,,,,,,,12.71727546615609,,,,,,,,,,,,,,,,,12.230963981735458,,,,,,,12.474119723945774,12.71727546615609,12.230963981735458,#000000,,12.474119723945774,,65.00515816923674,18.136994041973296,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-53189,-4740.173293141907,False,False,False,False,57584.77366239122,False,False,False,False
2022-02-25 00:00:00+00:00,11.7684958396,12.4633869128,11.7380248852,12.45667947,20752,,,,,,,,,,,,,,,,,12.57559783828083,,,,,,,,,,,,,,,,,12.198703456197427,,,,,,,12.387150647239128,12.57559783828083,12.198703456197427,#000000,,12.387150647239128,,60.64428863693004,16.529474767560146,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-73941,-9866.160456612877,False,False,False,False,54856.42005776965,False,False,False,False
2022-03-04 00:00:00+00:00,12.0193000811,12.1134729085,11.5897988817,11.8848220617,50143,,,,,,,,,,,,,,,,,12.361782983077987,,,,,,,,,,,,,,,,,12.127538576913127,,,,,,,12.244660779995556,12.361782983077987,12.127538576913127,#000000,,12.244660779995556,,58.62794875458714,15.132399682063706,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23798,-10898.14857093785,False,False,False,False,54507.27783126819,False,False,False,False
