date,Open,High,Low,Close,Volume,aVWAP_peak_413,aVWAP_peak_397,aVWAP_peak_355,aVWAP_peak_316,aVWAP_peak_297,aVWAP_peak_278,aVWAP_peak_243,aVWAP_peak_232,aVWAP_peak_231,aVWAP_peak_207,aVWAP_peak_206,aVWAP_peak_187,aVWAP_peak_157,aVWAP_peak_156,aVWAP_peak_132,aVWAP_peak_67,aVWAP_peak_42,aVWAP_peak_25,aVWAP_valley_432,aVWAP_valley_407,aVWAP_valley_368,aVWAP_valley_344,aVWAP_valley_322,aVWAP_valley_308,aVWAP_valley_307,aVWAP_valley_290,aVWAP_valley_259,aVWAP_valley_258,aVWAP_valley_257,aVWAP_valley_230,aVWAP_valley_216,aVWAP_valley_201,aVWAP_valley_174,aVWAP_valley_144,aVWAP_valley_115,aVWAP_valley_13,aVWAP_OB_bull_432,aVWAP_OB_bull_407,aVWAP_OB_bull_368,aVWAP_OB_bull_344,aVWAP_OB_bull_216,aVWAP_OB_bear_156,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,2.65,2.65,2.65,2.65,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2023-11-10 17:00:00+00:00,2.65,2.65,2.65,2.65,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2023-11-13 17:00:00+00:00,2.65,2.65,2.65,2.65,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2023-11-14 17:00:00+00:00,2.56,2.63,2.56,2.63,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-102.0,-1.5813953488372092,False,False,False,False,1.5813953488372092,False,False,False,False
2023-11-15 17:00:00+00:00,2.63,2.63,2.63,2.63,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-102.0,-3.138272940328105,False,False,False,False,1.5568775914908959,False,False,False,False
2023-11-16 17:00:00+00:00,2.63,2.63,2.6,2.6,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-201.0,-6.205896615671855,False,False,False,False,3.06762367534375,False,False,False,False
2023-11-17 17:00:00+00:00,2.6,2.6,2.6,2.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-201.0,-9.225960234033531,False,False,False,False,3.0200636183616765,False,False,False,False
2023-11-20 17:00:00+00:00,2.6,2.6,2.6,2.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-201.0,-12.199201160637662,False,False,False,False,2.973240926604131,False,False,False,False
2023-11-21 17:00:00+00:00,2.6,2.6,2.6,2.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-201.0,-15.12634532868979,False,False,False,False,2.927144168052129,False,False,False,False
2023-11-22 17:00:00+00:00,2.6,2.6,2.6,2.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-201.0,-18.00810741661708,False,False,False,False,2.8817620879272896,False,False,False,False
2023-11-23 17:00:00+00:00,2.6,2.6,2.6,2.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-201.0,-20.845191022561,False,False,False,False,2.8370836059439206,False,False,False,False
2023-11-24 17:00:00+00:00,2.56,2.56,2.56,2.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-201.0,-23.638288836164705,False,False,False,False,2.793097813603705,False,False,False,False
2023-11-27 17:00:00+00:00,2.56,2.56,2.55,2.55,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-301.0,-27.93847040459626,False,False,False,False,4.3001815684315545,False,False,False,False
2023-11-28 17:00:00+00:00,2.51,2.58,2.51,2.58,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5566666666666666,,,,,,,2.5566666666666666,,2.5566666666666666,#000000,,2.5566666666666666,,11.31924941815985,-39.81267552365613,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-201.0,-30.621594894447476,False,False,False,False,5.78389968364967,False,False,False,False
2023-11-29 17:00:00+00:00,2.58,2.58,2.58,2.58,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5566666666666666,,,,,,,2.5566666666666666,,2.5566666666666666,#000000,,2.5566666666666666,,18.865415696933084,-33.70028083784982,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-201.0,-33.26312055499868,False,False,False,False,5.694226820337272,False,False,False,False
2023-11-30 17:00:00+00:00,2.62,2.62,2.62,2.62,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5566666666666666,,,,,,,2.5566666666666666,,2.5566666666666666,#000000,,2.5566666666666666,,31.915638804242146,-22.77006599937917,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-201.0,-35.863692329339784,False,False,False,False,5.605944233975454,False,False,False,False
2023-12-01 17:00:00+00:00,2.59,2.59,2.59,2.59,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5566666666666666,,,,,,,2.5566666666666666,,2.5566666666666666,#000000,,2.5566666666666666,,36.069183913374886,-20.201252501071437,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-201.0,-38.423945161443044,False,False,False,False,5.519030369882811,False,False,False,False
2023-12-04 17:00:00+00:00,2.98,2.99,2.95,2.99,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.843755274261603,,,,,,,2.843755274261603,,2.843755274261603,#000000,,2.843755274261603,,53.283355396928464,-5.471908940223372,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15.0,-37.59566694188579,False,False,False,False,8.782301216861372,False,False,False,False
2023-12-05 17:00:00+00:00,2.97,2.97,2.97,2.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.843755274261603,,,,,,,2.843755274261603,,2.843755274261603,#000000,,2.843755274261603,,63.53198875988184,2.511781789389218,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15.0,-36.78023024511237,False,False,False,False,8.646141508072823,False,False,False,False
2023-12-06 17:00:00+00:00,2.97,2.97,2.97,2.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.843755274261603,,,,,,,2.843755274261603,,2.843755274261603,#000000,,2.843755274261603,,70.36441100185077,7.652206800642851,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15.0,-35.97743597774629,False,False,False,False,8.512092802521305,False,False,False,False
