date,Open,High,Low,Close,Volume,aVWAP_peak_882,aVWAP_peak_864,aVWAP_peak_844,aVWAP_peak_810,aVWAP_peak_800,aVWAP_peak_788,aVWAP_peak_774,aVWAP_peak_762,aVWAP_peak_726,aVWAP_peak_724,aVWAP_peak_703,aVWAP_peak_671,aVWAP_peak_642,aVWAP_peak_607,aVWAP_peak_578,aVWAP_peak_555,aVWAP_peak_540,aVWAP_peak_527,aVWAP_peak_492,aVWAP_peak_463,aVWAP_peak_437,aVWAP_peak_404,aVWAP_peak_383,aVWAP_peak_372,aVWAP_peak_347,aVWAP_peak_272,aVWAP_peak_259,aVWAP_peak_216,aVWAP_peak_203,aVWAP_peak_174,aVWAP_peak_110,aVWAP_peak_98,aVWAP_peak_86,aVWAP_peak_47,aVWAP_peak_34,aVWAP_peak_33,aVWAP_peak_18,aVWAP_valley_875,aVWAP_valley_851,aVWAP_valley_836,aVWAP_valley_823,aVWAP_valley_749,aVWAP_valley_719,aVWAP_valley_683,aVWAP_valley_666,aVWAP_valley_624,aVWAP_valley_583,aVWAP_valley_558,aVWAP_valley_485,aVWAP_valley_484,aVWAP_valley_467,aVWAP_valley_431,aVWAP_valley_420,aVWAP_valley_390,aVWAP_valley_354,aVWAP_valley_337,aVWAP_valley_312,aVWAP_valley_246,aVWAP_valley_192,aVWAP_valley_150,aVWAP_valley_75,aVWAP_valley_54,aVWAP_valley_42,aVWAP_valley_24,aVWAP_OB_bull_851,aVWAP_OB_bull_765,aVWAP_OB_bear_882,aVWAP_OB_bear_527,aVWAP_OB_bear_404,aVWAP_OB_bear_272,aVWAP_OB_bear_203,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,42.215,42.47,42.15,42.47,5711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5711.0,False,False,False,False
2024-12-30 16:00:00+00:00,42.47,42.725,42.47,42.71,4820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4820.0,74.72868217054264,False,False,False,False,5697.186046511628,False,False,False,False
2024-12-30 17:00:00+00:00,42.71,42.815,42.645,42.725,4043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8863.0,210.9809506640226,False,False,False,False,5671.539751216874,False,False,False,False
2024-12-30 18:00:00+00:00,42.725,42.79,42.65,42.76,1540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10403.0,368.9967498785339,False,False,False,False,5607.484871353046,False,False,False,False
2024-12-30 19:00:00+00:00,42.76,42.78,42.59,42.73,1557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,95.85960129493935,46.27364116544541,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8846.0,500.4231568571612,False,False,False,False,5544.686656293309,False,False,False,False
2024-12-30 20:00:00+00:00,42.725,42.8,42.62,42.645,5277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,84.81935931964023,36.58584730997984,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3569.0,547.9979916345695,False,False,False,False,5540.536475575584,False,False,False,False
2024-12-31 15:00:00+00:00,42.87,42.94,42.78,42.78,1847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.63657637003476,34.51624993241481,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5416.0,623.4708909890724,False,False,False,False,5483.2723441713115,False,False,False,False
2024-12-31 16:00:00+00:00,42.78,42.865,42.72,42.73,2651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.43077554227898,30.428281011045286,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2765.0,656.6728926791643,False,False,False,False,5439.361145036873,False,False,False,False
2024-12-31 17:00:00+00:00,42.73,42.81,42.63,42.81,1977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,75.01226703691664,29.70713555755573,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4742.0,720.0112974438284,False,False,False,False,5385.681127284362,False,False,False,False
2024-12-31 18:00:00+00:00,42.825,42.83,42.64,42.71,2736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.18188578352539,24.71831004187662,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2006.0,739.9491067857846,False,False,False,False,5344.6007997295665,False,False,False,False
2024-12-31 19:00:00+00:00,42.69,42.81,42.65,42.8,2148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.70945172746157,23.710258093220915,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4154.0,792.880128386005,False,False,False,False,5295.041097408177,False,False,False,False
2024-12-31 20:00:00+00:00,42.785,42.965,42.75,42.955,13949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.64456396921827,23.710258093220915,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18103.0,1061.2540798838963,False,False,False,False,5429.211002874717,False,False,False,False
2025-01-01 15:00:00+00:00,42.955,42.955,42.955,42.955,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.93463879705607,23.710258093220915,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18103.0,1325.4671949244562,False,False,False,False,5345.0371888766595,False,False,False,False
2025-01-01 16:00:00+00:00,42.955,42.955,42.955,42.955,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,71.79468868228128,23.710258093220915,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18103.0,1585.583982600046,False,False,False,False,5262.168395250665,False,False,False,False
