date,Open,High,Low,Close,Volume,aVWAP_peak_870,aVWAP_peak_849,aVWAP_peak_848,aVWAP_peak_822,aVWAP_peak_810,aVWAP_peak_799,aVWAP_peak_756,aVWAP_peak_752,aVWAP_peak_751,aVWAP_peak_731,aVWAP_peak_730,aVWAP_peak_702,aVWAP_peak_685,aVWAP_peak_660,aVWAP_peak_643,aVWAP_peak_642,aVWAP_peak_587,aVWAP_peak_537,aVWAP_peak_527,aVWAP_peak_510,aVWAP_peak_492,aVWAP_peak_463,aVWAP_peak_446,aVWAP_peak_445,aVWAP_peak_420,aVWAP_peak_407,aVWAP_peak_383,aVWAP_peak_342,aVWAP_peak_318,aVWAP_peak_296,aVWAP_peak_217,aVWAP_peak_203,aVWAP_peak_162,aVWAP_peak_145,aVWAP_peak_144,aVWAP_peak_120,aVWAP_peak_101,aVWAP_peak_83,aVWAP_peak_30,aVWAP_peak_18,aVWAP_valley_866,aVWAP_valley_853,aVWAP_valley_852,aVWAP_valley_840,aVWAP_valley_839,aVWAP_valley_816,aVWAP_valley_774,aVWAP_valley_749,aVWAP_valley_712,aVWAP_valley_679,aVWAP_valley_678,aVWAP_valley_656,aVWAP_valley_626,aVWAP_valley_624,aVWAP_valley_552,aVWAP_valley_522,aVWAP_valley_519,aVWAP_valley_497,aVWAP_valley_481,aVWAP_valley_459,aVWAP_valley_432,aVWAP_valley_418,aVWAP_valley_414,aVWAP_valley_399,aVWAP_valley_398,aVWAP_valley_396,aVWAP_valley_367,aVWAP_valley_366,aVWAP_valley_352,aVWAP_valley_330,aVWAP_valley_305,aVWAP_valley_277,aVWAP_valley_199,aVWAP_valley_155,aVWAP_valley_131,aVWAP_valley_107,aVWAP_valley_55,aVWAP_valley_42,aVWAP_valley_25,aVWAP_OB_bull_875,aVWAP_OB_bull_840,aVWAP_OB_bull_712,aVWAP_OB_bull_432,aVWAP_OB_bull_107,aVWAP_OB_bear_756,aVWAP_OB_bear_383,aVWAP_OB_bear_318,aVWAP_OB_bear_217,aVWAP_OB_bear_162,aVWAP_OB_bear_132,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,5.18,5.25,5.18,5.23,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,246.0,False,False,False,False
2024-12-30 16:00:00+00:00,5.205,5.25,5.205,5.25,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,216.0,3.3488372093023253,False,False,False,False,245.53488372093022,False,False,False,False
2024-12-30 17:00:00+00:00,5.25,5.285,5.25,5.285,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,730.0,14.614746709933296,False,False,False,False,249.697133585722,False,False,False,False
2024-12-30 18:00:00+00:00,5.275,5.295,5.27,5.285,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,730.0,25.705990946988592,False,False,False,False,247.7638446929201,False,False,False,False
2024-12-30 19:00:00+00:00,5.285,5.285,5.255,5.26,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.50642673521837,38.75578406169653,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,604.0,34.67178953695776,False,False,False,False,245.8760331472934,False,False,False,False
2024-12-30 20:00:00+00:00,5.255,5.32,5.255,5.31,749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,84.8931811268282,37.15347741003228,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1353.0,55.110986598400274,False,False,False,False,253.67640472640514,False,False,False,False
2024-12-31 15:00:00+00:00,5.31,5.38,5.31,5.37,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,85.73883425311293,37.15347741003228,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1583.0,78.79918835656461,False,False,False,False,253.3093286841353,False,False,False,False
2024-12-31 16:00:00+00:00,5.37,5.37,5.305,5.305,747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,77.0478309138119,31.112662709385745,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,836.0,90.53873582390469,False,False,False,False,260.96344761926497,False,False,False,False
2024-12-31 17:00:00+00:00,5.305,5.305,5.27,5.3,724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.7218851938971,26.00128220564899,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,112.0,90.87146860182865,False,False,False,False,268.14230889648564,False,False,False,False
2024-12-31 18:00:00+00:00,5.295,5.315,5.275,5.305,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.91285326834499,23.139299330535977,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,461.0,96.60989544521115,False,False,False,False,269.39591651049363,False,False,False,False
