date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_882,Gap_Up_aVWAP_876,Gap_Up_aVWAP_828,Gap_Up_aVWAP_810,Gap_Up_aVWAP_674,Gap_Up_aVWAP_522,Gap_Up_aVWAP_516,Gap_Up_aVWAP_493,Gap_Up_aVWAP_492,Gap_Up_aVWAP_474,Gap_Down_aVWAP_870,Gap_Down_aVWAP_798,Gap_Down_aVWAP_780,Gap_Down_aVWAP_708,Gap_Down_aVWAP_690,Gap_Down_aVWAP_646,Gap_Down_aVWAP_640,Gap_Down_aVWAP_600,Gap_Down_aVWAP_489,Gap_Down_aVWAP_486,aVWAP_OB_bull_468,aVWAP_OB_bear_835,aVWAP_OB_bear_775,aVWAP_OB_bear_642,aVWAP_OB_bear_164,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-10 15:00:00+00:00,20.325,20.425,20.245,20.245,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,270.0,False,False,False,False
2025-01-10 16:00:00+00:00,20.245,20.25,20.095,20.095,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-28.0,-0.43410852713178294,False,False,False,False,266.2480620155039,False,False,False,False
2025-01-10 17:00:00+00:00,20.095,20.255,20.095,20.255,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,18.181818181818073,-77.27272727272711,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,116.0,1.371071450033051,False,False,False,False,264.3527432245658,False,False,False,False
2025-01-10 18:00:00+00:00,20.255,20.285,20.205,20.205,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,27.377469570556396,-67.17845920468082,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1.0,1.3343106523581199,False,False,False,False,262.06820456992136,False,False,False,False
2025-01-10 19:00:00+00:00,20.205,20.32,20.09,20.32,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,38.82178260295544,-54.521225649755095,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,418.0,7.794243820538614,False,False,False,False,264.50125566186057,False,False,False,False
2025-01-10 20:00:00+00:00,20.32,20.32,20.245,20.27,892.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,43.865484906045566,-47.471904112448485,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-474.0,0.32456562177057346,False,False,False,False,274.22991836477746,False,False,False,False
2025-01-13 15:00:00+00:00,20.27,20.27,20.27,20.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,47.22795310810565,-41.508590859956094,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-474.0,-7.0293036126754815,False,False,False,False,269.9782917234631,False,False,False,False
2025-01-13 16:00:00+00:00,20.27,20.46,20.27,20.37,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,53.17469457242266,-32.94252095107164,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-430.0,-13.58698882798284,False,False,False,False,266.47475231689776,False,False,False,False
2025-01-13 17:00:00+00:00,20.32,20.34,20.29,20.34,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,55.50528897830503,-27.723927160314574,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-703.0,-24.275562644603262,False,False,False,False,266.5759189476435,False,False,False,False
2025-01-13 18:00:00+00:00,20.34,20.53,20.34,20.53,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,61.69658719859254,-18.974270510191225,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-302.0,-28.58136787491949,False,False,False,False,268.660013227525,False,False,False,False
