date,Close,High,Low,Open,Volume,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-05-09 00:00:00+00:00,17.25,19.45,16.11,18.5,4518127,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4518127.0,False,False,False,False
2025-05-16 00:00:00+00:00,16.43,17.56,16.3927,17.56,545889,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-545889,-40436.22222222222,False,False,False,False,4223887.148148148,False,False,False,False
2025-05-23 00:00:00+00:00,16.54,16.95,16.02,16.34,350475,,"rgba(239, 83, 80, 0.5)",,,,3.590468937003574,-58.97617234250893,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-195414,-51916.05761316872,False,False,False,False,3936967.729766804,False,False,False,False
2025-05-30 00:00:00+00:00,16.57,16.95,16.3,16.61,276017,,"rgba(239, 83, 80, 0.5)",,,,7.039916586049276,-55.519012591778036,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,80603,-42099.83112330437,False,False,False,False,3665786.194228522,False,False,False,False
2025-06-06 00:00:00+00:00,17.0,17.45,16.285,16.48,817137,,"rgba(239, 83, 80, 0.5)",,,,17.99314011855055,-44.962655624954145,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,897740,27517.93414508854,False,False,False,False,3454775.142804187,False,False,False,False
2025-06-13 00:00:00+00:00,16.46,17.53,15.775,17.21,869272,16.588333333333335,"rgba(239, 83, 80, 0.5)",,16.588333333333335,,21.647547595383337,-41.60951521286514,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,28468,27588.3093936005,False,False,False,False,3263256.391485358,False,False,False,False
2025-06-20 00:00:00+00:00,16.63,16.94,16.14,16.62,1098435,16.578099098764874,"rgba(239, 83, 80, 0.5)",,16.578099098764874,,26.193100588681055,-37.33606313895396,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1126903,109019.02721629676,False,False,False,False,3102899.2513753315,False,False,False,False
2025-06-27 00:00:00+00:00,17.82,18.0,16.425,16.55,945731,16.84976546895226,"rgba(239, 83, 80, 0.5)",,16.84976546895226,,36.99157521149125,-27.125064180239722,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2072634,254471.98816323775,False,False,False,False,2943109.0105327144,False,False,False,False
2025-07-04 00:00:00+00:00,17.81,19.17,17.615,17.92,1182083,17.239000232204887,"rgba(239, 83, 80, 0.5)",,17.239000232204887,,44.63536181659336,-20.128510719931807,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,890551,301588.9520029979,False,False,False,False,2812662.639382143,False,False,False,False
2025-07-11 00:00:00+00:00,17.24,18.48,17.2,17.81,576240,17.288461689285903,#000000,,17.288461689285903,,46.667188010708344,-18.472652388907335,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,314311,302531.3259287018,False,False,False,False,2647001.703131614,False,False,False,False
