date,Close,High,Low,Open,Volume,aVWAP_OB_bull_855,aVWAP_OB_bull_844,aVWAP_OB_bull_819,aVWAP_OB_bull_311,aVWAP_OB_bear_597,aVWAP_OB_bear_337,aVWAP_OB_bear_322,aVWAP_OB_bear_81,aVWAP_OB_bear_71,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,1.62,1.6389,1.56,1.59,290882,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,290882.0,False,False,False,False
2022-01-04 00:00:00+00:00,1.55,1.64,1.5401,1.64,210426,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-210426,-8252.0,False,False,False,False,287726.8627450981,False,False,False,False
2022-01-05 00:00:00+00:00,1.55,1.6,1.49,1.57,272292,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-210426,-16180.392156862745,False,False,False,False,287121.57400999614,False,False,False,False
2022-01-06 00:00:00+00:00,1.5,1.54,1.455,1.51,198651,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-409077,-31588.10226835832,False,False,False,False,283652.13973509433,False,False,False,False
2022-01-07 00:00:00+00:00,1.54,1.54,1.49,1.5,146834,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,9.658575523384494,-41.14630577023088,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-262243,-40633.392375481526,False,False,False,False,278286.72249058087,False,False,False,False
2022-01-10 00:00:00+00:00,1.51,1.54,1.45,1.54,240959,,,,,,,,,,1.5,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,14.234197854958964,-37.48857282869787,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-503202,-58773.33777252147,False,False,False,False,276822.89023604826,False,False,False,False
2022-01-11 00:00:00+00:00,1.53,1.55,1.475,1.5,255519,,,,,,,,,,1.5094354936170387,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,20.449964433940146,-32.38035524428122,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-247683,-66181.55982065787,False,False,False,False,275987.4435601248,False,False,False,False
2022-01-12 00:00:00+00:00,1.58,1.62,1.545,1.56,281948,,,,,,,,,,1.5355978196171935,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,30.28109512107645,-24.058996702903265,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34265,-62242.47904337718,False,False,False,False,276221.19087149244,False,False,False,False
2022-01-13 00:00:00+00:00,1.64,1.68,1.61,1.63,233580,,,,,,,,,,1.6018987346254208,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,41.02734507892178,-15.136162347655578,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,267845,-49297.87202206827,False,False,False,False,274548.9873079045,False,False,False,False
2022-01-14 00:00:00+00:00,1.54,1.65,1.5319,1.65,218851,,,,,,,,,,1.586322030441171,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,41.61947979813292,-15.136162347655578,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,48994,-45443.288805516575,False,False,False,False,272364.75251151616,False,False,False,False
2022-01-18 00:00:00+00:00,1.48,1.5366,1.48,1.53,223492,,,,,,,,,,1.563068232314401,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,39.55618049626745,-15.136162347655578,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-174498,-50504.25787196691,False,False,False,False,270448.17398165277,False,False,False,False
2022-01-19 00:00:00+00:00,1.65,1.67,1.5401,1.55,335435,,,,,,,,,,1.5771290811129202,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,45.69996542256022,-13.189697438526224,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,160937,-42212.44383777213,False,False,False,False,272996.6769627644,False,False,False,False
2022-01-20 00:00:00+00:00,1.65,1.72,1.6301,1.69,303419,,,,,,,,,,1.6178740609131073,"rgba(239, 83, 80, 1.0)",0.0,0.0,,1.6666999999999998,,49.79582204008873,-9.756348149400573,False,False,False,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,160937,-34245.798981388914,False,False,False,False,274189.70923873445,False,False,False,False
2022-01-21 00:00:00+00:00,1.58,1.645,1.55,1.64,325889,,,,,,,,,,1.6044410048494482,"rgba(239, 83, 80, 1.0)",0.0,0.0,,1.6278437674927593,,49.66074111270301,-9.756348149400573,False,False,False,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-164952,-39371.53235466778,False,False,False,False,276217.1324058429,False,False,False,False
2022-01-24 00:00:00+00:00,1.5,1.56,1.425,1.56,366927,,,,,,,,,,1.5776996304290731,"rgba(239, 83, 80, 1.0)",0.0,0.0,,1.5789155878214813,,46.98429448823897,-9.756348149400573,False,False,False,False,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-531879,-58685.55069370042,False,False,False,False,279774.3821154177,False,False,False,False
2022-01-25 00:00:00+00:00,1.52,1.5409,1.42,1.48,358905,,,,,,,,,,1.5626924669135442,"rgba(239, 83, 80, 1.0)",0.0,0.0,,1.5563288236885735,,46.005734789736586,-9.756348149400573,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-172974,-63167.45066649648,False,False,False,False,282877.5436010876,False,False,False,False
2022-01-26 00:00:00+00:00,1.51,1.5606,1.46,1.56,162445,,,,,,,,,,1.5589214453837066,"rgba(239, 83, 80, 1.0)",0.0,0.0,,1.551391112282563,,45.026376108843806,-9.756348149400573,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-335419,-73843.98201290838,False,False,False,False,278154.69875398616,False,False,False,False
2022-01-27 00:00:00+00:00,1.47,1.53,1.44,1.53,189161,,,,,,,,,,1.5528560863523941,"rgba(239, 83, 80, 1.0)",0.0,0.0,,1.5434787373946288,,43.092311765554236,-9.756348149400573,False,False,False,True,False,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-524580,-91519.90428691197,False,False,False,False,274664.7497832416,False,False,False,False
2022-01-28 00:00:00+00:00,1.46,1.47,1.4101,1.47,153029,,,,,,,,,,1.5216794895890797,"rgba(239, 83, 80, 1.0)",0.0,0.0,,1.4911077167757747,,41.489745052840945,-9.756348149400573,False,False,False,True,False,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-677609,-114503.79039330757,False,False,False,False,269894.72037997725,False,False,False,False
2022-01-31 00:00:00+00:00,1.48,1.5,1.44,1.47,155097,,,,,,,,,,1.5220137274891936,"rgba(239, 83, 80, 1.0)",0.0,0.0,,1.4954174698213247,,41.45120017938581,-9.756348149400573,False,False,False,True,False,,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-522512,-130504.11233866807,False,False,False,False,265392.8489925272,False,False,False,False
