date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_882,Gap_Up_aVWAP_858,Gap_Up_aVWAP_782,Gap_Up_aVWAP_774,Gap_Up_aVWAP_756,Gap_Up_aVWAP_744,Gap_Up_aVWAP_726,Gap_Up_aVWAP_684,Gap_Up_aVWAP_678,Gap_Up_aVWAP_654,Gap_Down_aVWAP_870,Gap_Down_aVWAP_864,Gap_Down_aVWAP_827,Gap_Down_aVWAP_819,Gap_Down_aVWAP_804,Gap_Down_aVWAP_799,Gap_Down_aVWAP_798,Gap_Down_aVWAP_792,Gap_Down_aVWAP_762,Gap_Down_aVWAP_732,aVWAP_OB_bear_791,aVWAP_OB_bear_582,aVWAP_OB_bear_510,aVWAP_OB_bear_355,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-21 14:00:00+00:00,153.42,156.93,152.1,156.91,2201.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2201.0,False,False,False,False
2025-03-21 15:00:00+00:00,156.91,159.5,155.0,158.69,3629.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3629.0,56.263565891472865,False,False,False,False,2223.139534883721,False,False,False,False
2025-03-21 16:00:00+00:00,158.88,164.46,157.97,164.35,7919.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,11548.0,234.4300222342407,False,False,False,False,2311.4474490715697,False,False,False,False
2025-03-21 17:00:00+00:00,164.365,164.87,161.4,161.4,2734.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.52511211352072,40.572600902168645,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,8814.0,367.4466110368106,False,False,False,False,2317.9986514115453,False,False,False,False
2025-03-21 18:00:00+00:00,161.125,162.45,159.99,161.04,3108.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5964727487222,34.065318747038745,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,5706.0,450.21488063313916,False,False,False,False,2330.2467343353974,False,False,False,False
2025-03-21 19:00:00+00:00,161.04,161.54,159.5,160.22,3248.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2109041757208,28.22922180559273,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2458.0,481.3433320961912,False,False,False,False,2344.475467136399,False,False,False,False
2025-03-24 14:00:00+00:00,175.155,180.3,174.095,178.285,1869.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.80125361614643,23.492971903231364,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4327.0,540.9659160946999,False,False,False,False,2337.1037544676174,False,False,False,False
2025-03-24 15:00:00+00:00,178.08,179.29,174.91,178.445,2179.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.88937984967907,25.65903976877975,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,6506.0,633.4470646823789,False,False,False,False,2334.6525334681196,False,False,False,False
2025-03-24 16:00:00+00:00,178.445,179.3,177.26,177.86,941.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.13080157793004,26.435415571931657,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5565.0,709.905249726063,False,False,False,False,2313.0455174453577,False,False,False,False
2025-03-24 17:00:00+00:00,177.48,179.7,177.075,179.1,1768.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.25698308976463,27.41916498075932,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7333.0,812.5888892651936,False,False,False,False,2304.5951993454296,False,False,False,False
