date,Close,High,Low,Open,Volume,aVWAP_OB_bull_171,aVWAP_OB_bull_120,aVWAP_OB_bull_94,aVWAP_OB_bull_41,aVWAP_OB_bear_166,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,52.1829834237,52.9916040346,51.9853206077,52.2907995051,9526779,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,9526779.0,False,False,False,False
2022-01-07 00:00:00+00:00,56.0014696418,56.0553776825,52.4210772702,52.6501864433,20518718,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20518718,1519905.0370370368,False,False,False,False,10340996.703703703,False,False,False,False
2022-01-14 00:00:00+00:00,57.1425231705,57.9780978018,55.6600520505,56.7202435182,25531108,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,46049826,4818417.700960219,False,False,False,False,11466190.133058984,False,False,False,False
2022-01-21 00:00:00+00:00,51.3743628127,56.8011055793,51.0823609255,55.4264505407,25813973,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,83.7782294741902,34.66535754982043,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20235853,5960449.945333536,False,False,False,False,12528988.863943502,False,False,False,False
2022-01-28 00:00:00+00:00,52.8478492593,54.5189985218,49.5684434484,50.3590947124,27749109,,,,,,52.311763743166665,"rgba(38, 166, 154, 1.0)",0.0,0.0,,52.311763743166665,,74.37300530715765,26.43982763614514,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,47984962,9073376.764197718,False,False,False,False,13656405.170318058,False,False,False,False
2022-02-04 00:00:00+00:00,55.8571402653,56.6252776092,52.007416636,52.4773359522,23345244,,,,,,53.46233222316748,"rgba(239, 83, 80, 1.0)",0.0,0.0,,53.46233222316748,,70.84742177084269,23.97795876330862,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,71330206,13684993.744627517,False,False,False,False,14374096.935479684,False,False,False,False
2022-02-11 00:00:00+00:00,56.3270595816,58.405548865,55.6944758866,55.9926939142,23569389,,,,,,55.66391231255787,"rgba(239, 83, 80, 1.0)",0.0,0.0,,55.66391231255787,,68.72670001412055,22.738705876375633,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,94899595,19700890.133914366,False,False,False,False,15055229.680999707,False,False,False,False
2022-02-18 00:00:00+00:00,50.9500981744,56.8331265376,50.6157325071,56.3451334014,30955439,,,,,,54.27386071918065,"rgba(239, 83, 80, 1.0)",0.0,0.0,,54.27386071918065,,61.594037922403444,16.60829825463388,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,63944156,22978169.08695775,False,False,False,False,16233022.963888617,False,False,False,False
2022-02-25 00:00:00+00:00,49.1336792789,51.1715024676,45.7358011459,50.6066955971,27858203,,,,,,52.727647352806244,"rgba(38, 166, 154, 1.0)",0.0,0.0,,52.727647352806244,,55.237833173784836,11.288701714089136,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,36085953,23949116.043479398,False,False,False,False,17094147.411007978,False,False,False,False
2022-03-04 00:00:00+00:00,46.0159453537,48.3474681151,45.0083298967,47.5251093117,33941353,,,,,,51.18498612268517,"rgba(239, 83, 80, 1.0)",0.0,0.0,,51.18498612268517,,48.938324184375354,6.0328054609022885,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2144600,22333966.706925366,False,False,False,False,18342088.56574813,False,False,False,False
