date,Open,High,Low,Close,Volume,aVWAP_OB_bull_432,aVWAP_OB_bull_422,aVWAP_OB_bull_406,aVWAP_OB_bull_377,aVWAP_OB_bull_49,aVWAP_OB_bull_1,aVWAP_OB_bear_354,aVWAP_OB_bear_335,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,90.72,90.72,89.45,89.47,768.0,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,768.0,False,False,False,False
2023-11-10 17:00:00+00:00,89.975,90.685,89.975,90.62,870.0,,,,,,90.42666666666666,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,870.0,13.488372093023255,False,False,False,False,769.5813953488372,False,False,False,False
2023-11-13 17:00:00+00:00,90.62,90.62,90.62,90.62,0.0,,,,,,90.42666666666666,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,870.0,26.767622138092662,False,False,False,False,757.6499008473048,False,False,False,False
2023-11-14 17:00:00+00:00,93.96,93.96,93.79,93.79,20.0,,,,,,90.50352059925093,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,890.0,40.15106985688192,False,False,False,False,746.2134682760288,False,False,False,False
2023-11-15 17:00:00+00:00,94.63,94.63,94.15,94.15,110.0,,,,,,90.92223333333334,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1000.0,55.032448618790724,False,False,False,False,736.3496935740749,False,False,False,False
2023-11-16 17:00:00+00:00,93.91,94.23,93.91,94.21,743.0,,,,,,92.28394530502965,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1743.0,81.20248817508853,False,False,False,False,736.4527991000582,False,False,False,False
2023-11-17 17:00:00+00:00,94.78,95.16,94.78,95.13,186.0,,,,,,92.54808536374634,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1929.0,109.85051161423445,False,False,False,False,727.9186471760263,False,False,False,False
2023-11-20 17:00:00+00:00,95.27,95.68,95.235,95.63,771.0,,,,,,93.39530432098766,,,95.515,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2700.0,150.0078680233161,False,False,False,False,728.5865751267855,False,False,False,False
2023-11-21 17:00:00+00:00,95.63,95.63,95.63,95.63,0.0,,,,,,93.39530432098766,,,95.515,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2700.0,189.54262975938872,False,False,False,False,717.290659233347,False,False,False,False
2023-11-22 17:00:00+00:00,95.52,95.52,95.32,95.51,888.0,,,,,,93.90382432181346,,,95.48020795660035,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,98.8270866994792,48.94437802953128,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1812.0,214.69700759257648,False,False,False,False,719.9373156793416,False,False,False,False
2023-11-23 17:00:00+00:00,95.51,95.51,95.51,95.51,0.0,,,,,,93.90382432181346,,,95.48020795660035,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,98.045144499132,48.31100484725005,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1812.0,239.46139507176136,False,False,False,False,708.7754968315999,False,False,False,False
2023-11-24 17:00:00+00:00,95.89,95.9,95.815,95.9,23.0,,,,,,93.91635834948768,,,95.48556084026951,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,97.6721480313669,48.05975778389896,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1835.0,264.1984277063077,False,False,False,False,698.1433185861487,False,False,False,False
2023-11-27 17:00:00+00:00,95.6,95.795,95.6,95.76,145.0,,,,,,93.9859234114306,,,95.50403484765552,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,95.85392248923479,46.48577002470374,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1690.0,286.30387843954327,False,False,False,False,689.5674531817122,False,False,False,False
2023-11-28 17:00:00+00:00,95.76,95.76,95.67,95.67,39.0,,,,,,94.00353842775583,,,95.50813058235082,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,93.59844384658504,44.586877525979816,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1651.0,307.46195784358133,False,False,False,False,679.4811360781197,False,False,False,False
2023-11-29 17:00:00+00:00,96.49,96.7,96.32,96.37,80.0,,,,,,94.05432129032258,,,95.54739893799244,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,92.92771483953463,44.17189920457119,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1731.0,329.5323150863165,False,False,False,False,670.1868548986139,False,False,False,False
