date,Close,High,Low,Open,Volume,aVWAP_OB_bull_868,aVWAP_OB_bull_841,aVWAP_OB_bull_817,aVWAP_OB_bull_584,aVWAP_OB_bull_457,aVWAP_OB_bull_241,aVWAP_OB_bull_233,aVWAP_OB_bull_219,aVWAP_OB_bull_211,aVWAP_OB_bull_196,aVWAP_OB_bear_808,aVWAP_OB_bear_577,aVWAP_OB_bear_445,aVWAP_OB_bear_106,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,65.0483805575,65.096258865,64.6676340168,65.0871391874,4188,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,63.39958,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4188.0,False,False,False,False
2022-01-04 00:00:00+00:00,64.8956259573,65.0597801545,64.7569156607,65.0506604769,1331,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1331,-52.19607843137255,False,False,False,False,4075.9607843137255,False,False,False,False
2022-01-05 00:00:00+00:00,64.3119665895,65.0415407993,64.3119665895,64.8454677304,1244,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2575,-151.12956555171087,False,False,False,False,3964.903498654364,False,False,False,False
2022-01-06 00:00:00+00:00,63.8103843203,64.1568408732,63.7556662546,64.0658264905,6674,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9249,-507.9087982751732,False,False,False,False,4071.1425771385066,False,False,False,False
2022-01-07 00:00:00+00:00,64.0292565832,64.0292565832,63.8651023861,63.8651023861,2304,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,5.735709206225512,-44.74226656095995,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6945,-760.3437473624213,False,False,False,False,4001.8428682311146,False,False,False,False
2022-01-10 00:00:00+00:00,62.1870817036,62.1870817036,61.7766962106,62.177962026,2137,,,,,,,,,,,,,,,62.05028653926667,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,6.0357239871826245,-44.74226656095995,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9082,-1086.6832082501694,False,False,False,False,3928.7117753593066,False,False,False,False
2022-01-11 00:00:00+00:00,62.588347519,62.588347519,62.3056375127,62.3785949337,4735,,,,,,,,,,,,,,,62.35609388973627,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,10.229071837585028,-41.15782538449559,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4347,-1214.5387687109471,False,False,False,False,3960.3309214236474,False,False,False,False
2022-01-12 00:00:00+00:00,63.769345771,63.9288489326,63.2996823735,63.5641530245,3227,,,,,,,,,,,,,,,62.77464372573537,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,20.986605626252953,-31.650776232944807,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1120,-1210.8313660164004,False,False,False,False,3931.5728460737005,False,False,False,False
2022-01-13 00:00:00+00:00,63.6051915738,63.9829286209,63.6051915738,63.8468630308,1184,,,,,,,,,,,,,,,62.87501143586246,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,27.549855006347784,-26.4295958031004,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2304,-1253.7007242118357,False,False,False,False,3823.8248913257125,False,False,False,False
2022-01-14 00:00:00+00:00,63.1628872092,63.4547168931,63.0078526896,63.1993659197,2419,,,,,,,,,,,,,,,62.93388415491935,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,30.39433826847424,-24.64360483911816,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4723,-1389.7516762035284,False,False,False,False,3768.7337191168613,False,False,False,False
2022-01-18 00:00:00+00:00,62.4059539666,62.5792278414,62.2691588022,62.5792278414,2599,,,,,,,,,,,,,,,62.85165068233083,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,30.182183946821695,-24.64360483911816,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7322,-1622.3888653720173,False,False,False,False,3722.861808563259,False,False,False,False
2022-01-19 00:00:00+00:00,62.7789487813,62.8254591372,62.6339459071,62.8254591372,11951,,,,,,,,,,,,,,,62.80700882400975,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,32.072521622014314,-24.004341358807807,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4629,-1377.2363608476246,False,False,False,False,4045.5338945019544,False,False,False,False
