date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_888,Gap_Up_aVWAP_882,Gap_Up_aVWAP_810,Gap_Up_aVWAP_792,Gap_Up_aVWAP_774,Gap_Up_aVWAP_756,Gap_Up_aVWAP_708,Gap_Up_aVWAP_672,Gap_Up_aVWAP_594,Gap_Up_aVWAP_588,Gap_Down_aVWAP_864,Gap_Down_aVWAP_828,Gap_Down_aVWAP_822,Gap_Down_aVWAP_768,Gap_Down_aVWAP_723,Gap_Down_aVWAP_720,Gap_Down_aVWAP_714,Gap_Down_aVWAP_696,Gap_Down_aVWAP_636,Gap_Down_aVWAP_624,aVWAP_OB_bull_773,aVWAP_OB_bull_725,aVWAP_OB_bull_465,aVWAP_OB_bull_338,aVWAP_OB_bull_197,aVWAP_OB_bear_857,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-06 15:00:00+00:00,18.695,18.75,18.695,18.71,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,200.0,False,False,False,False
2025-03-06 16:00:00+00:00,18.71,18.75,18.705,18.72,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,200.0,3.10077519379845,False,False,False,False,200.0,False,False,False,False
2025-03-06 17:00:00+00:00,18.72,18.72,18.555,18.57,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5314685314682,-60.139860139861284,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,100.0,4.603088756685295,False,False,False,False,198.44961240310076,False,False,False,False
2025-03-06 18:00:00+00:00,18.57,18.6,18.57,18.6,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.06567981405739,-60.139860139861284,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,400.0,10.733273427124283,False,False,False,False,200.02403701700615,False,False,False,False
2025-03-06 19:00:00+00:00,18.6,18.68,18.51,18.68,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.69722069519383,-60.139860139861284,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1300.0,30.72190484685879,False,False,False,False,210.8763775283704,False,False,False,False
2025-03-06 20:00:00+00:00,18.68,18.68,18.52,18.55,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.478239737404536,-60.139860139861284,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,700.0,41.09830942287648,False,False,False,False,216.9093019077755,False,False,False,False
2025-03-07 15:00:00+00:00,18.58,18.6,18.53,18.53,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.037841719767094,-60.139860139861284,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-44.0,39.77895578841328,False,False,False,False,225.08125071540687,False,False,False,False
2025-03-07 16:00:00+00:00,18.51,18.51,18.51,18.51,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.79257897048243,-60.139860139861284,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-144.0,36.92966965215881,False,False,False,False,223.14200651826877,False,False,False,False
2025-03-07 17:00:00+00:00,18.43,18.44,18.41,18.44,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.15656437540024,-60.139860139861284,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-563.0,27.628434463753244,False,False,False,False,226.17856455674521,False,False,False,False
2025-03-07 18:00:00+00:00,18.44,18.65,18.44,18.64,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.570729199955124,-60.023791716237604,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-63.0,26.223342456563273,False,False,False,False,230.42385812950886,False,False,False,False
