date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_442,Gap_Up_aVWAP_439,Gap_Up_aVWAP_435,Gap_Up_aVWAP_430,Gap_Up_aVWAP_425,Gap_Up_aVWAP_424,Gap_Up_aVWAP_421,Gap_Up_aVWAP_420,Gap_Up_aVWAP_418,Gap_Up_aVWAP_412,Gap_Down_aVWAP_445,Gap_Down_aVWAP_443,Gap_Down_aVWAP_440,Gap_Down_aVWAP_437,Gap_Down_aVWAP_436,Gap_Down_aVWAP_431,Gap_Down_aVWAP_419,Gap_Down_aVWAP_416,Gap_Down_aVWAP_413,Gap_Down_aVWAP_411,aVWAP_OB_bull_402,aVWAP_OB_bull_125,aVWAP_OB_bear_330,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-16 17:00:00+00:00,35.335,35.47,35.155,35.22,18748.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,36.3175,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,18748.0,False,False,False,False
2023-11-17 17:00:00+00:00,35.35,35.785,35.35,35.73,82828.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,82828.0,1284.15503875969,False,False,False,False,19741.488372093023,False,False,False,False
2023-11-20 17:00:00+00:00,35.635,36.015,35.63,35.99,9219.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,92047.0,2691.330929631633,False,False,False,False,19578.34901748693,False,False,False,False
2023-11-21 17:00:00+00:00,35.61,35.825,35.54,35.625,36916.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.82205746061167,39.03985171455051,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,55131.0,3504.349054753623,False,False,False,False,19847.149807913487,False,False,False,False
2023-11-22 17:00:00+00:00,35.855,35.885,35.51,35.555,25934.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.15773433960456,31.072637458007407,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,29197.0,3902.684728323334,False,False,False,False,19941.51957833343,False,False,False,False
2023-11-23 17:00:00+00:00,35.555,35.555,35.555,35.555,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.71485225893315,26.243597133923984,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,29197.0,4294.844655015996,False,False,False,False,19632.34873215772,False,False,False,False
2023-11-24 17:00:00+00:00,35.835,35.97,35.83,35.895,3580.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.67308701643168,26.243597133923984,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,32777.0,4736.428458814198,False,False,False,False,19383.475108403334,False,False,False,False
2023-11-27 17:00:00+00:00,35.995,36.07,35.9,35.93,5223.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.97338366419433,26.243597133923984,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,38000.0,5252.142746274443,False,False,False,False,19163.932858660646,False,False,False,False
2023-11-28 17:00:00+00:00,36.08,36.105,35.76,35.78,8929.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.71064925237987,24.786025635851445,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,29071.0,5621.4273548593355,False,False,False,False,19005.25172906901,False,False,False,False
2023-11-29 17:00:00+00:00,35.705,35.99,35.69,35.765,11882.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2069711165758,22.499834602709512,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,17189.0,5800.769566411904,False,False,False,False,18894.81371776561,False,False,False,False
