date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_888,Gap_Up_aVWAP_876,Gap_Up_aVWAP_840,Gap_Up_aVWAP_822,Gap_Up_aVWAP_799,Gap_Up_aVWAP_798,Gap_Up_aVWAP_768,Gap_Up_aVWAP_720,Gap_Up_aVWAP_702,Gap_Up_aVWAP_690,Gap_Down_aVWAP_894,Gap_Down_aVWAP_804,Gap_Down_aVWAP_780,Gap_Down_aVWAP_732,Gap_Down_aVWAP_684,Gap_Down_aVWAP_677,Gap_Down_aVWAP_640,Gap_Down_aVWAP_612,Gap_Down_aVWAP_594,Gap_Down_aVWAP_588,aVWAP_OB_bull_737,aVWAP_OB_bull_700,aVWAP_OB_bull_594,aVWAP_OB_bull_455,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,137.345,137.43,135.895,136.255,652.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,652.0,False,False,False,False
2025-01-06 16:00:00+00:00,136.255,137.37,135.86,136.92,234.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,234.0,3.627906976744186,False,False,False,False,645.5193798449612,False,False,False,False
2025-01-06 17:00:00+00:00,136.92,137.43,136.92,137.43,181.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,415.0,10.005768884081485,False,False,False,False,638.3175289946518,False,False,False,False
2025-01-06 18:00:00+00:00,137.43,137.43,137.115,137.345,327.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.33650554169307,47.60285498752377,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,88.0,11.214981769599602,False,False,False,False,633.4909006381455,False,False,False,False
2025-01-06 19:00:00+00:00,137.345,137.345,136.72,136.72,288.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.35593723566564,35.18015317959748,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-200.0,7.94033088945077,False,False,False,False,628.1344525662363,False,False,False,False
2025-01-06 20:00:00+00:00,136.72,137.0,136.47,137.0,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.51944797945615,29.951378770036413,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1682.0,33.89474436403293,False,False,False,False,647.5742284954418,False,False,False,False
2025-01-07 15:00:00+00:00,137.95,137.95,135.88,136.36,708.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.6668114082417,21.075666126175193,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,974.0,48.47001964521071,False,False,False,False,648.5110621621792,False,False,False,False
2025-01-07 16:00:00+00:00,136.36,136.725,135.935,135.95,676.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.82312473437605,13.265225244484824,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,298.0,52.33870151117644,False,False,False,False,648.9372472449361,False,False,False,False
2025-01-07 17:00:00+00:00,135.95,136.53,135.645,136.1,121.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.713927161468895,9.67054071545622,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,419.0,58.023372805576805,False,False,False,False,640.7521736442394,False,False,False,False
2025-01-07 18:00:00+00:00,136.5,136.805,136.26,136.375,1044.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.75584287467617,9.419288663265547,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,1463.0,79.80595617293221,False,False,False,False,647.0040779288248,False,False,False,False
