date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_133,Gap_Down_aVWAP_115,Gap_Down_aVWAP_19,aVWAP_OB_bull_189,aVWAP_OB_bull_95,aVWAP_OB_bull_72,aVWAP_OB_bear_152,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.5228765165,11.5422426955,10.6804477291,11.513193427,111952,,,,,,,,#000000,1.0,11.880566,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,111952.0,False,False,False,False
2022-01-07 00:00:00+00:00,11.7164762967,11.8812621282,11.4744610689,11.6293905011,29172,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,29172,2160.8888888888887,False,False,False,False,105820.14814814815,False,False,False,False
2022-01-14 00:00:00+00:00,11.561195475,11.8327671807,11.5320985065,11.6678843594,81005,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.79482469634662,-9.423288866440195,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-51833,-1838.6584362139918,False,False,False,False,103981.9890260631,False,False,False,False
2022-01-21 00:00:00+00:00,11.3478177061,11.7842722333,11.3187207376,11.5902924434,237004,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.14034324719654,-9.423288866440195,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-288837,-23097.794848346286,False,False,False,False,113835.4713204288,False,False,False,False
2022-01-28 00:00:00+00:00,11.1538379163,11.6387873909,10.4361126938,11.2993227587,176599,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,11.076246000333331,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.372173672725864,-9.423288866440195,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-465436,-55863.58782254285,False,False,False,False,118484.62159298963,False,False,False,False
2022-02-04 00:00:00+00:00,10.9744066107,11.5029045481,10.911363179,11.0859449898,40213,,,,,,,,#000000,0.0,0.0,,11.086134013776219,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.10198143609728,-9.423288866440195,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-505649,-89181.02576161375,False,False,False,False,112686.72369721263,False,False,False,False
2022-02-11 00:00:00+00:00,11.2217308427,11.3575166956,10.9114601689,10.9114601689,18050,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,11.092085192580477,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.781565350552114,-9.423288866440195,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-487599,-118693.4682977905,False,False,False,False,105676.59601593761,False,False,False,False
2022-02-18 00:00:00+00:00,11.2944732639,11.2993227587,10.911363179,11.1538379163,31302,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,11.101058533871337,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.39098285795386,-9.423288866440195,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-456297,-143701.137312769,False,False,False,False,100167.36668142372,False,False,False,False
2022-02-25 00:00:00+00:00,10.9598581264,11.3478177061,10.5577380221,11.1903061168,49484,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,11.078182627493302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.95450165265565,33.263644782079254,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-505781,-170521.86788219353,False,False,False,False,96413.04322354047,False,False,False,False
2022-03-04 00:00:00+00:00,10.7852763156,11.4351086116,10.6785874311,11.0665470108,134637,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,11.044736490158792,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36063539392468,28.118884682855366,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-640418,-205328.98877980883,False,False,False,False,99244.44742920414,False,False,False,False
