date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_888,Gap_Up_aVWAP_870,Gap_Up_aVWAP_852,Gap_Up_aVWAP_834,Gap_Up_aVWAP_804,Gap_Up_aVWAP_780,Gap_Up_aVWAP_726,Gap_Up_aVWAP_636,Gap_Up_aVWAP_624,Gap_Up_aVWAP_546,Gap_Down_aVWAP_894,Gap_Down_aVWAP_732,Gap_Down_aVWAP_630,Gap_Down_aVWAP_588,Gap_Down_aVWAP_582,Gap_Down_aVWAP_576,Gap_Down_aVWAP_564,Gap_Down_aVWAP_552,Gap_Down_aVWAP_510,Gap_Down_aVWAP_492,aVWAP_OB_bull_748,aVWAP_OB_bull_724,aVWAP_OB_bear_336,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,8.26,8.305,8.05,8.14,9374.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,9374.0,False,False,False,False
2025-01-06 16:00:00+00:00,8.14,8.25,8.1,8.16,6370.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,6370.0,98.75968992248062,False,False,False,False,9327.426356589147,False,False,False,False
2025-01-06 17:00:00+00:00,8.16,8.175,8.08,8.145,6810.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.74576271186392,-3.3898305084762868,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-440.0,90.40682651282975,False,False,False,False,9288.396490595516,False,False,False,False
2025-01-06 18:00:00+00:00,8.145,8.145,8.08,8.085,3934.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.406685759894465,-3.3898305084762868,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-4374.0,21.191216799452548,False,False,False,False,9205.382591516516,False,False,False,False
2025-01-06 19:00:00+00:00,8.085,8.12,8.04,8.075,5002.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.85170288169225,-3.3898305084762868,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-9376.0,-124.50167028270951,False,False,False,False,9140.213869167423,False,False,False,False
2025-01-06 20:00:00+00:00,8.075,8.16,8.055,8.105,14503.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.18940168689376,32.4742098077668,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,5127.0,-43.08303973569075,False,False,False,False,9223.357840188082,False,False,False,False
2025-01-07 15:00:00+00:00,7.945,7.96,7.77,7.89,6848.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49214173820211,20.666045766109633,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1721.0,-69.0972561738971,False,False,False,False,9186.530586851832,False,False,False,False
2025-01-07 16:00:00+00:00,7.89,7.915,7.715,7.725,2451.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8569255224848,10.696416391349828,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4172.0,-132.70815142701497,False,False,False,False,9082.103756047927,False,False,False,False
2025-01-07 17:00:00+00:00,7.745,7.825,7.73,7.81,3541.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.57423629177431,8.154392027168583,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-631.0,-140.43360644365038,False,False,False,False,8996.195170682844,False,False,False,False
2025-01-07 18:00:00+00:00,7.815,7.89,7.75,7.76,4626.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.543668284221244,4.437700105533779,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5257.0,-219.76021719646198,False,False,False,False,8928.440206796287,False,False,False,False
