date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_34,Gap_Up_aVWAP_33,Gap_Up_aVWAP_32,Gap_Up_aVWAP_23,Gap_Up_aVWAP_22,Gap_Up_aVWAP_20,Gap_Up_aVWAP_18,Gap_Up_aVWAP_17,Gap_Up_aVWAP_13,Gap_Up_aVWAP_6,Gap_Down_aVWAP_31,Gap_Down_aVWAP_24,Gap_Down_aVWAP_16,Gap_Down_aVWAP_15,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-09-03 00:00:00+00:00,20.1007,20.13,20.016,20.13,523,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,523.0,False,False,False,False
2025-09-04 00:00:00+00:00,20.2892,20.2892,20.14,20.15,1185,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,20.2,20.13,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1185,46.470588235294116,False,False,False,False,548.9607843137255,False,False,False,False
2025-09-05 00:00:00+00:00,20.2254,20.3,20.2,20.3,498,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.95665171898355,13.826606875934203,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,687,71.58938869665513,False,False,False,False,546.9623221837755,False,False,False,False
2025-09-08 00:00:00+00:00,20.3027,20.35,20.261,20.32,11718,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3292868650473,13.826606875934203,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,12405,555.2525499242372,False,False,False,False,985.0422311177451,False,False,False,False
2025-09-09 00:00:00+00:00,20.328,20.33,20.2754,20.3,1720,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,20.4003,20.35,0.0,85.49063888045126,13.826606875934203,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,14125,1087.3995087507378,False,False,False,False,1013.8641044072453,False,False,False,False
2025-09-10 00:00:00+00:00,20.4003,20.4436,20.4003,20.43,1883,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5698527787183,13.826606875934203,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,16008,1672.5210966428658,False,False,False,False,1047.947865018726,False,False,False,False
2025-09-11 00:00:00+00:00,20.5859,20.59,20.444,20.48,2453,,,,,,,,,,20.539966666666665,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,20.5573,20.4436,27.0,87.42116375877842,14.431039934913343,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,18461,2330.8928183431453,False,False,False,False,1103.0479487434818,False,False,False,False
2025-09-12 00:00:00+00:00,20.5573,20.64,20.5573,20.64,2009,,,,,,,,,,20.560182735694006,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.82612585090817,15.433350988952782,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,16452,2884.661727427728,False,False,False,False,1138.575480165306,False,False,False,False
2025-09-15 00:00:00+00:00,20.6306,20.67,20.62,20.67,2265,,,,,,,,,,20.5871247757792,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.12436172355217,17.4102477308125,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,18717,3505.5377381168364,False,False,False,False,1182.7489907470588,False,False,False,False
2025-09-16 00:00:00+00:00,20.6378,20.6378,20.615,20.62,728,,,,,,,,,,20.591331182651466,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3863828687819,19.36378477291565,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,19445,4130.6146895632355,False,False,False,False,1164.9156969922722,False,False,False,False
