date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_22,Gap_Down_aVWAP_24,aVWAP_OB_bull_63,aVWAP_OB_bull_24,aVWAP_OB_bear_147,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,53.2902471907,53.5888411928,51.9158365636,52.0958711825,3076949,,,,,,#000000,-1.0,49.674187,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3076949.0,False,False,False,False
2022-01-07 00:00:00+00:00,51.2000891763,53.4307620152,50.7961090559,52.6228017744,6650004,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-6650004,-492592.8888888889,False,False,False,False,3341619.7407407407,False,False,False,False
2022-01-14 00:00:00+00:00,50.2252675814,52.6579304805,49.4656093114,51.0859208814,8012593,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-14662597,-1542222.8230452673,False,False,False,False,3687617.75994513,False,False,False,False
2022-01-21 00:00:00+00:00,48.6444758058,50.1813566987,48.6093470997,49.9354557559,5462970,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-20125567,-2918766.8361530253,False,False,False,False,3819125.333282528,False,False,False,False
2022-01-28 00:00:00+00:00,48.2756243915,49.0572381027,46.9582979118,48.0999808609,6592377,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,48.09705346866667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-26717944,-4681668.848289838,False,False,False,False,4024551.3826690074,False,False,False,False
2022-02-04 00:00:00+00:00,48.9518519844,50.3218715232,48.0385056251,48.2229313323,4924309,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,48.527636708802106,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.045235007427907,-46.175988782040804,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-21793635,-5949221.896564664,False,False,False,False,4091200.095063896,False,False,False,False
2022-02-11 00:00:00+00:00,50.4623863477,51.4372079427,48.846465866,49.0835846323,5015241,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,49.04974647696113,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.142087336272473,-37.74253840703146,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-16778394,-6751382.79311543,False,False,False,False,4159647.5695036077,False,False,False,False
2022-02-18 00:00:00+00:00,50.10231711,52.4558525985,49.7074704531,50.3130893467,8071451,,,,,,"rgba(239, 83, 80, 0.5)",1.0,54.202007,,50.18222998506342,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0173509956352,-32.6826730727061,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-24849845,-8092009.623255027,False,False,False,False,4449410.786577415,False,False,False,False
2022-02-25 00:00:00+00:00,50.0671884038,50.4711685243,47.6081789751,49.5841686946,5299755,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,49.89000313115966,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.15323552679918,-29.370696193379057,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-30149600,-9725905.206717618,False,False,False,False,4512399.246830939,False,False,False,False
2022-03-04 00:00:00+00:00,48.7410797476,49.6983369895,47.8452977415,49.3821786344,7313920,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,49.554417049900835,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.162601594906242,-29.007897694931465,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-37463520,-11780543.33955335,False,False,False,False,4719919.30262124,False,False,False,False
