date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_876,Gap_Up_aVWAP_852,Gap_Up_aVWAP_846,Gap_Up_aVWAP_798,Gap_Up_aVWAP_720,Gap_Up_aVWAP_714,Gap_Up_aVWAP_690,Gap_Up_aVWAP_660,Gap_Up_aVWAP_654,Gap_Up_aVWAP_624,Gap_Down_aVWAP_894,Gap_Down_aVWAP_870,Gap_Down_aVWAP_864,Gap_Down_aVWAP_858,Gap_Down_aVWAP_804,Gap_Down_aVWAP_768,Gap_Down_aVWAP_732,Gap_Down_aVWAP_648,Gap_Down_aVWAP_642,Gap_Down_aVWAP_612,aVWAP_OB_bull_823,aVWAP_OB_bull_648,aVWAP_OB_bear_857,aVWAP_OB_bear_368,aVWAP_OB_bear_222,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,18.14,18.165,18.045,18.08,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,200.0,False,False,False,False
2025-01-06 16:00:00+00:00,18.075,18.125,18.04,18.115,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,260.0,4.0310077519379846,False,False,False,False,200.93023255813952,False,False,False,False
2025-01-06 17:00:00+00:00,18.115,18.115,18.065,18.085,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.63636363636434,-7.272727272724822,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,35.0,4.51114716663662,False,False,False,False,201.3034072471606,False,False,False,False
2025-01-06 18:00:00+00:00,18.085,18.09,18.035,18.05,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.07777847584417,-7.272727272724822,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-515.0,-3.543289223543793,False,False,False,False,206.7095559720108,False,False,False,False
2025-01-06 19:00:00+00:00,18.04,18.05,18.0,18.01,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.914597415268844,-7.272727272724822,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-562.0,-12.201532801473345,False,False,False,False,204.23343882515792,False,False,False,False
2025-01-06 20:00:00+00:00,18.01,18.015,17.91,17.96,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6080460213133,29.148785753946626,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-782.0,-24.136392758039648,False,False,False,False,204.47788163407017,False,False,False,False
2025-01-07 15:00:00+00:00,18.005,18.01,17.92,17.985,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.779661131538916,23.800331393507506,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-782.0,-35.886216126132055,False,False,False,False,201.30768191881327,False,False,False,False
2025-01-07 16:00:00+00:00,17.995,18.01,17.895,17.91,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.15342237968325,16.203045245133225,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-911.0,-49.45387169006799,False,False,False,False,200.18663258673865,False,False,False,False
2025-01-07 17:00:00+00:00,17.91,17.935,17.905,17.92,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.730577010782994,11.279029164733089,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-699.0,-59.524354299524305,False,False,False,False,200.36978556988998,False,False,False,False
2025-01-07 18:00:00+00:00,17.92,17.94,17.915,17.925,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.80720254252374,7.465304801781826,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-696.0,-69.39219376774874,False,False,False,False,197.3097888943878,False,False,False,False
