date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_149,Gap_Up_aVWAP_148,Gap_Up_aVWAP_146,Gap_Up_aVWAP_143,Gap_Up_aVWAP_139,Gap_Up_aVWAP_137,Gap_Up_aVWAP_131,Gap_Up_aVWAP_130,Gap_Up_aVWAP_128,Gap_Up_aVWAP_126,Gap_Down_aVWAP_152,Gap_Down_aVWAP_147,Gap_Down_aVWAP_145,Gap_Down_aVWAP_140,Gap_Down_aVWAP_138,Gap_Down_aVWAP_136,Gap_Down_aVWAP_129,Gap_Down_aVWAP_127,Gap_Down_aVWAP_124,Gap_Down_aVWAP_121,aVWAP_OB_bear_108,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-23 00:00:00+00:00,24.4808373569,24.4955111855,24.4808373569,24.4955111855,50003,,,,,,,,,,,,,,,,,,,,,,#000000,1.0,24.35693,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,50003.0,False,False,False,False
2025-01-24 00:00:00+00:00,24.4994242065,24.5052937379,24.4994242065,24.5052937379,200116,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,200116,7847.686274509804,False,False,False,False,55889.78431372549,False,False,False,False
2025-01-27 00:00:00+00:00,24.517815405,24.517815405,24.5150762903,24.5150762903,25020,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,225136,16368.79661668589,False,False,False,False,54679.20453671665,False,False,False,False
2025-01-28 00:00:00+00:00,24.5194784389,24.5248588427,24.5194784389,24.5248588427,400000,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,625136,40242.02027877664,False,False,False,False,68221.19651566894,False,False,False,False
2025-01-29 00:00:00+00:00,24.5101850141,24.5346413951,24.5101850141,24.5346413951,100023,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.24950886066333,42.89538312227472,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,525113,59256.56850313835,False,False,False,False,69468.32606407409,False,False,False,False
2025-01-30 00:00:00+00:00,24.5373805097,24.5542064999,24.5373805097,24.5542064999,95008,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.40023446752937,41.630797769642854,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,620121,81251.25209125057,False,False,False,False,70469.88190469865,False,False,False,False
2025-01-31 00:00:00+00:00,24.5070545973,24.5346413951,24.5070545973,24.5346413951,125029,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.21709850507344,31.751441546014874,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,495092,97480.3010288486,False,False,False,False,72609.45516333793,False,False,False,False
2025-02-03 00:00:00+00:00,24.5493152237,24.5493152237,24.5493152237,24.5493152237,8,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7303142991426,30.306893535849326,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,495100,113073.2304002663,False,False,False,False,69762.33927457959,False,False,False,False
2025-02-04 00:00:00+00:00,24.5688803284,24.5688803284,24.5688803284,24.5688803284,36,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.48090163798942,30.306893535849326,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,495136,128056.08411005978,False,False,False,False,67027.97302851765,False,False,False,False
2025-02-05 00:00:00+00:00,24.6226843666,24.6422494714,24.6226843666,24.6422494714,101,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.80895106421116,30.306893535849326,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,495237,142455.33571358683,False,False,False,False,64403.385850928724,False,False,False,False
2025-02-06 00:00:00+00:00,24.6120213845,24.6120213845,24.6120213845,24.6120213845,101,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.59152673134497,30.306893535849326,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,495136,156285.94999932853,False,False,False,False,61881.723660696225,False,False,False,False
2025-02-07 00:00:00+00:00,24.5737716046,24.5737716046,24.5737716046,24.5737716046,0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.22018471472666,28.700380998146954,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,495136,169574.18725425683,False,False,False,False,59454.98939949246,False,False,False,False
2025-02-10 00:00:00+00:00,24.5982279856,24.5982279856,24.5933367094,24.5933367094,100,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.18583173584531,27.018678536600973,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,495236,182345.23873448206,False,False,False,False,57127.3427563751,False,False,False,False
2025-02-11 00:00:00+00:00,24.559097776,24.559097776,24.559097776,24.559097776,100,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.83103999596837,22.19299211206456,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,495136,194611.5430978357,False,False,False,False,54890.97637377216,False,False,False,False
2025-02-12 00:00:00+00:00,24.4612722521,24.4612722521,24.4612722521,24.4612722521,1,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,24.4612722521,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.20637749367192,13.561098172943296,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,495135,206396.77670184214,False,False,False,False,52738.42828068305,False,False,False,False
2025-02-13 00:00:00+00:00,24.5199675665,24.5199675665,24.5199675665,24.5199675665,1,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,24.4906199093,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.54392783528711,11.605644136093552,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,495136,217719.88349784835,False,False,False,False,50670.293838303325,False,False,False,False
2025-02-14 00:00:00+00:00,24.559097776,24.559097776,24.559097776,24.559097776,25,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,24.554025341429632,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.76820123006091,11.605644136093552,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,495161,228599.92728224647,False,False,False,False,48684.20388386006,False,False,False,False
2025-02-18 00:00:00+00:00,24.5248588427,24.5248588427,24.5248588427,24.5248588427,5,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,24.549468076003127,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.10501958903426,10.557601241472916,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,495156,239053.10660451133,False,False,False,False,46775.215496257704,False,False,False,False
