date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_870,Gap_Up_aVWAP_804,Gap_Up_aVWAP_798,Gap_Up_aVWAP_780,Gap_Up_aVWAP_774,Gap_Up_aVWAP_750,Gap_Up_aVWAP_708,Gap_Up_aVWAP_677,Gap_Up_aVWAP_642,Gap_Up_aVWAP_612,Gap_Down_aVWAP_846,Gap_Down_aVWAP_839,Gap_Down_aVWAP_834,Gap_Down_aVWAP_828,Gap_Down_aVWAP_762,Gap_Down_aVWAP_756,Gap_Down_aVWAP_732,Gap_Down_aVWAP_582,Gap_Down_aVWAP_576,Gap_Down_aVWAP_546,aVWAP_OB_bull_478,aVWAP_OB_bull_444,aVWAP_OB_bear_821,aVWAP_OB_bear_502,aVWAP_OB_bear_317,aVWAP_OB_bear_223,aVWAP_OB_bear_171,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-16 15:00:00+00:00,84.54,85.21,84.54,85.21,2485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2485.0,False,False,False,False
2025-01-16 16:00:00+00:00,85.3,85.82,85.28,85.705,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1525.0,23.643410852713178,False,False,False,False,2470.1162790697676,False,False,False,False
2025-01-16 17:00:00+00:00,85.7,85.83,85.35,85.39,1562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,86.09271523178822,1.3245033112587663,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-37.0,22.70320293251607,False,False,False,False,2456.036956913647,False,False,False,False
2025-01-16 18:00:00+00:00,85.39,85.52,85.3,85.31,1042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,74.75214546024557,1.3245033112587663,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1079.0,5.622533119608843,False,False,False,False,2434.1139033180866,False,False,False,False
2025-01-16 19:00:00+00:00,85.31,85.47,85.25,85.35,1245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,68.0948241193449,1.3245033112587663,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,166.0,8.10900547434359,False,False,False,False,2415.678028848039,False,False,False,False
2025-01-16 20:00:00+00:00,85.35,85.77,85.35,85.4,4807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,64.76652847055897,1.3245033112587663,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4973.0,85.08405965303594,False,False,False,False,2452.752788090705,False,False,False,False
2025-01-17 15:00:00+00:00,85.44,85.83,85.38,85.83,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,68.35684228000065,1.3245033112587663,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,6349.0,182.1990354723687,False,False,False,False,2436.05894641488,False,False,False,False
2025-01-17 16:00:00+00:00,85.83,86.02,85.685,86.02,943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,72.14773520361852,1.3245033112587663,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7292.0,292.42850779062655,False,False,False,False,2412.9107456952693,False,False,False,False
2025-01-17 17:00:00+00:00,85.945,86.11,85.88,86.11,1144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,75.2403989848601,1.3245033112587663,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8436.0,418.6854301504618,False,False,False,False,2393.2377108782885,False,False,False,False
2025-01-17 18:00:00+00:00,86.11,86.19,85.82,85.84,2216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,71.32494539220454,1.3245033112587663,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,6220.0,508.62829169851665,False,False,False,False,2390.4898393918033,False,False,False,False
