date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_870,Gap_Up_aVWAP_840,Gap_Up_aVWAP_768,Gap_Up_aVWAP_750,Gap_Up_aVWAP_732,Gap_Up_aVWAP_726,Gap_Up_aVWAP_690,Gap_Up_aVWAP_654,Gap_Up_aVWAP_648,Gap_Up_aVWAP_642,Gap_Down_aVWAP_894,Gap_Down_aVWAP_876,Gap_Down_aVWAP_798,Gap_Down_aVWAP_696,Gap_Down_aVWAP_684,Gap_Down_aVWAP_678,Gap_Down_aVWAP_624,Gap_Down_aVWAP_594,Gap_Down_aVWAP_582,Gap_Down_aVWAP_570,aVWAP_OB_bull_862,aVWAP_OB_bear_337,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,18.285,18.3,18.105,18.105,5781.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5781.0,False,False,False,False
2025-01-06 16:00:00+00:00,18.14,18.21,18.095,18.12,3040.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3040.0,47.13178294573643,False,False,False,False,5738.503875968992,False,False,False,False
2025-01-06 17:00:00+00:00,18.12,18.185,18.0,18.035,4245.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.18644067796622,-50.84745762711823,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1205.0,27.71888708611261,False,False,False,False,5715.34877711676,False,False,False,False
2025-01-06 18:00:00+00:00,18.035,18.085,17.98,17.98,1740.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.231792701652466,-50.84745762711823,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2945.0,-18.369777829951154,False,False,False,False,5653.715462742857,False,False,False,False
2025-01-06 19:00:00+00:00,17.94,17.97,17.88,17.9,4542.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.18772899897686,-50.84745762711823,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7487.0,-134.1624944527426,False,False,False,False,5636.479564095681,False,False,False,False
2025-01-06 20:00:00+00:00,17.9,17.9,17.7,17.83,9998.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.68920345711719,-50.84745762711823,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-17485.0,-403.1677270968861,False,False,False,False,5704.100035970167,False,False,False,False
2025-01-07 15:00:00+00:00,18.03,18.035,17.605,17.77,5479.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.43149590623989,-50.84745762711823,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-22964.0,-752.9480724132134,False,False,False,False,5700.6101129318695,False,False,False,False
2025-01-07 16:00:00+00:00,17.765,17.77,17.6,17.62,8072.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.23188424121697,-50.84745762711823,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-31036.0,-1222.4527534610704,False,False,False,False,5737.375847615096,False,False,False,False
2025-01-07 17:00:00+00:00,17.62,17.695,17.545,17.575,5844.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6974108243358,-50.84745762711823,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-36880.0,-1775.2829433298907,False,False,False,False,5739.028935248971,False,False,False,False
2025-01-07 18:00:00+00:00,17.575,17.635,17.52,17.55,2893.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.305755166428816,-50.84745762711823,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-39773.0,-2364.3948356813653,False,False,False,False,5694.904455632708,False,False,False,False
2025-01-07 19:00:00+00:00,17.55,17.555,17.435,17.465,8317.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6101389616518516,-50.84745762711823,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-48090.0,-3073.318946756073,False,False,False,False,5735.557099731426,False,False,False,False
2025-01-07 20:00:00+00:00,17.47,17.51,17.31,17.495,11581.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,17.438333333333336,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.895138441825937,-50.84745762711823,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-36509.0,-3591.7015987443506,False,False,False,False,5826.184121441016,False,False,False,False
2025-01-08 15:00:00+00:00,17.38,17.53,17.32,17.515,2426.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,17.44121998524547,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.342933357320867,-50.84745762711823,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-34083.0,-4064.4349072909495,False,False,False,False,5773.468088550457,False,False,False,False
2025-01-08 16:00:00+00:00,17.515,17.585,17.43,17.46,3364.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,17.450989292498992,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.361759958382697,-50.84745762711823,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-37447.0,-4581.994056015121,False,False,False,False,5736.111994154326,False,False,False,False
2025-01-08 17:00:00+00:00,17.46,17.49,17.345,17.48,3157.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,17.44904293322941,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.629150131148842,-50.84745762711823,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-34290.0,-5042.583295456747,False,False,False,False,5696.125761686817,False,False,False,False
2025-01-08 18:00:00+00:00,17.48,17.59,17.48,17.495,2692.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,17.457462532299743,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.353670215649872,-50.84745762711823,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-31598.0,-5454.295182348889,False,False,False,False,5649.550168482369,False,False,False,False
2025-01-08 19:00:00+00:00,17.505,17.69,17.505,17.565,2791.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,17.471326233772892,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.13103469096515,-50.25941453501378,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-28807.0,-5816.35262138224,False,False,False,False,5605.231561219076,False,False,False,False
2025-01-08 20:00:00+00:00,17.565,17.725,17.54,17.715,10701.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,17.593160910147454,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.37875985991754,-37.84184828559902,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-18106.0,-6006.88979004298,False,False,False,False,5684.23572306064,False,False,False,False
2025-01-09 15:00:00+00:00,17.715,17.715,17.715,17.715,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,17.593160910147454,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8772433058858,-29.535690566911,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-18106.0,-6194.472894073321,False,False,False,False,5596.1080374317935,False,False,False,False
2025-01-09 16:00:00+00:00,17.715,17.715,17.715,17.715,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,17.593160910147454,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.87623226986464,-23.74317160987753,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-18106.0,-6379.147732924897,False,False,False,False,5509.34667251037,False,False,False,False
2025-01-09 17:00:00+00:00,17.715,17.715,17.715,17.715,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,17.593160910147454,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.20889157918386,-19.491142880745574,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-18106.0,-6560.959395980325,False,False,False,False,5423.930445029589,False,False,False,False
2025-01-09 18:00:00+00:00,17.715,17.715,17.715,17.715,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,17.593160910147454,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.43066445206335,-16.195149488076716,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-18106.0,-6739.952273562025,False,False,False,False,5339.838500145409,False,False,False,False
2025-01-09 19:00:00+00:00,17.715,17.715,17.715,17.715,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,17.593160910147454,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.911846367316336,-13.509552074078222,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-18106.0,-6916.170067770365,False,False,False,False,5257.050306344705,False,False,False,False
2025-01-09 20:00:00+00:00,17.715,17.715,17.715,17.715,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,17.593160910147454,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.899300977485,-11.233161068073521,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-18106.0,-7089.65580315377,False,False,False,False,5175.545650432384,False,False,False,False
2025-01-10 15:00:00+00:00,17.23,17.355,17.11,17.225,4185.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,17.42170346050216,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.804250605202085,-11.233161068073521,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-22291.0,-7325.3355581436335,False,False,False,False,5160.188353526455,False,False,False,False
