date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_888,Gap_Up_aVWAP_858,Gap_Up_aVWAP_846,Gap_Up_aVWAP_816,Gap_Up_aVWAP_810,Gap_Up_aVWAP_804,Gap_Up_aVWAP_792,Gap_Up_aVWAP_780,Gap_Up_aVWAP_744,Gap_Up_aVWAP_738,Gap_Down_aVWAP_864,Gap_Down_aVWAP_834,Gap_Down_aVWAP_774,Gap_Down_aVWAP_762,Gap_Down_aVWAP_684,Gap_Down_aVWAP_642,Gap_Down_aVWAP_606,Gap_Down_aVWAP_546,Gap_Down_aVWAP_534,Gap_Down_aVWAP_510,aVWAP_OB_bull_872,aVWAP_OB_bull_775,aVWAP_OB_bull_568,aVWAP_OB_bull_229,aVWAP_OB_bull_181,aVWAP_OB_bear_847,aVWAP_OB_bear_486,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-21 14:00:00+00:00,10.875,10.945,10.8,10.905,17280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,12.583333,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,17280.0,False,False,False,False
2025-03-21 15:00:00+00:00,10.905,10.95,10.85,10.885,17467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-17467.0,-270.8062015503876,False,False,False,False,17282.899224806202,False,False,False,False
2025-03-21 16:00:00+00:00,10.885,10.965,10.87,10.955,12537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.582278481012793,-89.87341772151919,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4930.0,-343.04176431704826,False,False,False,False,17209.31939186347,False,False,False,False
2025-03-21 17:00:00+00:00,10.955,11.0,10.92,10.965,13494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.07074759884267,-70.57556766737103,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,8564.0,-204.94809355244286,False,False,False,False,17151.717540826827,False,False,False,False
2025-03-21 18:00:00+00:00,10.965,10.975,10.92,10.93,12310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.94365831282144,-63.94609161489789,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-3746.0,-259.8481231097693,False,False,False,False,17076.65215259695,False,False,False,False
2025-03-21 19:00:00+00:00,10.925,11.015,10.84,10.88,50127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2544229451932,-63.72445870554378,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-53873.0,-1091.0597801158192,False,False,False,False,17589.060646355138,False,False,False,False
2025-03-24 14:00:00+00:00,10.88,10.975,10.81,10.955,7494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.22883747276872,-54.38537466742764,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-46379.0,-1793.198388176039,False,False,False,False,17432.548078194595,False,False,False,False
2025-03-24 15:00:00+00:00,10.955,11.075,10.94,11.045,3837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.87821514569677,-42.522977789438535,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-42542.0,-2424.962754250829,False,False,False,False,17221.764387059793,False,False,False,False
2025-03-24 16:00:00+00:00,11.045,11.06,10.965,10.975,2668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.55855074623977,-38.16222862019675,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-45210.0,-3088.2966650376384,False,False,False,False,16996.12462912088,False,False,False,False
2025-03-24 17:00:00+00:00,10.975,10.98,10.855,10.865,8309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.99495927449013,-38.16222862019675,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-53519.0,-3870.1680345719387,False,False,False,False,16861.44052634381,False,False,False,False
2025-03-24 18:00:00+00:00,10.865,10.91,10.845,10.855,17317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.904018752200145,-38.16222862019675,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-70836.0,-4908.397987524311,False,False,False,False,16868.503463919875,False,False,False,False
