date,Close,High,Low,Open,Volume,aVWAP_OB_bull_181,aVWAP_OB_bull_90,aVWAP_OB_bull_69,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,16.6204491169,16.86454116,16.2773148781,16.2773148781,11603,,,,,"rgba(38, 166, 154, 1.0)",1.0,17.654373,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,11603.0,False,False,False,False
2022-01-07 00:00:00+00:00,16.6204491169,17.7151649466,16.6204491169,16.9163182601,10727,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,11538.111111111111,False,False,False,False
2022-01-14 00:00:00+00:00,16.6130523883,16.7557352826,15.740238416,16.7557352826,22978,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22978,-1702.074074074074,False,False,False,False,12385.510288065845,False,False,False,False
2022-01-21 00:00:00+00:00,16.1248683021,16.6426393027,15.7328416874,16.1692486736,20554,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43532,-4800.587105624143,False,False,False,False,12990.583600060967,False,False,False,False
2022-01-28 00:00:00+00:00,16.6278458455,16.8793346172,16.1803437665,16.4799112739,24431,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,14.891090651047195,-35.92326586893195,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19101,-5859.876949651984,False,False,False,False,13838.021851908303,False,False,False,False
2022-02-04 00:00:00+00:00,16.5538785597,16.6944164027,16.2728028737,16.3319767023,20619,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,24.39752800826571,-27.54747919467068,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-39720,-8368.034212640727,False,False,False,False,14340.316529544725,False,False,False,False
2022-02-11 00:00:00+00:00,16.0730912021,16.5538785597,16.0730912021,16.3837538024,8218,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,26.429736401571013,-26.46167088946752,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-47938,-11299.142789482154,False,False,False,False,13886.811601430301,False,False,False,False
2022-02-18 00:00:00+00:00,16.6278458455,17.234377589,15.9769337306,16.0435042878,14349,,,,16.61305238836667,"rgba(38, 166, 154, 1.0)",0.0,0.0,,16.61305238836667,,33.74118361758458,-20.22947777161042,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-33589,-12950.243323594586,False,False,False,False,13921.047779102131,False,False,False,False
2022-02-25 00:00:00+00:00,16.953301903,16.9902855459,15.7032547731,16.5760687455,7638,,,,16.56986527636611,"rgba(239, 83, 80, 1.0)",-1.0,15.397761,,16.56986527636611,,41.13524267478552,-14.00404365379503,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-25951,-13913.262336661654,False,False,False,False,13455.636832501974,False,False,False,False
2022-03-04 00:00:00+00:00,16.8053673314,16.9976822745,16.2728028737,16.6648294884,17415,,,,16.64192517692393,"rgba(239, 83, 80, 1.0)",0.0,0.0,,16.64192517692393,,45.196665062375565,-10.979157423359311,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43366,-16094.94660802005,False,False,False,False,13748.922993057384,False,False,False,False
