date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_876,Gap_Up_aVWAP_870,Gap_Up_aVWAP_858,Gap_Up_aVWAP_840,Gap_Up_aVWAP_780,Gap_Up_aVWAP_774,Gap_Up_aVWAP_756,Gap_Up_aVWAP_720,Gap_Up_aVWAP_690,Gap_Up_aVWAP_684,Gap_Down_aVWAP_834,Gap_Down_aVWAP_816,Gap_Down_aVWAP_798,Gap_Down_aVWAP_768,Gap_Down_aVWAP_762,Gap_Down_aVWAP_702,Gap_Down_aVWAP_666,Gap_Down_aVWAP_630,Gap_Down_aVWAP_624,Gap_Down_aVWAP_588,aVWAP_OB_bull_852,aVWAP_OB_bull_666,aVWAP_OB_bull_589,aVWAP_OB_bull_550,aVWAP_OB_bull_461,aVWAP_OB_bear_204,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,23.265,23.405,23.225,23.335,23398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,23398.0,False,False,False,False
2025-01-21 16:00:00+00:00,23.335,23.45,23.325,23.385,8794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,8794.0,136.34108527131784,False,False,False,False,23171.581395348836,False,False,False,False
2025-01-21 17:00:00+00:00,23.385,23.485,23.285,23.295,9284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,77.68595041322327,-28.099173553718565,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-490.0,126.63037077098733,False,False,False,False,22956.27005588606,False,False,False,False
2025-01-21 18:00:00+00:00,23.3,23.3,23.205,23.24,4695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,59.336913528636245,-28.099173553718565,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-5185.0,44.279512309421634,False,False,False,False,22673.14958990333,False,False,False,False
2025-01-21 19:00:00+00:00,23.235,23.37,23.21,23.365,16405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,58.611507805440986,-28.099173553718565,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,11220.0,217.54649661470194,False,False,False,False,22575.96897610638,False,False,False,False
2025-01-21 20:00:00+00:00,23.37,23.405,23.32,23.39,22587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,59.430838033066195,-28.099173553718565,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,33807.0,738.3132175974197,False,False,False,False,22576.139999732637,False,False,False,False
2025-01-22 15:00:00+00:00,23.13,23.155,23.0,23.1,12095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,48.91268401824298,-28.099173553718565,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,21712.0,1063.4866560842813,False,False,False,False,22413.64170516314,False,False,False,False
2025-01-22 16:00:00+00:00,23.1,23.205,23.08,23.19,9176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,45.735137836976435,-28.099173553718565,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,30888.0,1525.882211803905,False,False,False,False,22208.406950044333,False,False,False,False
2025-01-22 17:00:00+00:00,23.19,23.295,23.155,23.18,9597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,43.36017746775424,-28.099173553718565,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,21291.0,1832.3181465046196,False,False,False,False,22012.88126089636,False,False,False,False
2025-01-22 18:00:00+00:00,23.185,23.225,23.145,23.2,6223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,42.63897382405556,-28.099173553718565,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,27514.0,2230.483756636331,False,False,False,False,21768.076900262306,False,False,False,False
