date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_882,Gap_Up_aVWAP_798,Gap_Up_aVWAP_792,Gap_Up_aVWAP_780,Gap_Up_aVWAP_768,Gap_Up_aVWAP_750,Gap_Up_aVWAP_738,Gap_Up_aVWAP_726,Gap_Up_aVWAP_714,Gap_Up_aVWAP_690,Gap_Down_aVWAP_888,Gap_Down_aVWAP_870,Gap_Down_aVWAP_864,Gap_Down_aVWAP_816,Gap_Down_aVWAP_810,Gap_Down_aVWAP_804,Gap_Down_aVWAP_786,Gap_Down_aVWAP_744,Gap_Down_aVWAP_684,Gap_Down_aVWAP_492,aVWAP_OB_bull_817,aVWAP_OB_bull_699,aVWAP_OB_bull_539,aVWAP_OB_bull_403,aVWAP_OB_bear_852,aVWAP_OB_bear_379,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,63.31,63.54,63.025,63.11,4757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,61.765,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4757.0,False,False,False,False
2025-01-06 16:00:00+00:00,63.12,63.39,63.045,63.245,3178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3178.0,49.27131782945737,False,False,False,False,4732.519379844961,False,False,False,False
2025-01-06 17:00:00+00:00,63.25,63.4,63.09,63.38,2974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,6152.0,143.88726639024097,False,False,False,False,4705.255513490776,False,False,False,False
2025-01-06 18:00:00+00:00,63.38,63.47,63.29,63.3,1360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.30434782608661,42.17391304347795,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,4792.0,215.95102970202015,False,False,False,False,4653.391086925028,False,False,False,False
2025-01-06 19:00:00+00:00,63.3,63.4,63.22,63.285,1583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.22221600082065,36.32173353117339,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3209.0,262.35488970664,False,False,False,False,4605.788124337043,False,False,False,False
2025-01-06 20:00:00+00:00,63.28,63.325,63.115,63.185,6064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.93438175415368,26.8658714882543,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-2855.0,214.02380614529676,False,False,False,False,4628.396060393832,False,False,False,False
2025-01-07 15:00:00+00:00,63.15,63.255,62.805,63.045,1542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.25687402679834,16.471317154669123,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-4397.0,142.5350649647495,False,False,False,False,4580.5449586823,False,False,False,False
2025-01-07 16:00:00+00:00,63.045,63.175,62.915,62.96,1098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.788887396614875,8.262641634402065,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5495.0,55.13142054669136,False,False,False,False,4526.55201358645,False,False,False,False
2025-01-07 17:00:00+00:00,62.96,63.16,62.935,63.1,1859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.57497480563017,8.262641634402065,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3636.0,-2.095423182714711,False,False,False,False,4485.194618026971,False,False,False,False
2025-01-07 18:00:00+00:00,63.105,63.165,62.91,62.95,1294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.28002526736308,4.809764609359078,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4930.0,-78.49704452871913,False,False,False,False,4435.718732476164,False,False,False,False
2025-01-07 19:00:00+00:00,62.95,62.99,62.85,62.85,1855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.68856731311748,0.7859172155943952,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-6785.0,-182.4738345360258,False,False,False,False,4395.707589336999,False,False,False,False
2025-01-07 20:00:00+00:00,62.86,62.865,62.54,62.54,19567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.20835158020911,-5.12690018141442,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-26352.0,-588.2029223726765,False,False,False,False,4630.921425161231,False,False,False,False
2025-01-08 15:00:00+00:00,62.695,62.985,62.46,62.71,4529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,62.718333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.45554238966747,-5.12690018141442,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-21823.0,-917.4245824909297,False,False,False,False,4629.341248026948,False,False,False,False
2025-01-08 16:00:00+00:00,62.71,63.025,62.57,63.02,6347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,62.807815373299015,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.35800730959492,-5.12690018141442,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-15476.0,-1143.1389300492096,False,False,False,False,4655.971616274592,False,False,False,False
