date,Close,High,Low,Open,Volume,aVWAP_OB_bull_179,aVWAP_OB_bull_95,aVWAP_OB_bull_74,aVWAP_OB_bear_166,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,17.8942303361,17.9622046204,17.5373653436,17.6308299845,641387,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,641387.0,False,False,False,False
2022-01-07 00:00:00+00:00,18.5739731789,18.6164571066,17.9112239072,17.9112239072,1052113,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1052113,77934.29629629629,False,False,False,False,671811.1481481482,False,False,False,False
2022-01-14 00:00:00+00:00,18.7439088896,18.7524056751,18.3445599694,18.5569796078,1112156,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2164269,232477.60768175582,False,False,False,False,704429.2853223595,False,False,False,False
2022-01-21 00:00:00+00:00,18.0386756902,18.7524056751,17.9882047841,18.7406801111,1831223,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,86.16077218079425,36.91760495215706,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,333046,239927.118223848,False,False,False,False,787895.4864095922,False,False,False,False
2022-01-28 00:00:00+00:00,18.0924162219,18.3396735595,17.6149537769,17.8707372296,2092286,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,76.80208731179133,28.638347740449845,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2425332,401808.96131837775,False,False,False,False,884517.0059348077,False,False,False,False
2022-02-04 00:00:00+00:00,18.1691512577,18.3481144135,17.9022838554,18.0156811861,1890326,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,70.84950144357111,23.80903914281717,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4315658,691723.7049244238,False,False,False,False,959021.3758655626,False,False,False,False
2022-02-11 00:00:00+00:00,18.2117818332,18.4164085954,18.0669231378,18.1520990276,3004367,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,66.99645536271183,20.98047290324773,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7320025,1182708.9860411333,False,False,False,False,1110528.45913478,False,False,False,False
2022-02-18 00:00:00+00:00,18.0242073012,18.3226213294,17.8963155748,18.2373601785,1903108,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,62.113417794408605,17.086593556377764,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5416917,1496354.0241121603,False,False,False,False,1169238.054754426,False,False,False,False
2022-02-25 00:00:00+00:00,18.1808174986,18.2227403248,17.2739155433,18.0867050315,1776203,,,,,17.89249112223333,"rgba(239, 83, 80, 1.0)",-1.0,17.363884,,17.89249112223333,,60.116717793073626,15.87870647836985,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7193120,1918336.688992741,False,False,False,False,1214198.421068913,False,False,False,False
2022-03-04 00:00:00+00:00,18.4032651479,18.4460435421,17.676032448,17.9754812068,1936941,,,,,18.039919631048647,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.039919631048647,,60.445202755591765,15.87870647836985,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9130061,2452538.4898080938,False,False,False,False,1267734.9083971416,False,False,False,False
