date,Close,High,Low,Open,Volume,aVWAP_OB_bull_64,aVWAP_OB_bear_161,aVWAP_OB_bear_32,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,10.3898536584,10.8192446294,10.3898536584,10.4813632096,530640,,,,#000000,1.0,10.810349,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,530640.0,False,False,False,False
2022-01-07 00:00:00+00:00,10.4532064246,10.6221471345,10.206834556,10.4180104434,581048,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,581048,43040.59259259259,False,False,False,False,534373.925925926,False,False,False,False
2022-01-14 00:00:00+00:00,10.2343102204,10.736824761,10.1989218725,10.4602456209,750444,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,77.50501904350673,-51.22741430421969,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-169396,27304.548696844995,False,False,False,False,550379.1165980796,False,False,False,False
2022-01-21 00:00:00+00:00,10.0795215866,10.2449267248,9.9371554625,10.2201548812,1938862,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,59.16680964607504,-51.22741430421969,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2108258,-130885.2697251435,False,False,False,False,653229.7005537774,False,False,False,False
2022-01-28 00:00:00+00:00,10.0866398928,10.0866398928,9.4815838653,9.9869836059,1208409,,,,#000000,0.0,0.0,,9.8849545503,,0.0,0.0,0.0,0.0,46.515769783222964,-51.22741430421969,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-899849,-187845.54604179953,False,False,False,False,694354.0931053495,False,False,False,False
2022-02-04 00:00:00+00:00,10.3001890789,10.371372141,10.0225751369,10.1008765052,476488,,,,#000000,0.0,0.0,,9.98292314483701,,0.0,0.0,0.0,0.0,46.416211641392906,-51.22741430421969,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-423361,-205291.13522388847,False,False,False,False,678215.8639864346,False,False,False,False
2022-02-11 00:00:00+00:00,10.3215439975,10.5706847147,10.2728547831,10.3286623037,465992,,,,#000000,0.0,0.0,,10.070761649724242,,0.0,0.0,0.0,0.0,46.92778338542658,-51.22741430421969,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,42631,-186926.53261471156,False,False,False,False,662495.5777652173,False,False,False,False
2022-02-18 00:00:00+00:00,10.3723775095,10.5137382651,10.0973173521,10.3428989162,387408,,,,#000000,0.0,0.0,,10.109993855826666,,0.0,0.0,0.0,0.0,48.59701875454654,-51.22741430421969,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,430039,-141225.38205065887,False,False,False,False,642118.7201529789,False,False,False,False
2022-02-25 00:00:00+00:00,9.8712964704,10.3007945039,9.6350725519,10.2864779028,770569,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.069409218949954,,0.0,0.0,0.0,0.0,42.52197322486721,-51.22741430421969,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-340530,-155988.6870839434,False,False,False,False,651633.5556972027,False,False,False,False
2022-03-04 00:00:00+00:00,10.1218369899,10.1934199955,9.7655683711,9.7782385631,260062,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.066314685891887,,0.0,0.0,0.0,0.0,42.443485538411636,-51.22741430421969,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-80468,-150394.5621147624,False,False,False,False,622628.2552751877,False,False,False,False
2022-03-11 00:00:00+00:00,9.5778061475,10.0860454871,9.4919065408,10.0788871866,475130,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.025460597560675,,0.0,0.0,0.0,0.0,38.486609292431645,-51.22741430421969,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-555598,-180409.63158774297,False,False,False,False,611702.4585881367,False,False,False,False
2022-03-18 00:00:00+00:00,9.5921227486,9.6207559508,9.1339915128,9.4704316391,630160,,,,"rgba(239, 83, 80, 0.5)",-1.0,8.730924,,9.698347656663248,,0.0,0.0,0.0,0.0,35.844485854457595,-51.22741430421969,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,74562,-161522.84406272497,False,False,False,False,613069.6838779044,False,False,False,False
