date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_438,Gap_Up_aVWAP_432,Gap_Up_aVWAP_422,Gap_Up_aVWAP_418,Gap_Up_aVWAP_410,Gap_Up_aVWAP_407,Gap_Up_aVWAP_406,Gap_Up_aVWAP_399,Gap_Up_aVWAP_397,Gap_Up_aVWAP_396,Gap_Down_aVWAP_445,Gap_Down_aVWAP_441,Gap_Down_aVWAP_431,Gap_Down_aVWAP_430,Gap_Down_aVWAP_426,Gap_Down_aVWAP_414,Gap_Down_aVWAP_413,Gap_Down_aVWAP_411,Gap_Down_aVWAP_403,Gap_Down_aVWAP_401,aVWAP_OB_bull_362,aVWAP_OB_bear_140,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-02-01 17:00:00+00:00,0.3854,0.4115,0.3854,0.3991,57673.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,57673.0,False,False,False,False
2024-02-02 17:00:00+00:00,0.3938,0.3995,0.383,0.3905,4834.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4834.0,-74.94573643410853,False,False,False,False,56853.79069767441,False,False,False,False
2024-02-05 17:00:00+00:00,0.3783,0.393,0.3768,0.3841,4576.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-9410.0,-219.67525990024637,False,False,False,False,56043.28231476473,False,False,False,False
2024-02-06 17:00:00+00:00,0.3891,0.4071,0.3891,0.4004,13618.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.87625991850738,-33.01136607334336,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,4208.0,-151.02913183977742,False,False,False,False,55385.525999807134,False,False,False,False
2024-02-07 17:00:00+00:00,0.3983,0.4099,0.385,0.3936,36271.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.497003870469264,-26.385272111688106,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-32063.0,-645.7883701058274,False,False,False,False,55089.17675950005,False,False,False,False
2024-02-08 17:00:00+00:00,0.391,0.4182,0.3865,0.4051,11463.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.50229205818184,-17.601797697256742,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-20600.0,-955.1559922747292,False,False,False,False,54412.80192601943,False,False,False,False
2024-02-09 17:00:00+00:00,0.4201,0.443,0.4104,0.4261,34916.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.704584711886866,-7.797531533604641,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,14316.0,-718.393883867369,False,False,False,False,54110.52592716641,False,False,False,False
2024-02-12 17:00:00+00:00,0.3876,0.4106,0.3861,0.3978,19862.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.84779389395973,-7.797531533604641,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-5546.0,-793.2404903190377,False,False,False,False,53579.5410290708,False,False,False,False
2024-02-13 17:00:00+00:00,0.3909,0.3967,0.3823,0.3911,19698.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.87582818424648,-7.797531533604641,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-25244.0,-1172.322033104789,False,False,False,False,53054.24581931776,False,False,False,False
2024-02-14 17:00:00+00:00,0.3911,0.3982,0.3771,0.3912,36909.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.58854153314146,-7.797531533604641,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,11665.0,-973.2937845295207,False,False,False,False,52803.93193064616,False,False,False,False
