date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_882,Gap_Up_aVWAP_876,Gap_Up_aVWAP_846,Gap_Up_aVWAP_816,Gap_Up_aVWAP_810,Gap_Up_aVWAP_714,Gap_Up_aVWAP_660,Gap_Up_aVWAP_642,Gap_Up_aVWAP_594,Gap_Up_aVWAP_576,Gap_Down_aVWAP_864,Gap_Down_aVWAP_780,Gap_Down_aVWAP_684,Gap_Down_aVWAP_678,Gap_Down_aVWAP_648,Gap_Down_aVWAP_630,Gap_Down_aVWAP_624,Gap_Down_aVWAP_588,Gap_Down_aVWAP_582,Gap_Down_aVWAP_564,aVWAP_OB_bull_864,aVWAP_OB_bull_781,aVWAP_OB_bear_731,aVWAP_OB_bear_353,aVWAP_OB_bear_268,aVWAP_OB_bear_220,aVWAP_OB_bear_116,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,3.01,3.015,2.945,2.95,1251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1251.0,False,False,False,False
2025-01-06 16:00:00+00:00,2.95,2.99,2.94,2.95,911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1245.7286821705425,False,False,False,False
2025-01-06 17:00:00+00:00,2.96,2.96,2.925,2.955,598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,598.0,9.271317829457365,False,False,False,False,1235.6863770206114,False,False,False,False
2025-01-06 18:00:00+00:00,2.955,2.96,2.94,2.955,1079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,598.0,18.398894297217716,False,False,False,False,1233.2571308652532,False,False,False,False
2025-01-06 19:00:00+00:00,2.955,2.96,2.95,2.955,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,598.0,27.38495795152442,False,False,False,False,1220.2764001541639,False,False,False,False
2025-01-06 20:00:00+00:00,2.955,3.025,2.94,3.025,13474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,14072.0,245.1309275956868,False,False,False,False,1410.2566110044868,False,False,False,False
2025-01-07 15:00:00+00:00,2.965,2.975,2.89,2.97,621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.7658550486021,36.289269543741895,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,13451.0,449.873083756994,False,False,False,False,1398.0200743997661,False,False,False,False
2025-01-07 16:00:00+00:00,2.97,3.01,2.95,2.98,509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.91213180926161,29.23496732541932,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,13960.0,659.3324157917692,False,False,False,False,1384.2368174323278,False,False,False,False
2025-01-07 17:00:00+00:00,2.985,2.99,2.955,2.97,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.30738895351544,23.409414788052942,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,13933.0,865.1257116709666,False,False,False,False,1363.194386154307,False,False,False,False
2025-01-07 18:00:00+00:00,2.97,2.975,2.955,2.955,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.95498418333063,17.726851265268166,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,13624.0,1062.9377161411842,False,False,False,False,1346.8502871441628,False,False,False,False
