date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_876,Gap_Up_aVWAP_870,Gap_Up_aVWAP_858,Gap_Up_aVWAP_846,Gap_Up_aVWAP_780,Gap_Up_aVWAP_774,Gap_Up_aVWAP_744,Gap_Up_aVWAP_702,Gap_Up_aVWAP_594,Gap_Up_aVWAP_582,Gap_Down_aVWAP_882,Gap_Down_aVWAP_804,Gap_Down_aVWAP_732,Gap_Down_aVWAP_720,Gap_Down_aVWAP_690,Gap_Down_aVWAP_678,Gap_Down_aVWAP_648,Gap_Down_aVWAP_576,Gap_Down_aVWAP_552,Gap_Down_aVWAP_522,aVWAP_OB_bull_756,aVWAP_OB_bull_335,aVWAP_OB_bull_152,aVWAP_OB_bear_638,aVWAP_OB_bear_557,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,2.41,2.435,2.38,2.43,1001.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1001.0,False,False,False,False
2025-01-21 16:00:00+00:00,2.43,2.44,2.42,2.435,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,123.0,1.9069767441860466,False,False,False,False,987.3875968992248,False,False,False,False
2025-01-21 17:00:00+00:00,2.435,2.44,2.43,2.43,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,82.3529411764706,-11.76470588235292,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,23.0,2.234000360555255,False,False,False,False,973.6296496604771,False,False,False,False
2025-01-21 18:00:00+00:00,2.43,2.435,2.43,2.435,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,77.17538628354569,-11.76470588235292,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,23.0,2.5559538433373437,False,False,False,False,958.5346163324076,False,False,False,False
2025-01-21 19:00:00+00:00,2.435,2.435,2.425,2.425,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,63.55628966596614,-11.76470588235292,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-177.0,-0.2278593945438554,False,False,False,False,946.7743897226028,False,False,False,False
2025-01-21 20:00:00+00:00,2.43,2.445,2.425,2.435,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,61.67926680356436,-11.76470588235292,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-159.0,-2.6894429698222453,False,False,False,False,932.3747867811671,False,False,False,False
2025-01-22 15:00:00+00:00,2.435,2.435,2.41,2.43,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,57.33341428771875,-11.76470588235292,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-159.0,-5.11286245866221,False,False,False,False,917.9193637302963,False,False,False,False
2025-01-22 16:00:00+00:00,2.43,2.445,2.425,2.435,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,57.05131241873296,-11.76470588235292,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-59.0,-5.9483219554271365,False,False,False,False,905.2384433623846,False,False,False,False
2025-01-22 17:00:00+00:00,2.435,2.445,2.43,2.445,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,60.57329202113681,-11.76470588235292,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,41.0,-5.220440994877878,False,False,False,False,892.7541264110298,False,False,False,False
2025-01-22 18:00:00+00:00,2.44,2.445,2.425,2.43,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,56.125682813562356,-11.76470588235292,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-160.0,-7.620124080228608,False,False,False,False,882.0292562341145,False,False,False,False
