date,Close,High,Low,Open,Volume,aVWAP_OB_bull_875,aVWAP_OB_bull_799,aVWAP_OB_bull_588,aVWAP_OB_bull_396,aVWAP_OB_bull_36,aVWAP_OB_bear_859,aVWAP_OB_bear_783,aVWAP_OB_bear_762,aVWAP_OB_bear_602,aVWAP_OB_bear_444,aVWAP_OB_bear_361,aVWAP_OB_bear_299,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,3.77,3.81,3.62,3.66,115774,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,4.64375,,,,,,False,False,False,False,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,115774.0,False,False,False,False
2022-01-04 00:00:00+00:00,3.67,3.869,3.65,3.8,94026,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,-1.0,3.869,3.65,43.0,0,,,False,False,False,False,,,False,False,False,False,-94026,-3687.2941176470586,False,False,False,False,114921.13725490197,False,False,False,False
2022-01-05 00:00:00+00:00,3.56,3.67,3.56,3.67,99089,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-193115,-11115.831603229526,False,False,False,False,114300.26912725877,False,False,False,False
2022-01-06 00:00:00+00:00,3.66,3.83,3.57,3.62,85073,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,11.793372319688117,-39.18940870695256,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-108042,-14916.857814867584,False,False,False,False,113154.10171050353,False,False,False,False
2022-01-07 00:00:00+00:00,3.56,3.69,3.51,3.525,69271,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,16.35168903260202,-35.6661390712086,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-177313,-21285.333978990424,False,False,False,False,111433.19576107201,False,False,False,False
2022-01-10 00:00:00+00:00,3.44,3.8,3.37,3.7965,101514,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,17.098702718026793,-35.644108438053614,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-278827,-31385.00715628492,False,False,False,False,111044.20769201037,False,False,False,False
2022-01-11 00:00:00+00:00,3.45,3.511,3.35,3.39,128281,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,18.252021445201674,-35.01417085899509,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-150546,-36057.98726780315,False,False,False,False,111720.16033153937,False,False,False,False
2022-01-12 00:00:00+00:00,3.5,3.55,3.395,3.46,60681,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,22.125683541999543,-31.73604550356127,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-89865,-38168.06619847754,False,False,False,False,109718.62463226332,False,False,False,False
2022-01-13 00:00:00+00:00,3.41,3.5499,3.32,3.51,100833,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,22.831986945362374,-31.394897647382574,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-190698,-44149.632229909796,False,False,False,False,109370.16876433144,False,False,False,False
2022-01-14 00:00:00+00:00,3.51,3.54,3.31,3.415,69818,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,28.029419158432816,-26.76675156559185,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-120880,-47158.666260109414,False,False,False,False,107819.10332259294,False,False,False,False
2022-01-18 00:00:00+00:00,3.35,3.41,3.31,3.332,88744,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,28.32054026677848,-26.762001176218554,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-209624,-53529.8558185365,False,False,False,False,107071.06005504029,False,False,False,False
