date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_858,Gap_Up_aVWAP_840,Gap_Up_aVWAP_822,Gap_Up_aVWAP_768,Gap_Up_aVWAP_762,Gap_Up_aVWAP_756,Gap_Up_aVWAP_690,Gap_Up_aVWAP_666,Gap_Up_aVWAP_600,Gap_Up_aVWAP_558,Gap_Down_aVWAP_882,Gap_Down_aVWAP_846,Gap_Down_aVWAP_816,Gap_Down_aVWAP_786,Gap_Down_aVWAP_726,Gap_Down_aVWAP_654,Gap_Down_aVWAP_636,Gap_Down_aVWAP_618,Gap_Down_aVWAP_576,Gap_Down_aVWAP_570,aVWAP_OB_bull_555,aVWAP_OB_bull_396,aVWAP_OB_bull_324,aVWAP_OB_bull_186,aVWAP_OB_bear_829,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-23 15:00:00+00:00,4.445,4.445,4.415,4.415,36217.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,36217.0,False,False,False,False
2025-01-23 16:00:00+00:00,4.415,4.435,4.405,4.42,58397.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,58397.0,905.3798449612403,False,False,False,False,36560.875968992244,False,False,False,False
2025-01-23 17:00:00+00:00,4.42,4.465,4.42,4.465,4960.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,63357.0,1873.6220179075776,False,False,False,False,36070.939907457476,False,False,False,False
2025-01-23 18:00:00+00:00,4.465,4.47,4.44,4.445,62105.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,89.5752895752897,40.61776061776074,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1252.0,1863.9844672423437,False,False,False,False,36474.56874610155,False,False,False,False
2025-01-23 19:00:00+00:00,4.445,4.46,4.44,4.44,16317.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,80.77338258107939,33.321526948454064,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-15065.0,1601.519591781222,False,False,False,False,36162.04830042555,False,False,False,False
2025-01-23 20:00:00+00:00,4.445,4.445,4.41,4.42,74826.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,69.28837418395736,23.846724544287596,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-89891.0,183.0309159396527,False,False,False,False,36761.48941204686,False,False,False,False
2025-01-24 15:00:00+00:00,4.385,4.425,4.375,4.42,52027.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,61.63170191920933,18.059917327092705,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-89891.0,-1213.4656874082489,False,False,False,False,36998.16399480583,False,False,False,False
2025-01-24 16:00:00+00:00,4.425,4.425,4.405,4.425,23952.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,57.920029785030266,15.658997420450234,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-65939.0,-2216.962343417423,False,False,False,False,36795.89788635923,False,False,False,False
2025-01-24 17:00:00+00:00,4.425,4.44,4.42,4.425,10345.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,55.44558169557756,13.96131686014941,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-65939.0,-3204.9009117365326,False,False,False,False,36385.80644626063,False,False,False,False
2025-01-24 18:00:00+00:00,4.425,4.435,4.42,4.43,17846.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,55.27570753674281,13.96131686014941,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-48093.0,-3900.8404324848034,False,False,False,False,36098.36758662868,False,False,False,False
