date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_846,Gap_Up_aVWAP_816,Gap_Up_aVWAP_810,Gap_Up_aVWAP_792,Gap_Up_aVWAP_744,Gap_Up_aVWAP_738,Gap_Up_aVWAP_660,Gap_Up_aVWAP_648,Gap_Up_aVWAP_624,Gap_Up_aVWAP_612,Gap_Down_aVWAP_888,Gap_Down_aVWAP_870,Gap_Down_aVWAP_859,Gap_Down_aVWAP_828,Gap_Down_aVWAP_804,Gap_Down_aVWAP_798,Gap_Down_aVWAP_786,Gap_Down_aVWAP_774,Gap_Down_aVWAP_750,Gap_Down_aVWAP_732,aVWAP_OB_bear_822,aVWAP_OB_bear_744,aVWAP_OB_bear_649,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,106.345,106.5,106.08,106.18,15946.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,15946.0,False,False,False,False
2025-01-21 16:00:00+00:00,106.22,107.01,105.985,106.705,17184.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,17184.0,266.4186046511628,False,False,False,False,15965.19379844961,False,False,False,False
2025-01-21 17:00:00+00:00,106.71,106.78,106.225,106.33,14939.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,85.14851485148502,-1.9801980198024367,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2245.0,297.09428519920675,False,False,False,False,15949.283817078298,False,False,False,False
2025-01-21 18:00:00+00:00,106.33,106.81,106.33,106.71,13799.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,80.25002762915801,-1.9801980198024367,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,16044.0,541.2323582968934,False,False,False,False,15915.946083480185,False,False,False,False
2025-01-21 19:00:00+00:00,106.69,107.0,106.53,106.935,33136.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,78.7892432243411,-1.9801980198024367,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,49180.0,1295.3217790984918,False,False,False,False,16182.923663581267,False,False,False,False
2025-01-21 20:00:00+00:00,106.935,107.03,106.645,106.765,51195.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,74.40707163482452,-1.9801980198024367,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2015.0,1243.998960817895,False,False,False,False,16725.74655251799,False,False,False,False
2025-01-22 15:00:00+00:00,107.365,107.91,107.08,107.85,9975.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,77.11781869314748,-1.9801980198024367,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7960.0,1348.1230079369973,False,False,False,False,16621.08381526965,False,False,False,False
2025-01-22 16:00:00+00:00,107.89,108.41,107.7,108.19,14871.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,79.78495848321535,2.6080959331236713,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,22831.0,1681.1908682790593,False,False,False,False,16593.95073286237,False,False,False,False
2025-01-22 17:00:00+00:00,108.17,108.21,107.56,107.76,14952.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,76.63440598629523,2.6080959331236713,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7879.0,1777.2809323367483,False,False,False,False,16568.494132352873,False,False,False,False
2025-01-22 18:00:00+00:00,107.71,107.86,107.45,107.5,8255.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,72.05653868087381,2.6080959331236713,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-376.0,1743.8967318354032,False,False,False,False,16439.602750455928,False,False,False,False
