date,Close,High,Low,Open,Volume,aVWAP_OB_bull_120,aVWAP_OB_bull_61,aVWAP_OB_bear_165,aVWAP_OB_bear_43,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,174.3065361075,177.997433082,173.8157253396,173.8304496626,337847299,,,,,,"rgba(38, 166, 154, 1.0)",1.0,177.70398,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,337847299.0,False,False,False,False
2022-01-07 00:00:00+00:00,169.0057798143,179.5778437546,167.8867312635,174.5617577068,482162362,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-482162362,-35715730.518518515,False,False,False,False,348537303.6666667,False,False,False,False
2022-01-14 00:00:00+00:00,169.8892391965,173.9237037085,165.0792936712,165.9725692687,422454950,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,4.329004329004289,-60.82251082251072,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59707412,-37492892.10973936,False,False,False,False,354012684.8765433,False,False,False,False
2022-01-21 00:00:00+00:00,159.4251536251,169.3689797825,159.3171752562,168.3579096007,397684401,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,4.573261723170925,-60.354868830345154,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-457391813,-68596515.8793883,False,False,False,False,357247626.81161416,False,False,False,False
2022-01-28 00:00:00+00:00,167.1995961885,167.2192286192,151.8568515843,157.0790781546,688670659,,,,,162.09189213066665,"rgba(38, 166, 154, 1.0)",0.0,0.0,,162.09189213066665,,14.058517622387724,-50.98405699037515,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,231278846,-46383526.110544726,False,False,False,False,381797481.0477909,False,False,False,False
2022-02-04 00:00:00+00:00,169.43769329,173.0008813027,166.3946665291,167.0327205274,458553231,,,,,165.0973630709965,"rgba(239, 83, 80, 1.0)",0.0,0.0,,165.0973630709965,,22.537845309242634,-42.82102354093152,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,689832077,8150963.008754879,False,False,False,False,387483092.15536195,False,False,False,False
2022-02-11 00:00:00+00:00,165.7519148235,173.6247376279,165.1621902689,169.8996441912,412902045,,,,,165.9131099170525,"rgba(239, 83, 80, 1.0)",0.0,0.0,,165.9131099170525,,26.786864749836766,-38.80655280072893,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,276930032,28060523.674773034,False,False,False,False,389365977.55126107,False,False,False,False
2022-02-18 00:00:00+00:00,164.4348633182,170.3714238349,163.3438728921,164.5036645162,364011266,,,,,165.93901708821954,"rgba(239, 83, 80, 1.0)",0.0,0.0,,165.93901708821954,,29.260986236323763,-36.40366403254387,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-87081234,19531504.58775281,False,False,False,False,387487850.76968616,False,False,False,False
2022-02-25 00:00:00+00:00,162.0268213867,163.835310021,149.3968871749,162.1545950402,413588646,,,,,164.60870053215726,"rgba(239, 83, 80, 1.0)",0.0,0.0,,164.60870053215726,,30.08416070468464,-35.435284307420346,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-500669880,-19001931.307636283,False,False,False,False,389421243.00896865,False,False,False,False
2022-03-04 00:00:00+00:00,160.3755926338,166.0172908731,159.1961435245,160.2674764654,418753837,,,,,164.19158559145947,"rgba(239, 83, 80, 1.0)",0.0,0.0,,164.19158559145947,,30.083517844939642,-35.082298220534604,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-919423717,-85699841.35892248,False,False,False,False,391594027.749045,False,False,False,False
