date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_870,Gap_Up_aVWAP_792,Gap_Up_aVWAP_762,Gap_Up_aVWAP_726,Gap_Up_aVWAP_720,Gap_Up_aVWAP_702,Gap_Up_aVWAP_684,Gap_Up_aVWAP_660,Gap_Up_aVWAP_654,Gap_Up_aVWAP_648,Gap_Down_aVWAP_858,Gap_Down_aVWAP_846,Gap_Down_aVWAP_840,Gap_Down_aVWAP_828,Gap_Down_aVWAP_823,Gap_Down_aVWAP_809,Gap_Down_aVWAP_738,Gap_Down_aVWAP_732,Gap_Down_aVWAP_696,Gap_Down_aVWAP_666,aVWAP_OB_bear_807,aVWAP_OB_bear_609,aVWAP_OB_bear_130,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,69.185,69.795,68.91,69.52,14863.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,14863.0,False,False,False,False
2025-01-21 16:00:00+00:00,69.51,69.63,69.16,69.29,11811.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-11811.0,-183.11627906976744,False,False,False,False,14815.682170542636,False,False,False,False
2025-01-21 17:00:00+00:00,69.275,69.615,69.275,69.37,14764.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,9.375000000000156,-64.06250000000023,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,2953.0,-134.49432125473228,False,False,False,False,14814.880896580735,False,False,False,False
2025-01-21 18:00:00+00:00,69.375,69.42,68.93,69.02,10958.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,10.182009010854014,-62.398691890231746,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8005.0,-256.51766511124805,False,False,False,False,14755.084293532971,False,False,False,False
2025-01-21 19:00:00+00:00,69.015,69.02,68.475,68.805,13081.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,9.594126125984562,-61.59378360423935,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-21086.0,-579.4553757296783,False,False,False,False,14729.129498284397,False,False,False,False
2025-01-21 20:00:00+00:00,68.81,69.53,68.75,69.5,38130.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,24.77469799544077,-46.19236618316823,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,17044.0,-306.2235094392957,False,False,False,False,15091.933692109444,False,False,False,False
2025-01-22 15:00:00+00:00,69.87,70.14,69.15,69.335,4380.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,32.69132487147837,-38.087378274556485,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,12664.0,-105.1347728588415,False,False,False,False,14925.857200758908,False,False,False,False
2025-01-22 16:00:00+00:00,69.31,69.675,69.11,69.545,8787.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,40.48330736348311,-30.122894845063374,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,21451.0,229.06886703044285,False,False,False,False,14830.681120126987,False,False,False,False
2025-01-22 17:00:00+00:00,69.58,69.67,69.25,69.43,6521.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,44.13053394250048,-25.905742235613317,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,14930.0,456.9902799446995,False,False,False,False,14701.848854698661,False,False,False,False
2025-01-22 18:00:00+00:00,69.53,69.55,69.25,69.28,6011.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,44.70497150392144,-24.222544723732984,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,8919.0,588.1842290928437,False,False,False,False,14567.107011990154,False,False,False,False
