date,Close,High,Low,Open,Volume,aVWAP_OB_bull_866,aVWAP_OB_bull_855,aVWAP_OB_bull_502,aVWAP_OB_bull_475,aVWAP_OB_bull_466,aVWAP_OB_bull_458,aVWAP_OB_bear_805,aVWAP_OB_bear_791,aVWAP_OB_bear_728,aVWAP_OB_bear_718,aVWAP_OB_bear_699,aVWAP_OB_bear_445,aVWAP_OB_bear_430,aVWAP_OB_bear_0,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,34.2845373115,34.445083026,34.2524281687,34.445083026,159652,,,,,,,,,,,,,,34.32734950206667,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,-1.0,34.445084,34.25243,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,159652.0,False,False,False,False
2022-01-04 00:00:00+00:00,34.0517460257,34.2845373115,33.9955550256,34.2444008829,246015,,,,,,,,,,,,,,34.19591045770388,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-246015,-9647.64705882353,False,False,False,False,163038.78431372548,False,False,False,False
2022-01-05 00:00:00+00:00,33.810927454,34.1801825972,33.7386818826,34.0838551685,129139,,,,,,,,,,,,,,34.12685523565248,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,-50.0,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-375154,-23981.22952710496,False,False,False,False,161709.38100730488,False,False,False,False
2022-01-06 00:00:00+00:00,33.9714731685,33.9714731685,33.6423544539,33.8430365969,1341756,,,,,,,,,,,,,,33.937315095632314,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,9.358081983678312,-41.42175818162821,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,966602,14865.171630820729,False,False,False,False,207985.71900701843,False,False,False,False
2022-01-07 00:00:00+00:00,33.9473913113,33.9634458827,33.7707910254,33.9634458827,465635,,,,,,,,,,,,,,33.928679302297546,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,15.182504841589525,-36.60259733874729,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,500967,33927.98842961207,False,False,False,False,218089.6123792922,False,False,False,False
2022-01-10 00:00:00+00:00,33.899227597,33.899227597,33.7627637397,33.899227597,257414,,,,,,,,,,,,,,33.921258762434036,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,18.271662084458985,-34.419382315989736,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,243553,42148.57711864689,False,False,False,False,219631.7452271631,False,False,False,False
2022-01-11 00:00:00+00:00,34.0276641685,34.0837748957,33.8189547398,33.8350093112,211886,,,,,,,,,,,,,,33.92544442332846,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,25.533107622981454,-28.317432547409386,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,455439,58356.04468262152,False,False,False,False,219327.9905123724,False,False,False,False
2022-01-12 00:00:00+00:00,34.0517460257,34.0758278828,33.9797412727,34.0597733114,135013,,,,,,,,,,,,,,33.93049976685676,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,31.190572109822863,-23.829669381087044,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,590452,79222.55273428342,False,False,False,False,216021.52029620094,False,False,False,False
2022-01-13 00:00:00+00:00,34.0678005971,34.1480734543,34.0397050971,34.1239915971,156725,,,,,,,,,,,,,,33.93831235749919,34.08519304949999,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,35.519805866362354,-20.5340465354277,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,747177,105416.84478391937,False,False,False,False,213696.16655909503,False,False,False,False
2022-01-14 00:00:00+00:00,33.9634458827,34.0678005971,33.9433776684,34.0116095971,181836,,,,,,,,,,,,,,33.94125870265657,34.03489415364908,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,35.87008602625034,-20.5340465354277,False,False,False,True,True,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,565341,123453.08616494214,False,False,False,False,212446.74826265994,False,False,False,False
