date,Open,High,Low,Close,Volume,aVWAP_OB_bull_878,aVWAP_OB_bull_816,aVWAP_OB_bull_489,aVWAP_OB_bull_481,aVWAP_OB_bull_439,aVWAP_OB_bull_192,aVWAP_OB_bull_22,aVWAP_OB_bear_885,aVWAP_OB_bear_859,aVWAP_OB_bear_829,aVWAP_OB_bear_703,aVWAP_OB_bear_609,aVWAP_OB_bear_575,aVWAP_OB_bear_509,aVWAP_OB_bear_365,aVWAP_OB_bear_252,aVWAP_OB_bear_245,aVWAP_OB_bear_215,aVWAP_OB_bear_138,aVWAP_OB_bear_131,aVWAP_OB_bear_53,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,16.415,16.5,16.35,16.45,855.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,855.0,False,False,False,False
2024-12-30 16:00:00+00:00,16.46,16.635,16.455,16.625,2006.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2006.0,31.100775193798448,False,False,False,False,872.84496124031,False,False,False,False
2024-12-30 17:00:00+00:00,16.62,16.8,16.61,16.8,1764.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3770.0,89.06820503575506,False,False,False,False,886.6613184303827,False,False,False,False
2024-12-30 18:00:00+00:00,16.8,16.82,16.7,16.785,1316.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,98.38097141714965,48.542874275434684,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2454.0,125.73381426000691,False,False,False,False,893.3177320981288,False,False,False,False
2024-12-30 19:00:00+00:00,16.785,16.92,16.765,16.85,2239.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,97.6115831480889,47.94756654825103,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4693.0,196.54414272109207,False,False,False,False,914.1810230733515,False,False,False,False
2024-12-30 20:00:00+00:00,16.83,16.915,16.8,16.905,3926.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,97.30045329769041,47.76552189368725,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8619.0,327.12485368665654,False,False,False,False,960.8758909326795,False,False,False,False
2024-12-31 15:00:00+00:00,16.955,16.96,16.72,16.76,4027.0,,,,,,,,,,,,,,,,,,,,,,16.813333333333333,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,86.98198979612923,38.542916523776526,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4592.0,393.24694897833626,False,False,False,False,1008.412698825196,False,False,False,False
2024-12-31 16:00:00+00:00,16.76,16.775,16.66,16.71,2056.0,,,,,,,,,,,,,,,,,,,,,,16.78009753959121,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,77.70336272332345,30.831064293401724,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2536.0,426.4679265135558,False,False,False,False,1024.6543624093015,False,False,False,False
2024-12-31 17:00:00+00:00,16.71,16.71,16.52,16.665,1833.0,,,,,,,,,,,,,,,,,,,,,,16.74572742967829,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,69.5660107166729,24.38507532376893,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,703.0,430.7552454823379,False,False,False,False,1037.1868529145836,False,False,False,False
2024-12-31 18:00:00+00:00,16.665,16.705,16.56,16.69,1806.0,,,,,,,,,,,,,,,,,,,,,,16.7282543029555,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,65.04824448831786,21.208795477656906,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2509.0,462.97609438958847,False,False,False,False,1049.1064365903264,False,False,False,False
