date,Close,High,Low,Open,Volume,aVWAP_OB_bull_168,aVWAP_OB_bear_165,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,20.0,21.5,20.0,21.5,1854,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1854.0,False,False,False,False
2022-01-07 00:00:00+00:00,20.0,20.8,18.8,20.3,1114,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1799.1851851851852,False,False,False,False
2022-01-14 00:00:00+00:00,20.2,21.0,18.1,20.5,959,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,959,71.03703703703704,False,False,False,False,1736.949245541838,False,False,False,False
2022-01-21 00:00:00+00:00,20.9,21.6,17.7,20.4,1443,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2402,243.70096021947873,False,False,False,False,1715.1752273535537,False,False,False,False
2022-01-28 00:00:00+00:00,18.4,21.9,18.3,20.9,1304,,,19.533333333333335,"rgba(239, 83, 80, 1.0)",0.0,0.0,,19.533333333333335,,78.5342212215459,29.70813099849262,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1098,306.9823705735914,False,False,False,False,1684.7178031051424,False,False,False,False
2022-02-04 00:00:00+00:00,19.2,21.1,17.2,18.6,869,,,19.386700414173955,"rgba(38, 166, 154, 1.0)",0.0,0.0,,19.386700414173955,,67.59831181185822,20.250711467357263,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1967,429.94663941999204,False,False,False,False,1624.2942621343911,False,False,False,False
2022-02-11 00:00:00+00:00,19.5,20.9,18.2,19.9,959,,,19.43159855257556,"rgba(239, 83, 80, 1.0)",0.0,0.0,,19.43159855257556,,61.08485896266194,15.183988139500855,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2926,614.839480944437,False,False,False,False,1575.0132056799916,False,False,False,False
2022-02-18 00:00:00+00:00,19.8,20.9,18.1,18.9,992,,,19.47210636922082,"rgba(239, 83, 80, 1.0)",0.0,0.0,,19.47210636922082,,57.620476370320866,12.95266736656616,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3918,859.5180379115159,False,False,False,False,1531.8270422962887,False,False,False,False
2022-02-25 00:00:00+00:00,18.699,21.1,16.662,21.1,1370,,,19.309578327872828,"rgba(239, 83, 80, 1.0)",0.0,0.0,,19.309578327872828,,51.94919286703278,8.452279651030821,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2548,984.5907758439962,False,False,False,False,1519.839853978045,False,False,False,False
2022-03-04 00:00:00+00:00,19.88,23.8,17.6,17.6,4568,,,20.121693334658445,"rgba(38, 166, 154, 1.0)",1.0,22.366667,,20.121693334658445,,51.59661779433839,8.452279651030821,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7116,1438.769236892589,False,False,False,False,1745.6294944241158,False,False,False,False
2022-03-11 00:00:00+00:00,18.8,23.5,18.8,20.5,604,,,20.133761192513624,"rgba(239, 83, 80, 1.0)",0.0,0.0,,20.133761192513624,,48.89158233275357,6.865731172682921,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6512,1814.5641082338789,False,False,False,False,1661.064346688996,False,False,False,False
2022-03-18 00:00:00+00:00,17.55,19.4,15.4,18.9,2660,,,18.74343107997788,"rgba(38, 166, 154, 1.0)",-1.0,13.775,,18.74343107997788,,44.87080034265252,3.443197251058976,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3852,1965.4852854017397,False,False,False,False,1735.059580267589,False,False,False,False
2022-03-25 00:00:00+00:00,18.5,20.1,16.4,19.0,2033,,,18.75124459516829,"rgba(239, 83, 80, 1.0)",0.0,0.0,,18.75124459516829,,44.30438479919048,3.23184753336394,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5885,2255.8197087053145,False,False,False,False,1757.1292409885082,False,False,False,False
