date,Close,High,Low,Open,Volume,aVWAP_OB_bull_171,aVWAP_OB_bull_136,aVWAP_OB_bull_113,aVWAP_OB_bear_100,aVWAP_OB_bear_82,Peaks_Valleys_avg,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,15.2929480956,16.1029766163,14.0339881056,16.0541797175,3408510,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,12.894678,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3408510.0,False,False,False,False
2022-01-07 00:00:00+00:00,14.3072507391,15.5759701089,14.0827850045,15.068482361,2203753,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2203753,-163240.96296296295,False,False,False,False,3319268.740740741,False,False,False,False
2022-01-14 00:00:00+00:00,14.648829031,15.3319856147,13.9949505866,14.1608600426,1427628,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,7.735946364824696,-69.33986591206174,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-776125,-208639.78052126197,False,False,False,False,3179147.204389575,False,False,False,False
2022-01-21 00:00:00+00:00,14.6683477905,16.6982987821,14.5902727524,14.5902727524,2861640,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,13.601380528432587,-63.372138112449804,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2085515,-38702.389371538884,False,False,False,False,3155628.1522125695,False,False,False,False
2022-01-28 00:00:00+00:00,12.9994938503,14.6683477905,12.7701484257,14.521957094,3481609,,,,,,13.479330022166666,"rgba(239, 83, 80, 1.0)",0.0,0.0,,13.479330022166666,,12.95357008034609,-63.372138112449804,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1396094,-139249.91608475824,False,False,False,False,3179774.881678305,False,False,False,False
2022-02-04 00:00:00+00:00,13.4093878005,14.1413412831,13.0385313693,13.0970876479,1946928,,,,,,13.49741424085843,"rgba(239, 83, 80, 1.0)",0.0,0.0,,13.49741424085843,,15.940429056275711,-59.96235505117715,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,550834,-88132.58896736873,False,False,False,False,3088452.890442875,False,False,False,False
2022-02-11 00:00:00+00:00,15.0294448419,15.1611964688,13.555778497,13.555778497,2118608,,,,,,13.80191462283342,"rgba(38, 166, 154, 1.0)",0.0,0.0,,13.80191462283342,,26.077523006828955,-49.5106413024828,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2669442,116132.1954005845,False,False,False,False,3016612.528187847,False,False,False,False
2022-02-18 00:00:00+00:00,15.3710231338,16.1029766163,14.9318510442,15.2441511968,1868192,,,,,,14.132621842267827,"rgba(239, 83, 80, 1.0)",0.0,0.0,,14.132621842267827,,34.37756456745269,-41.0238124144209,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4537634,443650.8475931338,False,False,False,False,2931544.340914673,False,False,False,False
2022-02-25 00:00:00+00:00,16.4640736677,17.4204928849,15.2441511968,15.3710231338,2200972,,,,,,14.557725813993347,"rgba(38, 166, 154, 1.0)",0.0,0.0,,14.557725813993347,,42.96504566354312,-32.3660536278613,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6738606,909943.8218454942,False,False,False,False,2877427.8712172904,False,False,False,False
2022-03-04 00:00:00+00:00,17.2838615682,17.5766429612,16.3323220409,16.7861332001,2586092,,,,,,15.01413935640671,"rgba(38, 166, 154, 1.0)",0.0,0.0,,15.01413935640671,,50.550540986390274,-24.745785297288695,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9324698,1533258.9461532354,False,False,False,False,2855847.4363123057,False,False,False,False
