date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_882,Gap_Up_aVWAP_876,Gap_Up_aVWAP_816,Gap_Up_aVWAP_786,Gap_Up_aVWAP_768,Gap_Up_aVWAP_738,Gap_Up_aVWAP_726,Gap_Up_aVWAP_696,Gap_Up_aVWAP_660,Gap_Up_aVWAP_654,Gap_Down_aVWAP_846,Gap_Down_aVWAP_834,Gap_Down_aVWAP_828,Gap_Down_aVWAP_804,Gap_Down_aVWAP_798,Gap_Down_aVWAP_774,Gap_Down_aVWAP_762,Gap_Down_aVWAP_720,Gap_Down_aVWAP_708,Gap_Down_aVWAP_702,aVWAP_OB_bull_873,aVWAP_OB_bull_540,aVWAP_OB_bull_368,aVWAP_OB_bull_215,aVWAP_OB_bull_67,aVWAP_OB_bear_826,aVWAP_OB_bear_661,aVWAP_OB_bear_495,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-10 15:00:00+00:00,15.535,15.73,15.52,15.56,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,620.0,False,False,False,False
2025-01-10 16:00:00+00:00,15.56,15.595,15.5,15.51,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-350.0,-5.426356589147287,False,False,False,False,615.8139534883721,False,False,False,False
2025-01-10 17:00:00+00:00,15.51,15.605,15.51,15.56,422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,17.64705882352941,-76.47058823529412,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,72.0,-4.225947959858181,False,False,False,False,612.8090859924283,False,False,False,False
2025-01-10 18:00:00+00:00,15.56,15.56,15.52,15.545,671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,26.73663351803598,-66.52526512788526,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-599.0,-13.447251092263482,False,False,False,False,613.711270705724,False,False,False,False
2025-01-10 19:00:00+00:00,15.545,15.545,15.45,15.5,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,27.728987730964782,-63.35399140615504,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-952.0,-27.99845650168575,False,False,False,False,609.6692355009841,False,False,False,False
2025-01-10 20:00:00+00:00,15.49,15.495,15.4,15.48,1869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,26.95701606453816,-61.165332588106615,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2821.0,-71.30080601328751,False,False,False,False,629.193743477713,False,False,False,False
2025-01-13 15:00:00+00:00,15.48,15.48,15.48,15.48,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,26.442368286920413,-58.31174768731632,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2821.0,-113.93180126889544,False,False,False,False,619.4388017183686,False,False,False,False
2025-01-13 16:00:00+00:00,15.48,15.48,15.15,15.15,572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,19.734165249020588,-58.31174768731632,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3393.0,-164.7700679158893,False,False,False,False,618.7033164204095,False,False,False,False
2025-01-13 17:00:00+00:00,15.17,15.255,15.125,15.235,1158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,20.8455817050395,-58.02949007685264,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2235.0,-196.8666560102166,False,False,False,False,627.0645053131163,False,False,False,False
2025-01-13 18:00:00+00:00,15.235,15.255,15.22,15.24,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,21.886409750105713,-54.015162161507625,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1602.0,-218.6516690953295,False,False,False,False,627.1565284865565,False,False,False,False
